stop_id	candidate_identity	seed_paper_id	parent_paper_id	depth	direction	decision_score	score_breakdown	architecture_question_ids	provider_name	provider_id	reason
STOP-G03-3ee3267a13755545	PAPER-HASH-3cba88d511f05111	PAPER-1709.07122	PAPER-1709.07122	1	BACKWARD	0	ALG=0;MECH=0;ROLE=0;AGE=0;FALS=0	NONE	SemanticScholar	S2:27239e63adb9dd197134eaa1bc33f20908772000	NO_DECISION_IMPACT
STOP-G03-a0c2ab22964a2abe	PAPER-HASH-b3d38afa2d413c38	PAPER-1709.07122	PAPER-1709.07122	1	BACKWARD	0	ALG=0;MECH=0;ROLE=0;AGE=0;FALS=0	NONE	SemanticScholar	S2:b9976fa9b182c9c85593a66801c7c3b3ad3679fd	NO_DECISION_IMPACT
STOP-G03-c025c20727e6930b	PAPER-HASH-cfb0f0020c2ff6e2	PAPER-1709.07122	PAPER-1709.07122	1	BACKWARD	0	ALG=0;MECH=0;ROLE=0;AGE=0;FALS=0	NONE	SemanticScholar	S2:UNAVAILABLE:cfb0f0020c2ff6e2	NO_DECISION_IMPACT
STOP-G03-54ab50d786296153	PAPER-1011.5425	PAPER-1709.07122	PAPER-1709.07122	1	BACKWARD	65	ALG=40;MECH=25;ROLE=0;AGE=0;FALS=0	AQ-002|AQ-003|AQ-004|AQ-005|AQ-006|AQ-007|AQ-008|AQ-009|AQ-010|AQ-011|AQ-012	SemanticScholar	S2:e41956966fbbde4a25b420ab0cf32b62ab6e2589	PER_SEED_DIRECTION_QUOTA
STOP-G03-2862aeba1a9e251f	PAPER-1209.0835	PAPER-1709.07122	PAPER-1709.07122	1	BACKWARD	25	ALG=0;MECH=25;ROLE=0;AGE=0;FALS=0	AQ-003|AQ-008|AQ-010|AQ-011|AQ-012	SemanticScholar	S2:552b8cda3ed49bfa2e712666c739d2bffae23d94	PER_SEED_DIRECTION_QUOTA
STOP-G03-58ef95e66df2b6f3	PAPER-1411.1460	PAPER-1709.07122	PAPER-1709.07122	1	BACKWARD	25	ALG=0;MECH=25;ROLE=0;AGE=0;FALS=0	AQ-001	SemanticScholar	S2:a72a6bbef914c7177d8eb5ef168527c6d0ad1b67	PER_SEED_DIRECTION_QUOTA
STOP-G03-a56c0cc4d9ddcca7	PAPER-1501.05387	PAPER-1709.07122	PAPER-1709.07122	1	BACKWARD	25	ALG=0;MECH=25;ROLE=0;AGE=0;FALS=0	AQ-008|AQ-010|AQ-011	SemanticScholar	S2:923da3bc69c6ed6a2b0b155b6cd759ede373d933	PER_SEED_DIRECTION_QUOTA
STOP-G03-92290123210218dc	PAPER-1503.07241	PAPER-1709.07122	PAPER-1709.07122	1	BACKWARD	25	ALG=0;MECH=25;ROLE=0;AGE=0;FALS=0	AQ-007|AQ-008|AQ-010	SemanticScholar	S2:b513711621e81d0abd042e0877ca751581a993f5	PER_SEED_DIRECTION_QUOTA
STOP-G03-b056703cd498b128	PAPER-HASH-00135e3784d68ba1	PAPER-1709.07122	PAPER-1709.07122	1	BACKWARD	65	ALG=40;MECH=25;ROLE=0;AGE=0;FALS=0	AQ-002|AQ-004|AQ-007|AQ-008|AQ-009|AQ-012	SemanticScholar	S2:0ad8e89091eed09217e66adc98136126addc2619	PER_SEED_DIRECTION_QUOTA
STOP-G03-d82f0d97f074a876	PAPER-HASH-02bdfd0b6f29464b	PAPER-1709.07122	PAPER-1709.07122	1	BACKWARD	50	ALG=0;MECH=25;ROLE=15;AGE=10;FALS=0	AQ-001|AQ-004|AQ-005|AQ-009|AQ-011|AQ-012	SemanticScholar	S2:64a857fb29720c7fe1965c6f3bff7746acfd965a	PER_SEED_DIRECTION_QUOTA
STOP-G03-0a9a5896f1719cb0	PAPER-HASH-0a86cfe99a974907	PAPER-1709.07122	PAPER-1709.07122	1	BACKWARD	25	ALG=0;MECH=25;ROLE=0;AGE=0;FALS=0	AQ-003|AQ-008|AQ-010|AQ-011	SemanticScholar	S2:acd13b907c9acf16c6bf7c0a1cff0d7f2402c669	PER_SEED_DIRECTION_QUOTA
STOP-G03-642a381c32f4b30f	PAPER-HASH-0f6cfa09ac049606	PAPER-1709.07122	PAPER-1709.07122	1	BACKWARD	25	ALG=0;MECH=25;ROLE=0;AGE=0;FALS=0	AQ-005|AQ-008|AQ-010|AQ-011	SemanticScholar	S2:33f818fb992688d035957eaeaa11f559f218da01	PER_SEED_DIRECTION_QUOTA
STOP-G03-e50aae241d4de31d	PAPER-HASH-148aa15ded164aa9	PAPER-1709.07122	PAPER-1709.07122	1	BACKWARD	65	ALG=40;MECH=25;ROLE=0;AGE=0;FALS=0	AQ-001|AQ-002|AQ-003|AQ-004|AQ-005|AQ-006|AQ-007|AQ-008|AQ-009|AQ-010|AQ-011|AQ-012	SemanticScholar	S2:5c0d56404b4e21d0e485c2e08abda2d12ae7b953	PER_SEED_DIRECTION_QUOTA
STOP-G03-1f06f0716b3d8562	PAPER-HASH-261e3c343805f994	PAPER-1709.07122	PAPER-1709.07122	1	BACKWARD	75	ALG=40;MECH=25;ROLE=0;AGE=10;FALS=0	AQ-001|AQ-002|AQ-003|AQ-004|AQ-005|AQ-006|AQ-007|AQ-008|AQ-009|AQ-011	SemanticScholar	S2:8138ab11231447708f13d1a593389ded2b845b1b	PER_SEED_DIRECTION_QUOTA
STOP-G03-21daf4143aa4660d	PAPER-HASH-307b93314f539bf5	PAPER-1709.07122	PAPER-1709.07122	1	BACKWARD	35	ALG=0;MECH=25;ROLE=0;AGE=10;FALS=0	AQ-011|AQ-012	SemanticScholar	S2:bd014331774ef7becae11a3c8af5005b3a75630d	PER_SEED_DIRECTION_QUOTA
STOP-G03-b2a385d79caf377c	PAPER-HASH-39ac2bacd402df83	PAPER-1709.07122	PAPER-1709.07122	1	BACKWARD	25	ALG=0;MECH=25;ROLE=0;AGE=0;FALS=0	AQ-002|AQ-003|AQ-004|AQ-006|AQ-008|AQ-010|AQ-011	SemanticScholar	S2:fe144e378650f0cd2704f8f039170c1bd3e7f353	PER_SEED_DIRECTION_QUOTA
STOP-G03-270917a130b53f60	PAPER-HASH-4dcdf8b09499e451	PAPER-1709.07122	PAPER-1709.07122	1	BACKWARD	65	ALG=40;MECH=25;ROLE=0;AGE=0;FALS=0	AQ-002|AQ-007|AQ-008|AQ-009|AQ-010|AQ-012	SemanticScholar	S2:652640d1226131fbeb66aba6eab681196c2d5222	PER_SEED_DIRECTION_QUOTA
STOP-G03-1afdfe818b2215bb	PAPER-HASH-4f72cd601d5fff6d	PAPER-1709.07122	PAPER-1709.07122	1	BACKWARD	65	ALG=40;MECH=25;ROLE=0;AGE=0;FALS=0	AQ-002|AQ-003|AQ-004|AQ-005|AQ-006|AQ-007|AQ-008|AQ-009|AQ-011	SemanticScholar	S2:2d7bf91ca184def17e15bf515532651fd5fe5f01	PER_SEED_DIRECTION_QUOTA
STOP-G03-d7aed0e3932f49d6	PAPER-HASH-513fa076248aee66	PAPER-1709.07122	PAPER-1709.07122	1	BACKWARD	75	ALG=40;MECH=25;ROLE=0;AGE=10;FALS=0	AQ-001|AQ-002|AQ-003|AQ-004|AQ-005|AQ-006|AQ-007|AQ-008|AQ-009|AQ-010|AQ-011|AQ-012	SemanticScholar	S2:da5f6c3f436d6ec554113ba4590fe0a5cc049ab4	PER_SEED_DIRECTION_QUOTA
STOP-G03-fcaceaebbc2c9012	PAPER-HASH-5184db9e54f1d3d1	PAPER-1709.07122	PAPER-1709.07122	1	BACKWARD	35	ALG=0;MECH=25;ROLE=0;AGE=10;FALS=0	AQ-003|AQ-004|AQ-005|AQ-006|AQ-008|AQ-009|AQ-010|AQ-011|AQ-012	SemanticScholar	S2:UNAVAILABLE:5184db9e54f1d3d1	PER_SEED_DIRECTION_QUOTA
STOP-G03-2930d1ff5587a4b7	PAPER-HASH-548ae7d63e65a948	PAPER-1709.07122	PAPER-1709.07122	1	BACKWARD	75	ALG=40;MECH=25;ROLE=0;AGE=10;FALS=0	AQ-002|AQ-003|AQ-004|AQ-006|AQ-008|AQ-009|AQ-012	SemanticScholar	S2:aa8eb7db54fd5c7648b0d3379a431c1590c13072	PER_SEED_DIRECTION_QUOTA
STOP-G03-82a681c2ed2394df	PAPER-HASH-5536f8a6b75e6203	PAPER-1709.07122	PAPER-1709.07122	1	BACKWARD	25	ALG=0;MECH=25;ROLE=0;AGE=0;FALS=0	AQ-005|AQ-009|AQ-012	SemanticScholar	S2:UNAVAILABLE:5536f8a6b75e6203	PER_SEED_DIRECTION_QUOTA
STOP-G03-1634c9dee41582e0	PAPER-HASH-6754c2a4fc4c9974	PAPER-1709.07122	PAPER-1709.07122	1	BACKWARD	35	ALG=0;MECH=25;ROLE=0;AGE=10;FALS=0	AQ-002|AQ-005|AQ-006|AQ-008|AQ-009|AQ-010|AQ-012	SemanticScholar	S2:95af99ac3a56ade5416659123b7d57514a808636	PER_SEED_DIRECTION_QUOTA
STOP-G03-1310216e53e23ec7	PAPER-HASH-68044910f003b9c7	PAPER-1709.07122	PAPER-1709.07122	1	BACKWARD	25	ALG=0;MECH=25;ROLE=0;AGE=0;FALS=0	AQ-002|AQ-005|AQ-008|AQ-009|AQ-010|AQ-011	SemanticScholar	S2:98a576874f99447baf07c0e4118853a7be7c9b31	PER_SEED_DIRECTION_QUOTA
STOP-G03-d8baf552a8959ac2	PAPER-HASH-6874fdb2ba1fcd5f	PAPER-1709.07122	PAPER-1709.07122	1	BACKWARD	65	ALG=40;MECH=25;ROLE=0;AGE=0;FALS=0	AQ-001|AQ-003|AQ-005|AQ-006|AQ-007|AQ-008|AQ-011|AQ-012	SemanticScholar	S2:b5d588298e6845b4bfd40ea779ce21e628239ef3	PER_SEED_DIRECTION_QUOTA
STOP-G03-a78b8dfd443610c6	PAPER-HASH-6d8c3ac40fe8f543	PAPER-1709.07122	PAPER-1709.07122	1	BACKWARD	40	ALG=0;MECH=25;ROLE=15;AGE=0;FALS=0	AQ-001|AQ-003|AQ-008|AQ-009|AQ-010|AQ-012	SemanticScholar	S2:UNAVAILABLE:6d8c3ac40fe8f543	PER_SEED_DIRECTION_QUOTA
STOP-G03-354ce6bea48af894	PAPER-HASH-729d4f89e77dac4f	PAPER-1709.07122	PAPER-1709.07122	1	BACKWARD	65	ALG=40;MECH=25;ROLE=0;AGE=0;FALS=0	AQ-002|AQ-003|AQ-004|AQ-006|AQ-008|AQ-009|AQ-011|AQ-012	SemanticScholar	S2:0a3b2d2ddf6e832a0b282380abb9b2eeb7d97177	PER_SEED_DIRECTION_QUOTA
STOP-G03-6ba97ca7109b0976	PAPER-HASH-73c0cd4a98f43f8a	PAPER-1709.07122	PAPER-1709.07122	1	BACKWARD	35	ALG=0;MECH=25;ROLE=0;AGE=10;FALS=0	AQ-003|AQ-008|AQ-010	SemanticScholar	S2:4cdde0eafec8bdbf043dd27686234bee57687aba	PER_SEED_DIRECTION_QUOTA
STOP-G03-767258e1d2f9c0b5	PAPER-HASH-749d77a51edf3d60	PAPER-1709.07122	PAPER-1709.07122	1	BACKWARD	25	ALG=0;MECH=25;ROLE=0;AGE=0;FALS=0	AQ-003|AQ-010	SemanticScholar	S2:b2b057987c398ecf332f50f42891161c99e14aa4	PER_SEED_DIRECTION_QUOTA
STOP-G03-5a940729c8cbee43	PAPER-HASH-767baeea40741ecd	PAPER-1709.07122	PAPER-1709.07122	1	BACKWARD	65	ALG=40;MECH=25;ROLE=0;AGE=0;FALS=0	AQ-002|AQ-003|AQ-008|AQ-010|AQ-011|AQ-012	SemanticScholar	S2:c61e7cc717959304f0b7ce4168f88529dff25ae5	PER_SEED_DIRECTION_QUOTA
STOP-G03-390f8496f9de3a56	PAPER-HASH-7c204e30903815cd	PAPER-1709.07122	PAPER-1709.07122	1	BACKWARD	25	ALG=0;MECH=25;ROLE=0;AGE=0;FALS=0	AQ-001|AQ-006|AQ-008	SemanticScholar	S2:3d985a05e4a49be71d497e7a2ff3fcbeb74c4bc8	PER_SEED_DIRECTION_QUOTA
STOP-G03-a0cb96e234cf68b3	PAPER-HASH-886c95f4412cc11d	PAPER-1709.07122	PAPER-1709.07122	1	BACKWARD	75	ALG=40;MECH=25;ROLE=0;AGE=10;FALS=0	AQ-002|AQ-003|AQ-006|AQ-008|AQ-010|AQ-011|AQ-012	SemanticScholar	S2:6b6ae4ff053bcee2834b5e7718810cb5bc15c36c	PER_SEED_DIRECTION_QUOTA
STOP-G03-1ed2ae34e0784ec7	PAPER-HASH-a5d2d3d1f71361df	PAPER-1709.07122	PAPER-1709.07122	1	BACKWARD	40	ALG=0;MECH=25;ROLE=15;AGE=0;FALS=0	AQ-002|AQ-008|AQ-012	SemanticScholar	S2:8c084e71c986c17ed32f9c2ada413725ef00c670	PER_SEED_DIRECTION_QUOTA
STOP-G03-dee1132f718731bc	PAPER-HASH-a8865b6d9417494a	PAPER-1709.07122	PAPER-1709.07122	1	BACKWARD	25	ALG=0;MECH=25;ROLE=0;AGE=0;FALS=0	AQ-001|AQ-002|AQ-003|AQ-004|AQ-006|AQ-008|AQ-009|AQ-010|AQ-011|AQ-012	SemanticScholar	S2:UNAVAILABLE:a8865b6d9417494a	PER_SEED_DIRECTION_QUOTA
STOP-G03-84092af80a9af053	PAPER-HASH-aa450285c63f3e33	PAPER-1709.07122	PAPER-1709.07122	1	BACKWARD	25	ALG=0;MECH=25;ROLE=0;AGE=0;FALS=0	AQ-009	SemanticScholar	S2:d133ef683d10af9102dad8a2a974b388fa42526a	PER_SEED_DIRECTION_QUOTA
STOP-G03-c498a90a779f81b0	PAPER-HASH-b05110a93df505a4	PAPER-1709.07122	PAPER-1709.07122	1	BACKWARD	65	ALG=40;MECH=25;ROLE=0;AGE=0;FALS=0	AQ-002|AQ-003|AQ-004|AQ-006|AQ-007|AQ-008|AQ-009|AQ-010|AQ-011|AQ-012	SemanticScholar	S2:96f927ca20b614b3387b1187258e9a6877dbee53	PER_SEED_DIRECTION_QUOTA
STOP-G03-f515cbc0e07810cb	PAPER-HASH-b2bc54de714e7bd4	PAPER-1709.07122	PAPER-1709.07122	1	BACKWARD	25	ALG=0;MECH=25;ROLE=0;AGE=0;FALS=0	AQ-001|AQ-002|AQ-005|AQ-008|AQ-009|AQ-010	SemanticScholar	S2:9207a7356d90343b5107e3e445fa7de86f3078eb	PER_SEED_DIRECTION_QUOTA
STOP-G03-4454941de3161261	PAPER-HASH-b600d1222112ae7d	PAPER-1709.07122	PAPER-1709.07122	1	BACKWARD	25	ALG=0;MECH=25;ROLE=0;AGE=0;FALS=0	AQ-001|AQ-003|AQ-006|AQ-008|AQ-010|AQ-011	SemanticScholar	S2:5355687e1dab8b770e7c79c8a626d8a4052eff43	PER_SEED_DIRECTION_QUOTA
STOP-G03-3e448be7e08e84cf	PAPER-HASH-c6385afecce87070	PAPER-1709.07122	PAPER-1709.07122	1	BACKWARD	65	ALG=40;MECH=25;ROLE=0;AGE=0;FALS=0	AQ-002|AQ-003|AQ-004|AQ-005|AQ-006|AQ-007|AQ-008|AQ-009|AQ-010|AQ-011|AQ-012	SemanticScholar	S2:4bc31853ab9de45df2e03a0ea991f89d9449e42b	PER_SEED_DIRECTION_QUOTA
STOP-G03-200515129d9e0558	PAPER-HASH-caad1673d65b68f7	PAPER-1709.07122	PAPER-1709.07122	1	BACKWARD	35	ALG=0;MECH=25;ROLE=0;AGE=10;FALS=0	AQ-001	SemanticScholar	S2:b59aad57ca1baeca15f497ead7bbb2db01b3c952	PER_SEED_DIRECTION_QUOTA
STOP-G03-2fa13305ad5cd03a	PAPER-HASH-f6cbddbebd649328	PAPER-1709.07122	PAPER-1709.07122	1	BACKWARD	25	ALG=0;MECH=25;ROLE=0;AGE=0;FALS=0	AQ-001|AQ-011|AQ-012	SemanticScholar	S2:UNAVAILABLE:f6cbddbebd649328	PER_SEED_DIRECTION_QUOTA
STOP-G03-d9bb39f54f91620b	PAPER-HASH-f71d91b6ac4a84f2	PAPER-1709.07122	PAPER-1709.07122	1	BACKWARD	65	ALG=40;MECH=25;ROLE=0;AGE=0;FALS=0	AQ-002|AQ-003|AQ-004|AQ-005|AQ-006|AQ-007|AQ-008|AQ-009|AQ-010|AQ-011|AQ-012	SemanticScholar	S2:UNAVAILABLE:f71d91b6ac4a84f2	PER_SEED_DIRECTION_QUOTA
STOP-G03-0a8e149a2fccc672	PAPER-HASH-f762d412343c65b7	PAPER-1709.07122	PAPER-1709.07122	1	BACKWARD	65	ALG=40;MECH=25;ROLE=0;AGE=0;FALS=0	AQ-002|AQ-003|AQ-004|AQ-006|AQ-008|AQ-009|AQ-010|AQ-011|AQ-012	SemanticScholar	S2:25be1e75c750185b37135006789217da86507313	PER_SEED_DIRECTION_QUOTA
STOP-G03-e025a029bf407aba	PAPER-HASH-f82f8ed6f9caaa3c	PAPER-1709.07122	PAPER-1709.07122	1	BACKWARD	25	ALG=0;MECH=25;ROLE=0;AGE=0;FALS=0	AQ-008|AQ-010|AQ-011	SemanticScholar	S2:2d867297dfe0d3ce2ed5b1d0f2dff88cac46ee94	PER_SEED_DIRECTION_QUOTA
STOP-G03-a9f808083141fbb8	PAPER-HASH-f91bb20e7a11cec8	PAPER-1709.07122	PAPER-1709.07122	1	BACKWARD	50	ALG=0;MECH=25;ROLE=15;AGE=10;FALS=0	AQ-001|AQ-002|AQ-005|AQ-008|AQ-009|AQ-010|AQ-012	SemanticScholar	S2:4a98c0a38825233ce80a4c754296d35df45b440b	PER_SEED_DIRECTION_QUOTA
STOP-G03-0797d66b0b8df50f	PAPER-HASH-fd18776aa93bfa41	PAPER-1709.07122	PAPER-1709.07122	1	BACKWARD	65	ALG=40;MECH=25;ROLE=0;AGE=0;FALS=0	AQ-001|AQ-002|AQ-005|AQ-007|AQ-008|AQ-009|AQ-010|AQ-011|AQ-012	SemanticScholar	S2:28613f311914cbb7737692673c2385bf16f50091	PER_SEED_DIRECTION_QUOTA
STOP-G03-6105038fe810ee14	PAPER-LEGACY-034a395dfcb30b0f	PAPER-1709.07122	PAPER-1709.07122	1	BACKWARD	35	ALG=0;MECH=25;ROLE=0;AGE=10;FALS=0	AQ-007	SemanticScholar	S2:45d9a0db23906842f4c3385e4f231ede34d32db0	PER_SEED_DIRECTION_QUOTA
STOP-G03-ab63f1239232568e	PAPER-2404.06037	PAPER-1709.07122	PAPER-1709.07122	1	FORWARD	0	ALG=0;MECH=0;ROLE=15;AGE=0;FALS=0	NONE	SemanticScholar	S2:a28a1e3caf78bdfb04469532b0896b5fa96237f6	NO_DECISION_IMPACT
STOP-G03-11be3d6617d4aa5b	PAPER-HASH-048273db57a95173	PAPER-1709.07122	PAPER-1709.07122	1	FORWARD	0	ALG=0;MECH=0;ROLE=0;AGE=0;FALS=0	NONE	SemanticScholar	S2:ebe5c24b9c4f301d4e3fecc02dd002e04ba8d7fa	NO_DECISION_IMPACT
STOP-G03-5868e4e7af9b9598	PAPER-HASH-d8cbece109306a5f	PAPER-1709.07122	PAPER-1709.07122	1	FORWARD	0	ALG=0;MECH=0;ROLE=0;AGE=0;FALS=0	NONE	SemanticScholar	S2:03e1f0469c2743b1cc95ff2e17d70de54d473bd1	NO_DECISION_IMPACT
STOP-G03-052d5a365da7a296	PAPER-1806.08092	PAPER-1709.07122	PAPER-1709.07122	1	FORWARD	65	ALG=40;MECH=25;ROLE=0;AGE=0;FALS=0	AQ-001|AQ-002|AQ-003|AQ-004|AQ-005|AQ-006|AQ-007|AQ-008|AQ-009|AQ-010|AQ-011|AQ-012	SemanticScholar	S2:0ade258065beec6e56a6789dc9ee9ec4867c3c86	PER_SEED_DIRECTION_QUOTA
STOP-G03-b8b2ff0d452ceb36	PAPER-1810.11899	PAPER-1709.07122	PAPER-1709.07122	1	FORWARD	65	ALG=40;MECH=25;ROLE=0;AGE=0;FALS=0	AQ-007|AQ-008	SemanticScholar	S2:c724f501acd836c1cd617b60927659720b3aea0d	PER_SEED_DIRECTION_QUOTA
STOP-G03-9e2dfd6ab0af8c95	PAPER-1903.04395	PAPER-1709.07122	PAPER-1709.07122	1	FORWARD	65	ALG=40;MECH=25;ROLE=0;AGE=0;FALS=0	AQ-005|AQ-007|AQ-008|AQ-009|AQ-012	SemanticScholar	S2:9e134aec26f258784e4929977457acba1e9f2eba	PER_SEED_DIRECTION_QUOTA
STOP-G03-409ef2bb46e66567	PAPER-1907.00140	PAPER-1709.07122	PAPER-1709.07122	1	FORWARD	65	ALG=40;MECH=25;ROLE=0;AGE=0;FALS=0	AQ-001|AQ-003|AQ-004|AQ-006|AQ-008|AQ-009|AQ-010|AQ-011|AQ-012	SemanticScholar	S2:c819f150cb458f0e69cf3b73f21e20712f607338	PER_SEED_DIRECTION_QUOTA
STOP-G03-77fa17c91362cc3a	PAPER-2010.03166	PAPER-1709.07122	PAPER-1709.07122	1	FORWARD	25	ALG=0;MECH=25;ROLE=0;AGE=0;FALS=0	AQ-003|AQ-008|AQ-010	SemanticScholar	S2:9f17b03e5e9b9df14476d612fd593880d207dd61	PER_SEED_DIRECTION_QUOTA
STOP-G03-d5c1b31f6a975a87	PAPER-2010.08695	PAPER-1709.07122	PAPER-1709.07122	1	FORWARD	25	ALG=0;MECH=25;ROLE=0;AGE=0;FALS=0	AQ-006|AQ-007|AQ-008|AQ-011|AQ-012	SemanticScholar	S2:0c7e84d906bf37b030dce5a9b7810c1e90bada40	PER_SEED_DIRECTION_QUOTA
STOP-G03-3ddc506b7de14bc8	PAPER-2011.08451	PAPER-1709.07122	PAPER-1709.07122	1	FORWARD	65	ALG=40;MECH=25;ROLE=0;AGE=0;FALS=0	AQ-002|AQ-003|AQ-008|AQ-009|AQ-010|AQ-011	SemanticScholar	S2:7eec96cff72fb7ab821ea7c7a4e8ae315c487b21	PER_SEED_DIRECTION_QUOTA
STOP-G03-929c32f056b69610	PAPER-2212.05250	PAPER-1709.07122	PAPER-1709.07122	1	FORWARD	65	ALG=40;MECH=25;ROLE=0;AGE=0;FALS=0	AQ-001|AQ-005|AQ-007|AQ-008|AQ-010|AQ-011|AQ-012	SemanticScholar	S2:18de776a58f3c1768c9c3bdf52020b0201ba7f92	PER_SEED_DIRECTION_QUOTA
STOP-G03-b22cfae77e5702bf	PAPER-2402.13441	PAPER-1709.07122	PAPER-1709.07122	1	FORWARD	65	ALG=40;MECH=25;ROLE=0;AGE=0;FALS=0	AQ-001|AQ-002|AQ-003|AQ-004|AQ-006|AQ-007|AQ-008|AQ-010|AQ-011|AQ-012	SemanticScholar	S2:c10b1dd2b9f335b8c837f154bab07775eeed398e	PER_SEED_DIRECTION_QUOTA
STOP-G03-b9b9a53a89109d24	PAPER-2411.14554	PAPER-1709.07122	PAPER-1709.07122	1	FORWARD	25	ALG=0;MECH=25;ROLE=0;AGE=0;FALS=0	AQ-003|AQ-008|AQ-009|AQ-010	SemanticScholar	S2:00086799eac391486574e4e725381a114adf4d45	PER_SEED_DIRECTION_QUOTA
STOP-G03-b954909b8ff705c2	PAPER-2412.04698	PAPER-1709.07122	PAPER-1709.07122	1	FORWARD	25	ALG=0;MECH=25;ROLE=0;AGE=0;FALS=0	AQ-001|AQ-002|AQ-003|AQ-004|AQ-005|AQ-007|AQ-008|AQ-009|AQ-010|AQ-011|AQ-012	SemanticScholar	S2:e1df5aca06a058af113bba8910c0447e29a11737	PER_SEED_DIRECTION_QUOTA
STOP-G03-2325dadb6fa615aa	PAPER-HASH-0280e410e5428da0	PAPER-1709.07122	PAPER-1709.07122	1	FORWARD	65	ALG=40;MECH=25;ROLE=0;AGE=0;FALS=0	AQ-001|AQ-005|AQ-007|AQ-008|AQ-010|AQ-011|AQ-012	SemanticScholar	S2:22ef64d39c862086ffc3d7cda14ade67c1b221f6	PER_SEED_DIRECTION_QUOTA
STOP-G03-150415f36eab6a07	PAPER-HASH-077f3b570fef75fa	PAPER-1709.07122	PAPER-1709.07122	1	FORWARD	25	ALG=0;MECH=25;ROLE=0;AGE=0;FALS=0	AQ-002|AQ-008	SemanticScholar	S2:607627f0eac0c3d109f30bb4e747589bcf78839d	PER_SEED_DIRECTION_QUOTA
STOP-G03-368af990504c2210	PAPER-HASH-17483137549ecef1	PAPER-1709.07122	PAPER-1709.07122	1	FORWARD	25	ALG=0;MECH=25;ROLE=0;AGE=0;FALS=0	AQ-002|AQ-003|AQ-004|AQ-006|AQ-008|AQ-010|AQ-011	SemanticScholar	S2:5045484d9947ecaedb116ad6c36b59e0f200b8da	PER_SEED_DIRECTION_QUOTA
STOP-G03-9330ca7e577965b3	PAPER-HASH-1b2ebdd981139388	PAPER-1709.07122	PAPER-1709.07122	1	FORWARD	25	ALG=0;MECH=25;ROLE=0;AGE=0;FALS=0	AQ-002|AQ-003|AQ-004|AQ-005|AQ-006|AQ-007|AQ-008|AQ-009|AQ-010|AQ-011|AQ-012	SemanticScholar	S2:a208313307821cfc5cc4d3b466d7533be30546c3	PER_SEED_DIRECTION_QUOTA
STOP-G03-09bd966e0cc7ab41	PAPER-HASH-327bbf79b9421b35	PAPER-1709.07122	PAPER-1709.07122	1	FORWARD	25	ALG=0;MECH=25;ROLE=0;AGE=0;FALS=0	AQ-003|AQ-005|AQ-011	SemanticScholar	S2:712792f7537385508815a1ad20ff7e4f67ffee00	PER_SEED_DIRECTION_QUOTA
STOP-G03-f9dff416a77bb439	PAPER-HASH-32f7acab8ba046b9	PAPER-1709.07122	PAPER-1709.07122	1	FORWARD	65	ALG=40;MECH=25;ROLE=0;AGE=0;FALS=0	AQ-002|AQ-005|AQ-007|AQ-008|AQ-010	SemanticScholar	S2:aeb3f1ccffc5c8e281ff30385aca8e1abb620da5	PER_SEED_DIRECTION_QUOTA
STOP-G03-42abec3eae39b177	PAPER-HASH-45315924c7a1be91	PAPER-1709.07122	PAPER-1709.07122	1	FORWARD	25	ALG=0;MECH=25;ROLE=0;AGE=0;FALS=0	AQ-001|AQ-002|AQ-003|AQ-005|AQ-008|AQ-009|AQ-010|AQ-011|AQ-012	SemanticScholar	S2:a8a44f59d562a21c0c18632cd42cd43d90cb6db5	PER_SEED_DIRECTION_QUOTA
STOP-G03-83d67eb76335bbfe	PAPER-HASH-5be5c5e2b814bcb5	PAPER-1709.07122	PAPER-1709.07122	1	FORWARD	65	ALG=40;MECH=25;ROLE=0;AGE=0;FALS=0	AQ-001|AQ-002|AQ-003|AQ-004|AQ-005|AQ-006|AQ-007|AQ-008|AQ-009|AQ-010|AQ-011|AQ-012	SemanticScholar	S2:71196312e1a31e7b1520daad31568622b0585092	PER_SEED_DIRECTION_QUOTA
STOP-G03-98ee59520546fb1a	PAPER-HASH-62aefb52aa344bed	PAPER-1709.07122	PAPER-1709.07122	1	FORWARD	65	ALG=40;MECH=25;ROLE=0;AGE=0;FALS=0	AQ-003|AQ-008	SemanticScholar	S2:d7b9625ddae42c70b7f9ee8de0f4e90296461c60	PER_SEED_DIRECTION_QUOTA
STOP-G03-638946fe0f389cf5	PAPER-HASH-664ea8800f2479dd	PAPER-1709.07122	PAPER-1709.07122	1	FORWARD	65	ALG=40;MECH=25;ROLE=0;AGE=0;FALS=0	AQ-002|AQ-007|AQ-008|AQ-009|AQ-010|AQ-012	SemanticScholar	S2:f8f67755ca3756f79b37b8d5b4c92151f2f31027	PER_SEED_DIRECTION_QUOTA
STOP-G03-8c90a50efafc8cb2	PAPER-HASH-68ecb112a47de7e9	PAPER-1709.07122	PAPER-1709.07122	1	FORWARD	65	ALG=40;MECH=25;ROLE=0;AGE=0;FALS=0	AQ-002|AQ-005|AQ-006|AQ-008|AQ-010|AQ-011|AQ-012	SemanticScholar	S2:231b88e974b3117fbbeade9fa4f758ed4f15369b	PER_SEED_DIRECTION_QUOTA
