entry_kind	name	family	mode	estimate_variant	config_inputs	result_columns	source_file	source_line	support_status	architecture_needs	memory_needs	test_oracle	prd_impact	deprecated_by
procedure	gds.alpha.maxkcut.stream	community	READ	no	MissingEvidence	MissingEvidence	gitrefrepo/neo4j-gds-src/proc/community/src/main/java/org/neo4j/gds/approxmaxkcut/ApproxMaxKCutStreamProc.java	62	NeedsArchitectureSpike	topology plus sidecars plus iterative state	MissingEvidence	MissingEvidence	Complete GDS surface; Strict holistic RAM	gds.maxcut.stream
procedure	gds.alpha.maxkcut.stream.estimate	community	READ	yes	MissingEvidence	MissingEvidence	gitrefrepo/neo4j-gds-src/proc/community/src/main/java/org/neo4j/gds/approxmaxkcut/ApproxMaxKCutStreamProc.java	77	NeedsArchitectureSpike	topology plus sidecars plus iterative state	MissingEvidence	MissingEvidence	Complete GDS surface; Strict holistic RAM	gds.maxcut.stream.estimate
procedure	gds.alpha.modularity.stats	community	READ	no	MissingEvidence	MissingEvidence	gitrefrepo/neo4j-gds-src/proc/community/src/main/java/org/neo4j/gds/modularity/ModularityStatsProc.java	62	NeedsArchitectureSpike	topology plus sidecars plus iterative state	MissingEvidence	MissingEvidence	Complete GDS surface; Strict holistic RAM	gds.modularity.stats
procedure	gds.alpha.modularity.stream	community	READ	no	MissingEvidence	MissingEvidence	gitrefrepo/neo4j-gds-src/proc/community/src/main/java/org/neo4j/gds/modularity/ModularityStreamProc.java	62	NeedsArchitectureSpike	topology plus sidecars plus iterative state	MissingEvidence	MissingEvidence	Complete GDS surface; Strict holistic RAM	gds.modularity.stream
procedure	gds.alpha.scc.stream	community	READ	no	MissingEvidence	MissingEvidence	gitrefrepo/neo4j-gds-src/proc/community/src/main/java/org/neo4j/gds/scc/SccStreamProc.java	60	NeedsArchitectureSpike	topology plus sidecars plus iterative state	MissingEvidence	MissingEvidence	Complete GDS surface; Strict holistic RAM	gds.scc.stream
procedure	gds.alpha.scc.write	community	WRITE	no	MissingEvidence	MissingEvidence	gitrefrepo/neo4j-gds-src/proc/community/src/main/java/org/neo4j/gds/scc/SccWriteProc.java	62	NeedsArchitectureSpike	topology plus sidecars plus iterative state	MissingEvidence	MissingEvidence	Complete GDS surface; Strict holistic RAM	gds.scc.write
procedure	gds.alpha.sllpa.mutate	community	READ	no	MissingEvidence	MissingEvidence	gitrefrepo/neo4j-gds-src/proc/community/src/main/java/org/neo4j/gds/sllpa/SpeakerListenerLPAMutateProc.java	64	NeedsArchitectureSpike	topology plus sidecars plus iterative state	MissingEvidence	MissingEvidence	Complete GDS surface; Strict holistic RAM	gds.sllpa.mutate
procedure	gds.alpha.sllpa.mutate.estimate	community	M	yes	MissingEvidence	MissingEvidence	gitrefrepo/neo4j-gds-src/proc/community/src/main/java/org/neo4j/gds/sllpa/SpeakerListenerLPAMutateProc.java	76	NeedsArchitectureSpike	topology plus sidecars plus iterative state	MissingEvidence	MissingEvidence	Complete GDS surface; Strict holistic RAM	gds.sllpa.mutate.estimate
procedure	gds.alpha.sllpa.stats	community	M	no	MissingEvidence	MissingEvidence	gitrefrepo/neo4j-gds-src/proc/community/src/main/java/org/neo4j/gds/sllpa/SpeakerListenerLPAStatsProc.java	64	NeedsArchitectureSpike	topology plus sidecars plus iterative state	MissingEvidence	MissingEvidence	Complete GDS surface; Strict holistic RAM	gds.sllpa.stats
procedure	gds.alpha.sllpa.stats.estimate	community	M	yes	MissingEvidence	MissingEvidence	gitrefrepo/neo4j-gds-src/proc/community/src/main/java/org/neo4j/gds/sllpa/SpeakerListenerLPAStatsProc.java	76	NeedsArchitectureSpike	topology plus sidecars plus iterative state	MissingEvidence	MissingEvidence	Complete GDS surface; Strict holistic RAM	gds.sllpa.stats.estimate
procedure	gds.alpha.sllpa.stream	community	M	no	MissingEvidence	MissingEvidence	gitrefrepo/neo4j-gds-src/proc/community/src/main/java/org/neo4j/gds/sllpa/SpeakerListenerLPAStreamProc.java	64	NeedsArchitectureSpike	topology plus sidecars plus iterative state	MissingEvidence	MissingEvidence	Complete GDS surface; Strict holistic RAM	gds.sllpa.stream
procedure	gds.alpha.sllpa.stream.estimate	community	M	yes	MissingEvidence	MissingEvidence	gitrefrepo/neo4j-gds-src/proc/community/src/main/java/org/neo4j/gds/sllpa/SpeakerListenerLPAStreamProc.java	76	NeedsArchitectureSpike	topology plus sidecars plus iterative state	MissingEvidence	MissingEvidence	Complete GDS surface; Strict holistic RAM	gds.sllpa.stream.estimate
procedure	gds.alpha.sllpa.write	community	M	no	MissingEvidence	MissingEvidence	gitrefrepo/neo4j-gds-src/proc/community/src/main/java/org/neo4j/gds/sllpa/SpeakerListenerLPAWriteProc.java	65	NeedsArchitectureSpike	topology plus sidecars plus iterative state	MissingEvidence	MissingEvidence	Complete GDS surface; Strict holistic RAM	gds.sllpa.write
procedure	gds.alpha.sllpa.write.estimate	community	M	yes	MissingEvidence	MissingEvidence	gitrefrepo/neo4j-gds-src/proc/community/src/main/java/org/neo4j/gds/sllpa/SpeakerListenerLPAWriteProc.java	77	NeedsArchitectureSpike	topology plus sidecars plus iterative state	MissingEvidence	MissingEvidence	Complete GDS surface; Strict holistic RAM	gds.sllpa.write.estimate
procedure	gds.alpha.triangles	community	READ	no	MissingEvidence	MissingEvidence	gitrefrepo/neo4j-gds-src/proc/community/src/main/java/org/neo4j/gds/triangle/TriangleProc.java	50	NeedsArchitectureSpike	topology plus sidecars plus iterative state	MissingEvidence	MissingEvidence	Complete GDS surface; Strict holistic RAM	gds.triangles
procedure	gds.beta.k1coloring.mutate	community	READ	no	MissingEvidence	MissingEvidence	gitrefrepo/neo4j-gds-src/proc/community/src/main/java/org/neo4j/gds/k1coloring/K1ColoringMutateProc.java	60	NeedsArchitectureSpike	topology plus sidecars plus iterative state	MissingEvidence	MissingEvidence	Complete GDS surface; Strict holistic RAM	gds.beta.k1coloring.mutate
procedure	gds.beta.k1coloring.mutate.estimate	community	READ	yes	MissingEvidence	MissingEvidence	gitrefrepo/neo4j-gds-src/proc/community/src/main/java/org/neo4j/gds/k1coloring/K1ColoringMutateProc.java	76	NeedsArchitectureSpike	topology plus sidecars plus iterative state	MissingEvidence	MissingEvidence	Complete GDS surface; Strict holistic RAM	gds.k1coloring.mutate.estimate
procedure	gds.beta.k1coloring.stats	community	READ	no	MissingEvidence	MissingEvidence	gitrefrepo/neo4j-gds-src/proc/community/src/main/java/org/neo4j/gds/k1coloring/K1ColoringStatsProc.java	60	NeedsArchitectureSpike	topology plus sidecars plus iterative state	MissingEvidence	MissingEvidence	Complete GDS surface; Strict holistic RAM	gds.k1coloring.stats
procedure	gds.beta.k1coloring.stats.estimate	community	READ	yes	MissingEvidence	MissingEvidence	gitrefrepo/neo4j-gds-src/proc/community/src/main/java/org/neo4j/gds/k1coloring/K1ColoringStatsProc.java	76	NeedsArchitectureSpike	topology plus sidecars plus iterative state	MissingEvidence	MissingEvidence	Complete GDS surface; Strict holistic RAM	gds.k1coloring.stats.estimate
procedure	gds.beta.k1coloring.stream	community	READ	no	MissingEvidence	MissingEvidence	gitrefrepo/neo4j-gds-src/proc/community/src/main/java/org/neo4j/gds/k1coloring/K1ColoringStreamProc.java	60	NeedsArchitectureSpike	topology plus sidecars plus iterative state	MissingEvidence	MissingEvidence	Complete GDS surface; Strict holistic RAM	gds.k1coloring.stream
procedure	gds.beta.k1coloring.stream.estimate	community	READ	yes	MissingEvidence	MissingEvidence	gitrefrepo/neo4j-gds-src/proc/community/src/main/java/org/neo4j/gds/k1coloring/K1ColoringStreamProc.java	76	NeedsArchitectureSpike	topology plus sidecars plus iterative state	MissingEvidence	MissingEvidence	Complete GDS surface; Strict holistic RAM	gds.k1coloring.stream.estimate
procedure	gds.beta.k1coloring.write	community	WRITE	no	MissingEvidence	MissingEvidence	gitrefrepo/neo4j-gds-src/proc/community/src/main/java/org/neo4j/gds/k1coloring/K1ColoringWriteProc.java	61	NeedsArchitectureSpike	topology plus sidecars plus iterative state	MissingEvidence	MissingEvidence	Complete GDS surface; Strict holistic RAM	gds.k1coloring.write
procedure	gds.beta.k1coloring.write.estimate	community	READ	yes	MissingEvidence	MissingEvidence	gitrefrepo/neo4j-gds-src/proc/community/src/main/java/org/neo4j/gds/k1coloring/K1ColoringWriteProc.java	77	NeedsArchitectureSpike	topology plus sidecars plus iterative state	MissingEvidence	MissingEvidence	Complete GDS surface; Strict holistic RAM	gds.k1coloring.write.estimate
procedure	gds.beta.kmeans.mutate	community	READ	no	MissingEvidence	MissingEvidence	gitrefrepo/neo4j-gds-src/proc/community/src/main/java/org/neo4j/gds/kmeans/KmeansMutateProc.java	53	NeedsArchitectureSpike	topology plus sidecars plus iterative state	MissingEvidence	MissingEvidence	Complete GDS surface; Strict holistic RAM	gds.kmeans.mutate
procedure	gds.beta.kmeans.mutate.estimate	community	READ	yes	MissingEvidence	MissingEvidence	gitrefrepo/neo4j-gds-src/proc/community/src/main/java/org/neo4j/gds/kmeans/KmeansMutateProc.java	77	NeedsArchitectureSpike	topology plus sidecars plus iterative state	MissingEvidence	MissingEvidence	Complete GDS surface; Strict holistic RAM	gds.kmeans.mutate.estimate
procedure	gds.beta.kmeans.stats	community	READ	no	MissingEvidence	MissingEvidence	gitrefrepo/neo4j-gds-src/proc/community/src/main/java/org/neo4j/gds/kmeans/KmeansStatsProc.java	53	NeedsArchitectureSpike	topology plus sidecars plus iterative state	MissingEvidence	MissingEvidence	Complete GDS surface; Strict holistic RAM	gds.kmeans.stats
procedure	gds.beta.kmeans.stats.estimate	community	READ	yes	MissingEvidence	MissingEvidence	gitrefrepo/neo4j-gds-src/proc/community/src/main/java/org/neo4j/gds/kmeans/KmeansStatsProc.java	77	NeedsArchitectureSpike	topology plus sidecars plus iterative state	MissingEvidence	MissingEvidence	Complete GDS surface; Strict holistic RAM	gds.kmeans.stats.estimate
procedure	gds.beta.kmeans.stream	community	READ	no	MissingEvidence	MissingEvidence	gitrefrepo/neo4j-gds-src/proc/community/src/main/java/org/neo4j/gds/kmeans/KmeansStreamProc.java	53	NeedsArchitectureSpike	topology plus sidecars plus iterative state	MissingEvidence	MissingEvidence	Complete GDS surface; Strict holistic RAM	gds.kmeans.stream
procedure	gds.beta.kmeans.stream.estimate	community	READ	yes	MissingEvidence	MissingEvidence	gitrefrepo/neo4j-gds-src/proc/community/src/main/java/org/neo4j/gds/kmeans/KmeansStreamProc.java	76	NeedsArchitectureSpike	topology plus sidecars plus iterative state	MissingEvidence	MissingEvidence	Complete GDS surface; Strict holistic RAM	gds.kmeans.stream.estimate
procedure	gds.beta.kmeans.write	community	WRITE	no	MissingEvidence	MissingEvidence	gitrefrepo/neo4j-gds-src/proc/community/src/main/java/org/neo4j/gds/kmeans/KmeansWriteProc.java	54	NeedsArchitectureSpike	topology plus sidecars plus iterative state	MissingEvidence	MissingEvidence	Complete GDS surface; Strict holistic RAM	gds.beta.kmeans.write
procedure	gds.beta.kmeans.write.estimate	community	READ	yes	MissingEvidence	MissingEvidence	gitrefrepo/neo4j-gds-src/proc/community/src/main/java/org/neo4j/gds/kmeans/KmeansWriteProc.java	78	NeedsArchitectureSpike	topology plus sidecars plus iterative state	MissingEvidence	MissingEvidence	Complete GDS surface; Strict holistic RAM	gds.kmeans.write.estimate
procedure	gds.beta.leiden.mutate	community	READ	no	MissingEvidence	MissingEvidence	gitrefrepo/neo4j-gds-src/proc/community/src/main/java/org/neo4j/gds/leiden/LeidenMutateProc.java	62	NeedsArchitectureSpike	topology plus sidecars plus iterative state	MissingEvidence	MissingEvidence	Complete GDS surface; Strict holistic RAM	gds.leiden.mutate
procedure	gds.beta.leiden.mutate.estimate	community	READ	yes	MissingEvidence	MissingEvidence	gitrefrepo/neo4j-gds-src/proc/community/src/main/java/org/neo4j/gds/leiden/LeidenMutateProc.java	78	NeedsArchitectureSpike	topology plus sidecars plus iterative state	MissingEvidence	MissingEvidence	Complete GDS surface; Strict holistic RAM	gds.leiden.mutate.estimate
procedure	gds.beta.leiden.stats	community	READ	no	MissingEvidence	MissingEvidence	gitrefrepo/neo4j-gds-src/proc/community/src/main/java/org/neo4j/gds/leiden/LeidenStatsProc.java	62	NeedsArchitectureSpike	topology plus sidecars plus iterative state	MissingEvidence	MissingEvidence	Complete GDS surface; Strict holistic RAM	gds.leiden.stats
procedure	gds.beta.leiden.stats.estimate	community	READ	yes	MissingEvidence	MissingEvidence	gitrefrepo/neo4j-gds-src/proc/community/src/main/java/org/neo4j/gds/leiden/LeidenStatsProc.java	78	NeedsArchitectureSpike	topology plus sidecars plus iterative state	MissingEvidence	MissingEvidence	Complete GDS surface; Strict holistic RAM	gds.leiden.stats.estimate
procedure	gds.beta.leiden.stream	community	READ	no	MissingEvidence	MissingEvidence	gitrefrepo/neo4j-gds-src/proc/community/src/main/java/org/neo4j/gds/leiden/LeidenStreamProc.java	62	NeedsArchitectureSpike	topology plus sidecars plus iterative state	MissingEvidence	MissingEvidence	Complete GDS surface; Strict holistic RAM	gds.leiden.stream
procedure	gds.beta.leiden.stream.estimate	community	READ	yes	MissingEvidence	MissingEvidence	gitrefrepo/neo4j-gds-src/proc/community/src/main/java/org/neo4j/gds/leiden/LeidenStreamProc.java	78	NeedsArchitectureSpike	topology plus sidecars plus iterative state	MissingEvidence	MissingEvidence	Complete GDS surface; Strict holistic RAM	gds.leiden.stream.estimate
procedure	gds.beta.leiden.write	community	WRITE	no	MissingEvidence	MissingEvidence	gitrefrepo/neo4j-gds-src/proc/community/src/main/java/org/neo4j/gds/leiden/LeidenWriteProc.java	63	NeedsArchitectureSpike	topology plus sidecars plus iterative state	MissingEvidence	MissingEvidence	Complete GDS surface; Strict holistic RAM	gds.leiden.write
procedure	gds.beta.leiden.write.estimate	community	READ	yes	MissingEvidence	MissingEvidence	gitrefrepo/neo4j-gds-src/proc/community/src/main/java/org/neo4j/gds/leiden/LeidenWriteProc.java	79	NeedsArchitectureSpike	topology plus sidecars plus iterative state	MissingEvidence	MissingEvidence	Complete GDS surface; Strict holistic RAM	gds.leiden.write.estimate
procedure	gds.beta.modularityOptimization.mutate	community	READ	no	MissingEvidence	MissingEvidence	gitrefrepo/neo4j-gds-src/proc/community/src/main/java/org/neo4j/gds/modularityoptimization/ModularityOptimizationMutateProc.java	62	NeedsArchitectureSpike	topology plus sidecars plus iterative state	MissingEvidence	MissingEvidence	Complete GDS surface; Strict holistic RAM	gds.modularityOptimization.mutate
procedure	gds.beta.modularityOptimization.mutate.estimate	community	READ	yes	MissingEvidence	MissingEvidence	gitrefrepo/neo4j-gds-src/proc/community/src/main/java/org/neo4j/gds/modularityoptimization/ModularityOptimizationMutateProc.java	78	NeedsArchitectureSpike	topology plus sidecars plus iterative state	MissingEvidence	MissingEvidence	Complete GDS surface; Strict holistic RAM	gds.modularityOptimization.mutate.estimate
procedure	gds.beta.modularityOptimization.stream	community	READ	no	MissingEvidence	MissingEvidence	gitrefrepo/neo4j-gds-src/proc/community/src/main/java/org/neo4j/gds/modularityoptimization/ModularityOptimizationStreamProc.java	62	NeedsArchitectureSpike	topology plus sidecars plus iterative state	MissingEvidence	MissingEvidence	Complete GDS surface; Strict holistic RAM	gds.modularityOptimization.stream
procedure	gds.beta.modularityOptimization.stream.estimate	community	READ	yes	MissingEvidence	MissingEvidence	gitrefrepo/neo4j-gds-src/proc/community/src/main/java/org/neo4j/gds/modularityoptimization/ModularityOptimizationStreamProc.java	78	NeedsArchitectureSpike	topology plus sidecars plus iterative state	MissingEvidence	MissingEvidence	Complete GDS surface; Strict holistic RAM	gds.modularityOptimization.stream.estimate
procedure	gds.beta.modularityOptimization.write	community	WRITE	no	MissingEvidence	MissingEvidence	gitrefrepo/neo4j-gds-src/proc/community/src/main/java/org/neo4j/gds/modularityoptimization/ModularityOptimizationWriteProc.java	63	NeedsArchitectureSpike	topology plus sidecars plus iterative state	MissingEvidence	MissingEvidence	Complete GDS surface; Strict holistic RAM	gds.modularityOptimization.write
procedure	gds.beta.modularityOptimization.write.estimate	community	READ	yes	MissingEvidence	MissingEvidence	gitrefrepo/neo4j-gds-src/proc/community/src/main/java/org/neo4j/gds/modularityoptimization/ModularityOptimizationWriteProc.java	79	NeedsArchitectureSpike	topology plus sidecars plus iterative state	MissingEvidence	MissingEvidence	Complete GDS surface; Strict holistic RAM	gds.modularityOptimization.write.estimate
procedure	gds.conductance.stream	community	READ	no	MissingEvidence	MissingEvidence	gitrefrepo/neo4j-gds-src/proc/community/src/main/java/org/neo4j/gds/conductance/ConductanceStreamProc.java	43	NeedsArchitectureSpike	topology plus sidecars plus iterative state	MissingEvidence	MissingEvidence	Complete GDS surface; Strict holistic RAM	none
procedure	gds.k1coloring.mutate	community	READ	no	MissingEvidence	MissingEvidence	gitrefrepo/neo4j-gds-src/proc/community/src/main/java/org/neo4j/gds/k1coloring/K1ColoringMutateProc.java	42	NeedsArchitectureSpike	topology plus sidecars plus iterative state	MissingEvidence	MissingEvidence	Complete GDS surface; Strict holistic RAM	none
procedure	gds.k1coloring.mutate.estimate	community	READ	yes	MissingEvidence	MissingEvidence	gitrefrepo/neo4j-gds-src/proc/community/src/main/java/org/neo4j/gds/k1coloring/K1ColoringMutateProc.java	51	NeedsArchitectureSpike	topology plus sidecars plus iterative state	MissingEvidence	MissingEvidence	Complete GDS surface; Strict holistic RAM	none
procedure	gds.k1coloring.stats	community	READ	no	MissingEvidence	MissingEvidence	gitrefrepo/neo4j-gds-src/proc/community/src/main/java/org/neo4j/gds/k1coloring/K1ColoringStatsProc.java	42	NeedsArchitectureSpike	topology plus sidecars plus iterative state	MissingEvidence	MissingEvidence	Complete GDS surface; Strict holistic RAM	none
procedure	gds.k1coloring.stats.estimate	community	READ	yes	MissingEvidence	MissingEvidence	gitrefrepo/neo4j-gds-src/proc/community/src/main/java/org/neo4j/gds/k1coloring/K1ColoringStatsProc.java	51	NeedsArchitectureSpike	topology plus sidecars plus iterative state	MissingEvidence	MissingEvidence	Complete GDS surface; Strict holistic RAM	none
procedure	gds.k1coloring.stream	community	READ	no	MissingEvidence	MissingEvidence	gitrefrepo/neo4j-gds-src/proc/community/src/main/java/org/neo4j/gds/k1coloring/K1ColoringStreamProc.java	42	NeedsArchitectureSpike	topology plus sidecars plus iterative state	MissingEvidence	MissingEvidence	Complete GDS surface; Strict holistic RAM	none
procedure	gds.k1coloring.stream.estimate	community	READ	yes	MissingEvidence	MissingEvidence	gitrefrepo/neo4j-gds-src/proc/community/src/main/java/org/neo4j/gds/k1coloring/K1ColoringStreamProc.java	51	NeedsArchitectureSpike	topology plus sidecars plus iterative state	MissingEvidence	MissingEvidence	Complete GDS surface; Strict holistic RAM	none
procedure	gds.k1coloring.write	community	WRITE	no	MissingEvidence	MissingEvidence	gitrefrepo/neo4j-gds-src/proc/community/src/main/java/org/neo4j/gds/k1coloring/K1ColoringWriteProc.java	43	NeedsArchitectureSpike	topology plus sidecars plus iterative state	MissingEvidence	MissingEvidence	Complete GDS surface; Strict holistic RAM	none
procedure	gds.k1coloring.write.estimate	community	READ	yes	MissingEvidence	MissingEvidence	gitrefrepo/neo4j-gds-src/proc/community/src/main/java/org/neo4j/gds/k1coloring/K1ColoringWriteProc.java	52	NeedsArchitectureSpike	topology plus sidecars plus iterative state	MissingEvidence	MissingEvidence	Complete GDS surface; Strict holistic RAM	none
procedure	gds.kcore.mutate	community	READ	no	MissingEvidence	MissingEvidence	gitrefrepo/neo4j-gds-src/proc/community/src/main/java/org/neo4j/gds/kcore/KCoreDecompositionMutateProc.java	41	NeedsArchitectureSpike	topology plus sidecars plus iterative state	MissingEvidence	MissingEvidence	Complete GDS surface; Strict holistic RAM	none
procedure	gds.kcore.mutate.estimate	community	READ	yes	MissingEvidence	MissingEvidence	gitrefrepo/neo4j-gds-src/proc/community/src/main/java/org/neo4j/gds/kcore/KCoreDecompositionMutateProc.java	50	NeedsArchitectureSpike	topology plus sidecars plus iterative state	MissingEvidence	MissingEvidence	Complete GDS surface; Strict holistic RAM	none
procedure	gds.kcore.stats	community	READ	no	MissingEvidence	MissingEvidence	gitrefrepo/neo4j-gds-src/proc/community/src/main/java/org/neo4j/gds/kcore/KCoreDecompositionStatsProc.java	41	NeedsArchitectureSpike	topology plus sidecars plus iterative state	MissingEvidence	MissingEvidence	Complete GDS surface; Strict holistic RAM	none
procedure	gds.kcore.stats.estimate	community	READ	yes	MissingEvidence	MissingEvidence	gitrefrepo/neo4j-gds-src/proc/community/src/main/java/org/neo4j/gds/kcore/KCoreDecompositionStatsProc.java	50	NeedsArchitectureSpike	topology plus sidecars plus iterative state	MissingEvidence	MissingEvidence	Complete GDS surface; Strict holistic RAM	none
procedure	gds.kcore.stream	community	READ	no	MissingEvidence	MissingEvidence	gitrefrepo/neo4j-gds-src/proc/community/src/main/java/org/neo4j/gds/kcore/KCoreDecompositionStreamProc.java	41	NeedsArchitectureSpike	topology plus sidecars plus iterative state	MissingEvidence	MissingEvidence	Complete GDS surface; Strict holistic RAM	none
procedure	gds.kcore.stream.estimate	community	READ	yes	MissingEvidence	MissingEvidence	gitrefrepo/neo4j-gds-src/proc/community/src/main/java/org/neo4j/gds/kcore/KCoreDecompositionStreamProc.java	49	NeedsArchitectureSpike	topology plus sidecars plus iterative state	MissingEvidence	MissingEvidence	Complete GDS surface; Strict holistic RAM	none
procedure	gds.kcore.write	community	WRITE	no	MissingEvidence	MissingEvidence	gitrefrepo/neo4j-gds-src/proc/community/src/main/java/org/neo4j/gds/kcore/KCoreDecompositionWriteProc.java	42	NeedsArchitectureSpike	topology plus sidecars plus iterative state	MissingEvidence	MissingEvidence	Complete GDS surface; Strict holistic RAM	none
procedure	gds.kcore.write.estimate	community	READ	yes	MissingEvidence	MissingEvidence	gitrefrepo/neo4j-gds-src/proc/community/src/main/java/org/neo4j/gds/kcore/KCoreDecompositionWriteProc.java	51	NeedsArchitectureSpike	topology plus sidecars plus iterative state	MissingEvidence	MissingEvidence	Complete GDS surface; Strict holistic RAM	none
procedure	gds.kmeans.mutate	community	READ	no	MissingEvidence	MissingEvidence	gitrefrepo/neo4j-gds-src/proc/community/src/main/java/org/neo4j/gds/kmeans/KmeansMutateProc.java	42	NeedsArchitectureSpike	topology plus sidecars plus iterative state	MissingEvidence	MissingEvidence	Complete GDS surface; Strict holistic RAM	none
procedure	gds.kmeans.mutate.estimate	community	READ	yes	MissingEvidence	MissingEvidence	gitrefrepo/neo4j-gds-src/proc/community/src/main/java/org/neo4j/gds/kmeans/KmeansMutateProc.java	66	NeedsArchitectureSpike	topology plus sidecars plus iterative state	MissingEvidence	MissingEvidence	Complete GDS surface; Strict holistic RAM	none
procedure	gds.kmeans.stats	community	READ	no	MissingEvidence	MissingEvidence	gitrefrepo/neo4j-gds-src/proc/community/src/main/java/org/neo4j/gds/kmeans/KmeansStatsProc.java	42	NeedsArchitectureSpike	topology plus sidecars plus iterative state	MissingEvidence	MissingEvidence	Complete GDS surface; Strict holistic RAM	none
procedure	gds.kmeans.stats.estimate	community	READ	yes	MissingEvidence	MissingEvidence	gitrefrepo/neo4j-gds-src/proc/community/src/main/java/org/neo4j/gds/kmeans/KmeansStatsProc.java	66	NeedsArchitectureSpike	topology plus sidecars plus iterative state	MissingEvidence	MissingEvidence	Complete GDS surface; Strict holistic RAM	none
procedure	gds.kmeans.stream	community	READ	no	MissingEvidence	MissingEvidence	gitrefrepo/neo4j-gds-src/proc/community/src/main/java/org/neo4j/gds/kmeans/KmeansStreamProc.java	42	NeedsArchitectureSpike	topology plus sidecars plus iterative state	MissingEvidence	MissingEvidence	Complete GDS surface; Strict holistic RAM	none
procedure	gds.kmeans.stream.estimate	community	READ	yes	MissingEvidence	MissingEvidence	gitrefrepo/neo4j-gds-src/proc/community/src/main/java/org/neo4j/gds/kmeans/KmeansStreamProc.java	65	NeedsArchitectureSpike	topology plus sidecars plus iterative state	MissingEvidence	MissingEvidence	Complete GDS surface; Strict holistic RAM	none
procedure	gds.kmeans.write	community	WRITE	no	MissingEvidence	MissingEvidence	gitrefrepo/neo4j-gds-src/proc/community/src/main/java/org/neo4j/gds/kmeans/KmeansWriteProc.java	43	NeedsArchitectureSpike	topology plus sidecars plus iterative state	MissingEvidence	MissingEvidence	Complete GDS surface; Strict holistic RAM	none
procedure	gds.kmeans.write.estimate	community	READ	yes	MissingEvidence	MissingEvidence	gitrefrepo/neo4j-gds-src/proc/community/src/main/java/org/neo4j/gds/kmeans/KmeansWriteProc.java	67	NeedsArchitectureSpike	topology plus sidecars plus iterative state	MissingEvidence	MissingEvidence	Complete GDS surface; Strict holistic RAM	none
procedure	gds.labelPropagation.mutate	community	READ	no	MissingEvidence	MissingEvidence	gitrefrepo/neo4j-gds-src/proc/community/src/main/java/org/neo4j/gds/labelpropagation/LabelPropagationMutateProc.java	41	NeedsArchitectureSpike	topology plus sidecars plus iterative state	MissingEvidence	MissingEvidence	Complete GDS surface; Strict holistic RAM	none
procedure	gds.labelPropagation.mutate.estimate	community	READ	yes	MissingEvidence	MissingEvidence	gitrefrepo/neo4j-gds-src/proc/community/src/main/java/org/neo4j/gds/labelpropagation/LabelPropagationMutateProc.java	50	NeedsArchitectureSpike	topology plus sidecars plus iterative state	MissingEvidence	MissingEvidence	Complete GDS surface; Strict holistic RAM	none
procedure	gds.labelPropagation.stats	community	READ	no	MissingEvidence	MissingEvidence	gitrefrepo/neo4j-gds-src/proc/community/src/main/java/org/neo4j/gds/labelpropagation/LabelPropagationStatsProc.java	41	NeedsArchitectureSpike	topology plus sidecars plus iterative state	MissingEvidence	MissingEvidence	Complete GDS surface; Strict holistic RAM	none
procedure	gds.labelPropagation.stats.estimate	community	READ	yes	MissingEvidence	MissingEvidence	gitrefrepo/neo4j-gds-src/proc/community/src/main/java/org/neo4j/gds/labelpropagation/LabelPropagationStatsProc.java	50	NeedsArchitectureSpike	topology plus sidecars plus iterative state	MissingEvidence	MissingEvidence	Complete GDS surface; Strict holistic RAM	none
procedure	gds.labelPropagation.stream	community	READ	no	MissingEvidence	MissingEvidence	gitrefrepo/neo4j-gds-src/proc/community/src/main/java/org/neo4j/gds/labelpropagation/LabelPropagationStreamProc.java	41	NeedsArchitectureSpike	topology plus sidecars plus iterative state	MissingEvidence	MissingEvidence	Complete GDS surface; Strict holistic RAM	none
procedure	gds.labelPropagation.stream.estimate	community	READ	yes	MissingEvidence	MissingEvidence	gitrefrepo/neo4j-gds-src/proc/community/src/main/java/org/neo4j/gds/labelpropagation/LabelPropagationStreamProc.java	50	NeedsArchitectureSpike	topology plus sidecars plus iterative state	MissingEvidence	MissingEvidence	Complete GDS surface; Strict holistic RAM	none
procedure	gds.labelPropagation.write	community	WRITE	no	MissingEvidence	MissingEvidence	gitrefrepo/neo4j-gds-src/proc/community/src/main/java/org/neo4j/gds/labelpropagation/LabelPropagationWriteProc.java	42	NeedsArchitectureSpike	topology plus sidecars plus iterative state	MissingEvidence	MissingEvidence	Complete GDS surface; Strict holistic RAM	none
procedure	gds.labelPropagation.write.estimate	community	READ	yes	MissingEvidence	MissingEvidence	gitrefrepo/neo4j-gds-src/proc/community/src/main/java/org/neo4j/gds/labelpropagation/LabelPropagationWriteProc.java	51	NeedsArchitectureSpike	topology plus sidecars plus iterative state	MissingEvidence	MissingEvidence	Complete GDS surface; Strict holistic RAM	none
procedure	gds.leiden.mutate	community	READ	no	MissingEvidence	MissingEvidence	gitrefrepo/neo4j-gds-src/proc/community/src/main/java/org/neo4j/gds/leiden/LeidenMutateProc.java	42	NeedsArchitectureSpike	topology plus sidecars plus iterative state	MissingEvidence	MissingEvidence	Complete GDS surface; Strict holistic RAM	none
