inventory_row_id	procedure_name	surface_kind	family	mode	is_estimate	source_file	source_line	config_type	result_type	estimate_path	support_status	unsupported_error_code	unsupported_message_shape	result_schema_behavior	first_canary_or_test	evidence_confidence	notes
135	gds.pageRank.write	procedure	centrality	WRITE	no	gitrefrepo/neo4j-gds-src/proc/centrality/src/main/java/org/neo4j/gds/pagerank/PageRankWriteProc.java	42	NeedsSource	NeedsSource	NotApplicable	P1-ImplementedExactLowRam	NotApplicable	NotApplicable	Preserve Neo4j GDS result schema when implemented; see source row for procedure entrypoint.	TEST-GDS-135	DirectSource	First-tier target from oracle/support matrices; still requires implementation tests before product claim.
136	gds.pageRank.write.estimate	procedure	centrality	READ	yes	gitrefrepo/neo4j-gds-src/proc/centrality/src/main/java/org/neo4j/gds/pagerank/PageRankWriteProc.java	51	NeedsSource	NeedsSource	gitrefrepo/neo4j-gds-src/proc/centrality/src/main/java/org/neo4j/gds/pagerank/PageRankWriteProc.java:51	P1-ImplementedExactLowRam	NotApplicable	NotApplicable	Preserve Neo4j GDS result schema when implemented; see source row for procedure entrypoint.	TEST-GDS-136	DirectSource	First-tier target from oracle/support matrices; still requires implementation tests before product claim.
137	gds.similarity.cosine	user_function	common	NeedsSource	no	gitrefrepo/neo4j-gds-src/proc/common/src/main/java/org/neo4j/gds/functions/SimilaritiesFunc.java	52	NeedsSource	NeedsSource	NotApplicable	P0-RegisteredCompatible	NotApplicable	NotApplicable	Preserve Neo4j GDS result schema when implemented; see source row for procedure entrypoint.	TEST-GDS-137	DirectSource	Metadata or catalog-facing surface; implement registry behavior before algorithm kernels.
138	gds.similarity.euclidean	user_function	common	NeedsSource	no	gitrefrepo/neo4j-gds-src/proc/common/src/main/java/org/neo4j/gds/functions/SimilaritiesFunc.java	88	NeedsSource	NeedsSource	NotApplicable	P0-RegisteredCompatible	NotApplicable	NotApplicable	Preserve Neo4j GDS result schema when implemented; see source row for procedure entrypoint.	TEST-GDS-138	DirectSource	Metadata or catalog-facing surface; implement registry behavior before algorithm kernels.
139	gds.similarity.euclideanDistance	user_function	common	NeedsSource	no	gitrefrepo/neo4j-gds-src/proc/common/src/main/java/org/neo4j/gds/functions/SimilaritiesFunc.java	76	NeedsSource	NeedsSource	NotApplicable	P0-RegisteredCompatible	NotApplicable	NotApplicable	Preserve Neo4j GDS result schema when implemented; see source row for procedure entrypoint.	TEST-GDS-139	DirectSource	Metadata or catalog-facing surface; implement registry behavior before algorithm kernels.
140	gds.similarity.jaccard	user_function	common	NeedsSource	no	gitrefrepo/neo4j-gds-src/proc/common/src/main/java/org/neo4j/gds/functions/SimilaritiesFunc.java	40	NeedsSource	NeedsSource	NotApplicable	P0-RegisteredCompatible	NotApplicable	NotApplicable	Preserve Neo4j GDS result schema when implemented; see source row for procedure entrypoint.	TEST-GDS-140	DirectSource	Metadata or catalog-facing surface; implement registry behavior before algorithm kernels.
141	gds.similarity.overlap	user_function	common	NeedsSource	no	gitrefrepo/neo4j-gds-src/proc/common/src/main/java/org/neo4j/gds/functions/SimilaritiesFunc.java	97	NeedsSource	NeedsSource	NotApplicable	P0-RegisteredCompatible	NotApplicable	NotApplicable	Preserve Neo4j GDS result schema when implemented; see source row for procedure entrypoint.	TEST-GDS-141	DirectSource	Metadata or catalog-facing surface; implement registry behavior before algorithm kernels.
142	gds.similarity.pearson	user_function	common	NeedsSource	no	gitrefrepo/neo4j-gds-src/proc/common/src/main/java/org/neo4j/gds/functions/SimilaritiesFunc.java	64	NeedsSource	NeedsSource	NotApplicable	P0-RegisteredCompatible	NotApplicable	NotApplicable	Preserve Neo4j GDS result schema when implemented; see source row for procedure entrypoint.	TEST-GDS-142	DirectSource	Metadata or catalog-facing surface; implement registry behavior before algorithm kernels.
143	gds.util.NaN	user_function	common	NeedsSource	no	gitrefrepo/neo4j-gds-src/proc/common/src/main/java/org/neo4j/gds/functions/IsFiniteFunc.java	46	NeedsSource	NeedsSource	NotApplicable	P0-RegisteredCompatible	NotApplicable	NotApplicable	Preserve Neo4j GDS result schema when implemented; see source row for procedure entrypoint.	TEST-GDS-143	DirectSource	Metadata or catalog-facing surface; implement registry behavior before algorithm kernels.
144	gds.util.asNode	user_function	common	NeedsSource	no	gitrefrepo/neo4j-gds-src/proc/common/src/main/java/org/neo4j/gds/functions/AsNodeFunc.java	42	NeedsSource	NeedsSource	NotApplicable	P0-RegisteredCompatible	NotApplicable	NotApplicable	Preserve Neo4j GDS result schema when implemented; see source row for procedure entrypoint.	TEST-GDS-144	DirectSource	Metadata or catalog-facing surface; implement registry behavior before algorithm kernels.
145	gds.util.asNodes	user_function	common	NeedsSource	no	gitrefrepo/neo4j-gds-src/proc/common/src/main/java/org/neo4j/gds/functions/AsNodeFunc.java	48	NeedsSource	NeedsSource	NotApplicable	P0-RegisteredCompatible	NotApplicable	NotApplicable	Preserve Neo4j GDS result schema when implemented; see source row for procedure entrypoint.	TEST-GDS-145	DirectSource	Metadata or catalog-facing surface; implement registry behavior before algorithm kernels.
146	gds.util.infinity	user_function	common	NeedsSource	no	gitrefrepo/neo4j-gds-src/proc/common/src/main/java/org/neo4j/gds/functions/IsFiniteFunc.java	40	NeedsSource	NeedsSource	NotApplicable	P0-RegisteredCompatible	NotApplicable	NotApplicable	Preserve Neo4j GDS result schema when implemented; see source row for procedure entrypoint.	TEST-GDS-146	DirectSource	Metadata or catalog-facing surface; implement registry behavior before algorithm kernels.
147	gds.util.isFinite	user_function	common	NeedsSource	no	gitrefrepo/neo4j-gds-src/proc/common/src/main/java/org/neo4j/gds/functions/IsFiniteFunc.java	28	NeedsSource	NeedsSource	NotApplicable	P0-RegisteredCompatible	NotApplicable	NotApplicable	Preserve Neo4j GDS result schema when implemented; see source row for procedure entrypoint.	TEST-GDS-147	DirectSource	Metadata or catalog-facing surface; implement registry behavior before algorithm kernels.
148	gds.util.isInfinite	user_function	common	NeedsSource	no	gitrefrepo/neo4j-gds-src/proc/common/src/main/java/org/neo4j/gds/functions/IsFiniteFunc.java	34	NeedsSource	NeedsSource	NotApplicable	P0-RegisteredCompatible	NotApplicable	NotApplicable	Preserve Neo4j GDS result schema when implemented; see source row for procedure entrypoint.	TEST-GDS-148	DirectSource	Metadata or catalog-facing surface; implement registry behavior before algorithm kernels.
149	gds.util.nodeProperty	user_function	common	NeedsSource	no	gitrefrepo/neo4j-gds-src/proc/common/src/main/java/org/neo4j/gds/functions/NodePropertyFunc.java	50	NeedsSource	NeedsSource	NotApplicable	P0-RegisteredCompatible	NotApplicable	NotApplicable	Preserve Neo4j GDS result schema when implemented; see source row for procedure entrypoint.	TEST-GDS-149	DirectSource	Metadata or catalog-facing surface; implement registry behavior before algorithm kernels.
150	gds.alpha.conductance.stream	procedure	community	READ	no	gitrefrepo/neo4j-gds-src/proc/community/src/main/java/org/neo4j/gds/conductance/ConductanceStreamProc.java	54	NeedsSource	NeedsSource	NotApplicable	UnsupportedButRegistered	Neo.ClientError.Procedure.ProcedureCallFailed	Procedure is recognized by the v003 registry but is not yet supported in this build; include procedure name and support status.	Call fails before row streaming; no partial result rows are emitted.	TEST-GDS-150	DirectSource	Public row should remain registered with deterministic unsupported behavior until specific procedure evidence and implementation are ready.
151	gds.alpha.maxkcut.mutate	procedure	community	READ	no	gitrefrepo/neo4j-gds-src/proc/community/src/main/java/org/neo4j/gds/approxmaxkcut/ApproxMaxKCutMutateProc.java	62	NeedsSource	NeedsSource	NotApplicable	UnsupportedButRegistered	Neo.ClientError.Procedure.ProcedureCallFailed	Procedure is recognized by the v003 registry but is not yet supported in this build; include procedure name and support status.	Call fails before row streaming; no partial result rows are emitted.	TEST-GDS-151	DirectSource	Public row should remain registered with deterministic unsupported behavior until specific procedure evidence and implementation are ready.
152	gds.alpha.maxkcut.mutate.estimate	procedure	community	READ	yes	gitrefrepo/neo4j-gds-src/proc/community/src/main/java/org/neo4j/gds/approxmaxkcut/ApproxMaxKCutMutateProc.java	78	NeedsSource	NeedsSource	gitrefrepo/neo4j-gds-src/proc/community/src/main/java/org/neo4j/gds/approxmaxkcut/ApproxMaxKCutMutateProc.java:78	UnsupportedButRegistered	Neo.ClientError.Procedure.ProcedureCallFailed	Procedure is recognized by the v003 registry but is not yet supported in this build; include procedure name and support status.	Call fails before row streaming; no partial result rows are emitted.	TEST-GDS-152	DirectSource	Public row should remain registered with deterministic unsupported behavior until specific procedure evidence and implementation are ready.
153	gds.alpha.maxkcut.stream	procedure	community	READ	no	gitrefrepo/neo4j-gds-src/proc/community/src/main/java/org/neo4j/gds/approxmaxkcut/ApproxMaxKCutStreamProc.java	62	NeedsSource	NeedsSource	NotApplicable	UnsupportedButRegistered	Neo.ClientError.Procedure.ProcedureCallFailed	Procedure is recognized by the v003 registry but is not yet supported in this build; include procedure name and support status.	Call fails before row streaming; no partial result rows are emitted.	TEST-GDS-153	DirectSource	Public row should remain registered with deterministic unsupported behavior until specific procedure evidence and implementation are ready.
154	gds.alpha.maxkcut.stream.estimate	procedure	community	READ	yes	gitrefrepo/neo4j-gds-src/proc/community/src/main/java/org/neo4j/gds/approxmaxkcut/ApproxMaxKCutStreamProc.java	77	NeedsSource	NeedsSource	gitrefrepo/neo4j-gds-src/proc/community/src/main/java/org/neo4j/gds/approxmaxkcut/ApproxMaxKCutStreamProc.java:77	UnsupportedButRegistered	Neo.ClientError.Procedure.ProcedureCallFailed	Procedure is recognized by the v003 registry but is not yet supported in this build; include procedure name and support status.	Call fails before row streaming; no partial result rows are emitted.	TEST-GDS-154	DirectSource	Public row should remain registered with deterministic unsupported behavior until specific procedure evidence and implementation are ready.
155	gds.alpha.modularity.stats	procedure	community	READ	no	gitrefrepo/neo4j-gds-src/proc/community/src/main/java/org/neo4j/gds/modularity/ModularityStatsProc.java	62	NeedsSource	NeedsSource	NotApplicable	UnsupportedButRegistered	Neo.ClientError.Procedure.ProcedureCallFailed	Procedure is recognized by the v003 registry but is not yet supported in this build; include procedure name and support status.	Call fails before row streaming; no partial result rows are emitted.	TEST-GDS-155	DirectSource	Public row should remain registered with deterministic unsupported behavior until specific procedure evidence and implementation are ready.
156	gds.alpha.modularity.stream	procedure	community	READ	no	gitrefrepo/neo4j-gds-src/proc/community/src/main/java/org/neo4j/gds/modularity/ModularityStreamProc.java	62	NeedsSource	NeedsSource	NotApplicable	UnsupportedButRegistered	Neo.ClientError.Procedure.ProcedureCallFailed	Procedure is recognized by the v003 registry but is not yet supported in this build; include procedure name and support status.	Call fails before row streaming; no partial result rows are emitted.	TEST-GDS-156	DirectSource	Public row should remain registered with deterministic unsupported behavior until specific procedure evidence and implementation are ready.
157	gds.alpha.scc.stream	procedure	community	READ	no	gitrefrepo/neo4j-gds-src/proc/community/src/main/java/org/neo4j/gds/scc/SccStreamProc.java	60	NeedsSource	NeedsSource	NotApplicable	UnsupportedButRegistered	Neo.ClientError.Procedure.ProcedureCallFailed	Procedure is recognized by the v003 registry but is not yet supported in this build; include procedure name and support status.	Call fails before row streaming; no partial result rows are emitted.	TEST-GDS-157	DirectSource	Public row should remain registered with deterministic unsupported behavior until specific procedure evidence and implementation are ready.
158	gds.alpha.scc.write	procedure	community	WRITE	no	gitrefrepo/neo4j-gds-src/proc/community/src/main/java/org/neo4j/gds/scc/SccWriteProc.java	62	NeedsSource	NeedsSource	NotApplicable	UnsupportedButRegistered	Neo.ClientError.Procedure.ProcedureCallFailed	Procedure is recognized by the v003 registry but is not yet supported in this build; include procedure name and support status.	Call fails before row streaming; no partial result rows are emitted.	TEST-GDS-158	DirectSource	Public row should remain registered with deterministic unsupported behavior until specific procedure evidence and implementation are ready.
159	gds.alpha.sllpa.mutate	procedure	community	READ	no	gitrefrepo/neo4j-gds-src/proc/community/src/main/java/org/neo4j/gds/sllpa/SpeakerListenerLPAMutateProc.java	64	NeedsSource	NeedsSource	NotApplicable	UnsupportedButRegistered	Neo.ClientError.Procedure.ProcedureCallFailed	Procedure is recognized by the v003 registry but is not yet supported in this build; include procedure name and support status.	Call fails before row streaming; no partial result rows are emitted.	TEST-GDS-159	DirectSource	Public row should remain registered with deterministic unsupported behavior until specific procedure evidence and implementation are ready.
160	gds.alpha.sllpa.mutate.estimate	procedure	community	M	yes	gitrefrepo/neo4j-gds-src/proc/community/src/main/java/org/neo4j/gds/sllpa/SpeakerListenerLPAMutateProc.java	76	NeedsSource	NeedsSource	gitrefrepo/neo4j-gds-src/proc/community/src/main/java/org/neo4j/gds/sllpa/SpeakerListenerLPAMutateProc.java:76	UnsupportedButRegistered	Neo.ClientError.Procedure.ProcedureCallFailed	Procedure is recognized by the v003 registry but is not yet supported in this build; include procedure name and support status.	Call fails before row streaming; no partial result rows are emitted.	TEST-GDS-160	DirectSource	Public row should remain registered with deterministic unsupported behavior until specific procedure evidence and implementation are ready.
161	gds.alpha.sllpa.stats	procedure	community	M	no	gitrefrepo/neo4j-gds-src/proc/community/src/main/java/org/neo4j/gds/sllpa/SpeakerListenerLPAStatsProc.java	64	NeedsSource	NeedsSource	NotApplicable	UnsupportedButRegistered	Neo.ClientError.Procedure.ProcedureCallFailed	Procedure is recognized by the v003 registry but is not yet supported in this build; include procedure name and support status.	Call fails before row streaming; no partial result rows are emitted.	TEST-GDS-161	DirectSource	Public row should remain registered with deterministic unsupported behavior until specific procedure evidence and implementation are ready.
162	gds.alpha.sllpa.stats.estimate	procedure	community	M	yes	gitrefrepo/neo4j-gds-src/proc/community/src/main/java/org/neo4j/gds/sllpa/SpeakerListenerLPAStatsProc.java	76	NeedsSource	NeedsSource	gitrefrepo/neo4j-gds-src/proc/community/src/main/java/org/neo4j/gds/sllpa/SpeakerListenerLPAStatsProc.java:76	UnsupportedButRegistered	Neo.ClientError.Procedure.ProcedureCallFailed	Procedure is recognized by the v003 registry but is not yet supported in this build; include procedure name and support status.	Call fails before row streaming; no partial result rows are emitted.	TEST-GDS-162	DirectSource	Public row should remain registered with deterministic unsupported behavior until specific procedure evidence and implementation are ready.
163	gds.alpha.sllpa.stream	procedure	community	M	no	gitrefrepo/neo4j-gds-src/proc/community/src/main/java/org/neo4j/gds/sllpa/SpeakerListenerLPAStreamProc.java	64	NeedsSource	NeedsSource	NotApplicable	UnsupportedButRegistered	Neo.ClientError.Procedure.ProcedureCallFailed	Procedure is recognized by the v003 registry but is not yet supported in this build; include procedure name and support status.	Call fails before row streaming; no partial result rows are emitted.	TEST-GDS-163	DirectSource	Public row should remain registered with deterministic unsupported behavior until specific procedure evidence and implementation are ready.
164	gds.alpha.sllpa.stream.estimate	procedure	community	M	yes	gitrefrepo/neo4j-gds-src/proc/community/src/main/java/org/neo4j/gds/sllpa/SpeakerListenerLPAStreamProc.java	76	NeedsSource	NeedsSource	gitrefrepo/neo4j-gds-src/proc/community/src/main/java/org/neo4j/gds/sllpa/SpeakerListenerLPAStreamProc.java:76	UnsupportedButRegistered	Neo.ClientError.Procedure.ProcedureCallFailed	Procedure is recognized by the v003 registry but is not yet supported in this build; include procedure name and support status.	Call fails before row streaming; no partial result rows are emitted.	TEST-GDS-164	DirectSource	Public row should remain registered with deterministic unsupported behavior until specific procedure evidence and implementation are ready.
165	gds.alpha.sllpa.write	procedure	community	M	no	gitrefrepo/neo4j-gds-src/proc/community/src/main/java/org/neo4j/gds/sllpa/SpeakerListenerLPAWriteProc.java	65	NeedsSource	NeedsSource	NotApplicable	UnsupportedButRegistered	Neo.ClientError.Procedure.ProcedureCallFailed	Procedure is recognized by the v003 registry but is not yet supported in this build; include procedure name and support status.	Call fails before row streaming; no partial result rows are emitted.	TEST-GDS-165	DirectSource	Public row should remain registered with deterministic unsupported behavior until specific procedure evidence and implementation are ready.
166	gds.alpha.sllpa.write.estimate	procedure	community	M	yes	gitrefrepo/neo4j-gds-src/proc/community/src/main/java/org/neo4j/gds/sllpa/SpeakerListenerLPAWriteProc.java	77	NeedsSource	NeedsSource	gitrefrepo/neo4j-gds-src/proc/community/src/main/java/org/neo4j/gds/sllpa/SpeakerListenerLPAWriteProc.java:77	UnsupportedButRegistered	Neo.ClientError.Procedure.ProcedureCallFailed	Procedure is recognized by the v003 registry but is not yet supported in this build; include procedure name and support status.	Call fails before row streaming; no partial result rows are emitted.	TEST-GDS-166	DirectSource	Public row should remain registered with deterministic unsupported behavior until specific procedure evidence and implementation are ready.
167	gds.alpha.triangles	procedure	community	READ	no	gitrefrepo/neo4j-gds-src/proc/community/src/main/java/org/neo4j/gds/triangle/TriangleProc.java	50	NeedsSource	NeedsSource	NotApplicable	UnsupportedButRegistered	Neo.ClientError.Procedure.ProcedureCallFailed	Procedure is recognized by the v003 registry but is not yet supported in this build; include procedure name and support status.	Call fails before row streaming; no partial result rows are emitted.	TEST-GDS-167	DirectSource	Public row should remain registered with deterministic unsupported behavior until specific procedure evidence and implementation are ready.
168	gds.beta.k1coloring.mutate	procedure	community	READ	no	gitrefrepo/neo4j-gds-src/proc/community/src/main/java/org/neo4j/gds/k1coloring/K1ColoringMutateProc.java	60	NeedsSource	NeedsSource	NotApplicable	UnsupportedButRegistered	Neo.ClientError.Procedure.ProcedureCallFailed	Procedure is recognized by the v003 registry but is not yet supported in this build; include procedure name and support status.	Call fails before row streaming; no partial result rows are emitted.	TEST-GDS-168	DirectSource	Public row should remain registered with deterministic unsupported behavior until specific procedure evidence and implementation are ready.
169	gds.beta.k1coloring.mutate.estimate	procedure	community	READ	yes	gitrefrepo/neo4j-gds-src/proc/community/src/main/java/org/neo4j/gds/k1coloring/K1ColoringMutateProc.java	76	NeedsSource	NeedsSource	gitrefrepo/neo4j-gds-src/proc/community/src/main/java/org/neo4j/gds/k1coloring/K1ColoringMutateProc.java:76	UnsupportedButRegistered	Neo.ClientError.Procedure.ProcedureCallFailed	Procedure is recognized by the v003 registry but is not yet supported in this build; include procedure name and support status.	Call fails before row streaming; no partial result rows are emitted.	TEST-GDS-169	DirectSource	Public row should remain registered with deterministic unsupported behavior until specific procedure evidence and implementation are ready.
170	gds.beta.k1coloring.stats	procedure	community	READ	no	gitrefrepo/neo4j-gds-src/proc/community/src/main/java/org/neo4j/gds/k1coloring/K1ColoringStatsProc.java	60	NeedsSource	NeedsSource	NotApplicable	UnsupportedButRegistered	Neo.ClientError.Procedure.ProcedureCallFailed	Procedure is recognized by the v003 registry but is not yet supported in this build; include procedure name and support status.	Call fails before row streaming; no partial result rows are emitted.	TEST-GDS-170	DirectSource	Public row should remain registered with deterministic unsupported behavior until specific procedure evidence and implementation are ready.
171	gds.beta.k1coloring.stats.estimate	procedure	community	READ	yes	gitrefrepo/neo4j-gds-src/proc/community/src/main/java/org/neo4j/gds/k1coloring/K1ColoringStatsProc.java	76	NeedsSource	NeedsSource	gitrefrepo/neo4j-gds-src/proc/community/src/main/java/org/neo4j/gds/k1coloring/K1ColoringStatsProc.java:76	UnsupportedButRegistered	Neo.ClientError.Procedure.ProcedureCallFailed	Procedure is recognized by the v003 registry but is not yet supported in this build; include procedure name and support status.	Call fails before row streaming; no partial result rows are emitted.	TEST-GDS-171	DirectSource	Public row should remain registered with deterministic unsupported behavior until specific procedure evidence and implementation are ready.
172	gds.beta.k1coloring.stream	procedure	community	READ	no	gitrefrepo/neo4j-gds-src/proc/community/src/main/java/org/neo4j/gds/k1coloring/K1ColoringStreamProc.java	60	NeedsSource	NeedsSource	NotApplicable	UnsupportedButRegistered	Neo.ClientError.Procedure.ProcedureCallFailed	Procedure is recognized by the v003 registry but is not yet supported in this build; include procedure name and support status.	Call fails before row streaming; no partial result rows are emitted.	TEST-GDS-172	DirectSource	Public row should remain registered with deterministic unsupported behavior until specific procedure evidence and implementation are ready.
173	gds.beta.k1coloring.stream.estimate	procedure	community	READ	yes	gitrefrepo/neo4j-gds-src/proc/community/src/main/java/org/neo4j/gds/k1coloring/K1ColoringStreamProc.java	76	NeedsSource	NeedsSource	gitrefrepo/neo4j-gds-src/proc/community/src/main/java/org/neo4j/gds/k1coloring/K1ColoringStreamProc.java:76	UnsupportedButRegistered	Neo.ClientError.Procedure.ProcedureCallFailed	Procedure is recognized by the v003 registry but is not yet supported in this build; include procedure name and support status.	Call fails before row streaming; no partial result rows are emitted.	TEST-GDS-173	DirectSource	Public row should remain registered with deterministic unsupported behavior until specific procedure evidence and implementation are ready.
174	gds.beta.k1coloring.write	procedure	community	WRITE	no	gitrefrepo/neo4j-gds-src/proc/community/src/main/java/org/neo4j/gds/k1coloring/K1ColoringWriteProc.java	61	NeedsSource	NeedsSource	NotApplicable	UnsupportedButRegistered	Neo.ClientError.Procedure.ProcedureCallFailed	Procedure is recognized by the v003 registry but is not yet supported in this build; include procedure name and support status.	Call fails before row streaming; no partial result rows are emitted.	TEST-GDS-174	DirectSource	Public row should remain registered with deterministic unsupported behavior until specific procedure evidence and implementation are ready.
175	gds.beta.k1coloring.write.estimate	procedure	community	READ	yes	gitrefrepo/neo4j-gds-src/proc/community/src/main/java/org/neo4j/gds/k1coloring/K1ColoringWriteProc.java	77	NeedsSource	NeedsSource	gitrefrepo/neo4j-gds-src/proc/community/src/main/java/org/neo4j/gds/k1coloring/K1ColoringWriteProc.java:77	UnsupportedButRegistered	Neo.ClientError.Procedure.ProcedureCallFailed	Procedure is recognized by the v003 registry but is not yet supported in this build; include procedure name and support status.	Call fails before row streaming; no partial result rows are emitted.	TEST-GDS-175	DirectSource	Public row should remain registered with deterministic unsupported behavior until specific procedure evidence and implementation are ready.
176	gds.beta.kmeans.mutate	procedure	community	READ	no	gitrefrepo/neo4j-gds-src/proc/community/src/main/java/org/neo4j/gds/kmeans/KmeansMutateProc.java	53	NeedsSource	NeedsSource	NotApplicable	UnsupportedButRegistered	Neo.ClientError.Procedure.ProcedureCallFailed	Procedure is recognized by the v003 registry but is not yet supported in this build; include procedure name and support status.	Call fails before row streaming; no partial result rows are emitted.	TEST-GDS-176	DirectSource	Public row should remain registered with deterministic unsupported behavior until specific procedure evidence and implementation are ready.
177	gds.beta.kmeans.mutate.estimate	procedure	community	READ	yes	gitrefrepo/neo4j-gds-src/proc/community/src/main/java/org/neo4j/gds/kmeans/KmeansMutateProc.java	77	NeedsSource	NeedsSource	gitrefrepo/neo4j-gds-src/proc/community/src/main/java/org/neo4j/gds/kmeans/KmeansMutateProc.java:77	UnsupportedButRegistered	Neo.ClientError.Procedure.ProcedureCallFailed	Procedure is recognized by the v003 registry but is not yet supported in this build; include procedure name and support status.	Call fails before row streaming; no partial result rows are emitted.	TEST-GDS-177	DirectSource	Public row should remain registered with deterministic unsupported behavior until specific procedure evidence and implementation are ready.
178	gds.beta.kmeans.stats	procedure	community	READ	no	gitrefrepo/neo4j-gds-src/proc/community/src/main/java/org/neo4j/gds/kmeans/KmeansStatsProc.java	53	NeedsSource	NeedsSource	NotApplicable	UnsupportedButRegistered	Neo.ClientError.Procedure.ProcedureCallFailed	Procedure is recognized by the v003 registry but is not yet supported in this build; include procedure name and support status.	Call fails before row streaming; no partial result rows are emitted.	TEST-GDS-178	DirectSource	Public row should remain registered with deterministic unsupported behavior until specific procedure evidence and implementation are ready.
179	gds.beta.kmeans.stats.estimate	procedure	community	READ	yes	gitrefrepo/neo4j-gds-src/proc/community/src/main/java/org/neo4j/gds/kmeans/KmeansStatsProc.java	77	NeedsSource	NeedsSource	gitrefrepo/neo4j-gds-src/proc/community/src/main/java/org/neo4j/gds/kmeans/KmeansStatsProc.java:77	UnsupportedButRegistered	Neo.ClientError.Procedure.ProcedureCallFailed	Procedure is recognized by the v003 registry but is not yet supported in this build; include procedure name and support status.	Call fails before row streaming; no partial result rows are emitted.	TEST-GDS-179	DirectSource	Public row should remain registered with deterministic unsupported behavior until specific procedure evidence and implementation are ready.
180	gds.beta.kmeans.stream	procedure	community	READ	no	gitrefrepo/neo4j-gds-src/proc/community/src/main/java/org/neo4j/gds/kmeans/KmeansStreamProc.java	53	NeedsSource	NeedsSource	NotApplicable	UnsupportedButRegistered	Neo.ClientError.Procedure.ProcedureCallFailed	Procedure is recognized by the v003 registry but is not yet supported in this build; include procedure name and support status.	Call fails before row streaming; no partial result rows are emitted.	TEST-GDS-180	DirectSource	Public row should remain registered with deterministic unsupported behavior until specific procedure evidence and implementation are ready.
181	gds.beta.kmeans.stream.estimate	procedure	community	READ	yes	gitrefrepo/neo4j-gds-src/proc/community/src/main/java/org/neo4j/gds/kmeans/KmeansStreamProc.java	76	NeedsSource	NeedsSource	gitrefrepo/neo4j-gds-src/proc/community/src/main/java/org/neo4j/gds/kmeans/KmeansStreamProc.java:76	UnsupportedButRegistered	Neo.ClientError.Procedure.ProcedureCallFailed	Procedure is recognized by the v003 registry but is not yet supported in this build; include procedure name and support status.	Call fails before row streaming; no partial result rows are emitted.	TEST-GDS-181	DirectSource	Public row should remain registered with deterministic unsupported behavior until specific procedure evidence and implementation are ready.
182	gds.beta.kmeans.write	procedure	community	WRITE	no	gitrefrepo/neo4j-gds-src/proc/community/src/main/java/org/neo4j/gds/kmeans/KmeansWriteProc.java	54	NeedsSource	NeedsSource	NotApplicable	UnsupportedButRegistered	Neo.ClientError.Procedure.ProcedureCallFailed	Procedure is recognized by the v003 registry but is not yet supported in this build; include procedure name and support status.	Call fails before row streaming; no partial result rows are emitted.	TEST-GDS-182	DirectSource	Public row should remain registered with deterministic unsupported behavior until specific procedure evidence and implementation are ready.
183	gds.beta.kmeans.write.estimate	procedure	community	READ	yes	gitrefrepo/neo4j-gds-src/proc/community/src/main/java/org/neo4j/gds/kmeans/KmeansWriteProc.java	78	NeedsSource	NeedsSource	gitrefrepo/neo4j-gds-src/proc/community/src/main/java/org/neo4j/gds/kmeans/KmeansWriteProc.java:78	UnsupportedButRegistered	Neo.ClientError.Procedure.ProcedureCallFailed	Procedure is recognized by the v003 registry but is not yet supported in this build; include procedure name and support status.	Call fails before row streaming; no partial result rows are emitted.	TEST-GDS-183	DirectSource	Public row should remain registered with deterministic unsupported behavior until specific procedure evidence and implementation are ready.
184	gds.beta.leiden.mutate	procedure	community	READ	no	gitrefrepo/neo4j-gds-src/proc/community/src/main/java/org/neo4j/gds/leiden/LeidenMutateProc.java	62	NeedsSource	NeedsSource	NotApplicable	UnsupportedButRegistered	Neo.ClientError.Procedure.ProcedureCallFailed	Procedure is recognized by the v003 registry but is not yet supported in this build; include procedure name and support status.	Call fails before row streaming; no partial result rows are emitted.	TEST-GDS-184	DirectSource	Public row should remain registered with deterministic unsupported behavior until specific procedure evidence and implementation are ready.
185	gds.beta.leiden.mutate.estimate	procedure	community	READ	yes	gitrefrepo/neo4j-gds-src/proc/community/src/main/java/org/neo4j/gds/leiden/LeidenMutateProc.java	78	NeedsSource	NeedsSource	gitrefrepo/neo4j-gds-src/proc/community/src/main/java/org/neo4j/gds/leiden/LeidenMutateProc.java:78	UnsupportedButRegistered	Neo.ClientError.Procedure.ProcedureCallFailed	Procedure is recognized by the v003 registry but is not yet supported in this build; include procedure name and support status.	Call fails before row streaming; no partial result rows are emitted.	TEST-GDS-185	DirectSource	Public row should remain registered with deterministic unsupported behavior until specific procedure evidence and implementation are ready.
186	gds.beta.leiden.stats	procedure	community	READ	no	gitrefrepo/neo4j-gds-src/proc/community/src/main/java/org/neo4j/gds/leiden/LeidenStatsProc.java	62	NeedsSource	NeedsSource	NotApplicable	UnsupportedButRegistered	Neo.ClientError.Procedure.ProcedureCallFailed	Procedure is recognized by the v003 registry but is not yet supported in this build; include procedure name and support status.	Call fails before row streaming; no partial result rows are emitted.	TEST-GDS-186	DirectSource	Public row should remain registered with deterministic unsupported behavior until specific procedure evidence and implementation are ready.
