lane	repo	path	git_blob	bytes	extension	default_file_class	assigned_agent
01-core-compatibility	neo4j-src	community/common/src/main/java/org/neo4j/time/FakeClock.java	3ce0abe283e1d061eb63b3bd107b3dd0a8d6c4ad	2716	java	source_candidate	agent-01
01-core-compatibility	neo4j-src	community/common/src/main/java/org/neo4j/time/Stopwatch.java	dc3f2d7eb571796da44a9f66d266a1b2b1fd8343	3005	java	source_candidate	agent-01
01-core-compatibility	neo4j-src	community/common/src/main/java/org/neo4j/time/SystemNanoClock.java	c0ef9cdc71ec0cbddb4f645e2b4646543008880a	1862	java	source_candidate	agent-01
01-core-compatibility	neo4j-src	community/common/src/main/java/org/neo4j/time/TickOnAccessClock.java	160e994b4c0fb4afca1b4fa2fc59878f972806de	1688	java	source_candidate	agent-01
01-core-compatibility	neo4j-src	community/common/src/main/java/org/neo4j/util/BitBuffer.java	89bdb9ba39297280bf60efad9828fd8115987989	8359	java	source_candidate	agent-01
01-core-compatibility	neo4j-src	community/common/src/main/java/org/neo4j/util/BitUtils.java	dd9d81b37ca5ab5758c37788eaa44bd82822e21d	3978	java	source_candidate	agent-01
01-core-compatibility	neo4j-src	community/common/src/main/java/org/neo4j/util/CalledFromGeneratedCode.java	52dc57beea24ab7ab3e0ff38d75f13e9a573b1a5	1194	java	source_candidate	agent-01
01-core-compatibility	neo4j-src	community/common/src/main/java/org/neo4j/util/FeatureToggles.java	11b5169a08625536e25043f7ee2fcbbdd7133fe9	7790	java	source_candidate	agent-01
01-core-compatibility	neo4j-src	community/common/src/main/java/org/neo4j/util/Id.java	bbe86a4896662a1b054386b3162ee7def252dca3	1938	java	source_candidate	agent-01
01-core-compatibility	neo4j-src	community/common/src/main/java/org/neo4j/util/LocalIntCounter.java	acd083c0bfad556487ec47362a6343d5736a086d	1568	java	source_candidate	agent-01
01-core-compatibility	neo4j-src	community/common/src/main/java/org/neo4j/util/MarkerInterface.java	c67116230c9e50020b2065a741c3b12dc9188f9f	958	java	source_candidate	agent-01
01-core-compatibility	neo4j-src	community/common/src/main/java/org/neo4j/util/Preconditions.java	5dfb0e93509000e0a7f050a4f1e644bfe4801564	10277	java	source_candidate	agent-01
01-core-compatibility	neo4j-src	community/common/src/main/java/org/neo4j/util/VisibleForTesting.java	eed8e29abffb29832fe68198e95ad5b10f4891b2	942	java	source_candidate	agent-01
01-core-compatibility	neo4j-src	community/common/src/test/java/org/neo4j/dbms/database/readonly/DatabaseReadOnlyCheckerTest.java	1ccbff93346e60397bee31ab29933a3b6b11bff8	4255	java	source_candidate	agent-01
01-core-compatibility	neo4j-src	community/common/src/test/java/org/neo4j/function/SuppliersTest.java	ae56e423137ac963b787039ee9b8b75a62a806ad	4301	java	source_candidate	agent-01
01-core-compatibility	neo4j-src	community/common/src/test/java/org/neo4j/internal/helpers/ArgsTest.java	fc10427f86bb293fe389816b71ff7dab4085b0e0	11454	java	source_candidate	agent-01
01-core-compatibility	neo4j-src	community/common/src/test/java/org/neo4j/internal/helpers/DefaultIntervalStrategyTest.java	8e15e7f80f5928e25ff050e5ec1809a9b803f42d	1737	java	source_candidate	agent-01
01-core-compatibility	neo4j-src	community/common/src/test/java/org/neo4j/internal/helpers/ExponentialIntervalStrategyTest.java	157063469a6d0d4b42b351479cd27799e5806012	2681	java	source_candidate	agent-01
01-core-compatibility	neo4j-src	community/common/src/test/java/org/neo4j/internal/helpers/FormatTest.java	4787b58974e4b86193c5cc7032b1add80a4f94c6	5386	java	source_candidate	agent-01
01-core-compatibility	neo4j-src	community/common/src/test/java/org/neo4j/internal/helpers/HostnamePortTest.java	b8f8d87a72d4a519e6ea4b2b050a32d382f41f85	19939	java	source_candidate	agent-01
01-core-compatibility	neo4j-src	community/common/src/test/java/org/neo4j/internal/helpers/ListenersTest.java	1aea669dedd1ede0d72182c5115b641e576bbdce	5712	java	source_candidate	agent-01
01-core-compatibility	neo4j-src	community/common/src/test/java/org/neo4j/internal/helpers/MathUtilTest.java	4d942687ebe5b19d9c467002e0e7b7843166dccf	2381	java	source_candidate	agent-01
01-core-compatibility	neo4j-src	community/common/src/test/java/org/neo4j/internal/helpers/NameUtilTest.java	3174c7afacbd6af03627e5e3fb2c8574a97dd108	4156	java	source_candidate	agent-01
01-core-compatibility	neo4j-src	community/common/src/test/java/org/neo4j/internal/helpers/NumbersTest.java	d3b6e505f00041181e0ab8419c75f6dfae2d7e1e	7285	java	source_candidate	agent-01
01-core-compatibility	neo4j-src	community/common/src/test/java/org/neo4j/internal/helpers/ProcessUtilsTest.java	d3245896a2b607b84d2312dec6bf76d932ac88b8	2329	java	source_candidate	agent-01
01-core-compatibility	neo4j-src	community/common/src/test/java/org/neo4j/internal/helpers/StringsTest.java	4073794dc0c5f4733ff4ef40a7c53203e5802746	3575	java	source_candidate	agent-01
01-core-compatibility	neo4j-src	community/common/src/test/java/org/neo4j/internal/helpers/TimeUtilTest.java	bd909a8460acb585aa66adf9ebad927c863c6c3a	4937	java	source_candidate	agent-01
01-core-compatibility	neo4j-src	community/common/src/test/java/org/neo4j/internal/helpers/progress/IndicatorTest.java	98e822cc70bd49d2601ad46db7a9af86862517db	5736	java	source_candidate	agent-01
01-core-compatibility	neo4j-src	community/common/src/test/java/org/neo4j/internal/helpers/progress/ProgressMonitorFactoryTest.java	6fc7bd87ff462ac8e5999407e6f044f15cd3e57c	3984	java	source_candidate	agent-01
01-core-compatibility	neo4j-src	community/common/src/test/java/org/neo4j/kernel/lifecycle/LifeSupportTest.java	5c20f113388a0bb3eb87833d8e6624cc8a442fe4	22864	java	source_candidate	agent-01
01-core-compatibility	neo4j-src	community/common/src/test/java/org/neo4j/kernel/lifecycle/LifecycleAdapterTest.java	477435963f9f04b25184adef75b67cea7097905a	1533	java	source_candidate	agent-01
01-core-compatibility	neo4j-src	community/common/src/test/java/org/neo4j/kernel/lifecycle/SafeLifecycleTest.java	98cd3a0f3483ecb2dd70ac366747d866156e78f9	7137	java	source_candidate	agent-01
01-core-compatibility	neo4j-src	community/common/src/test/java/org/neo4j/kernel/lifecycle/TestLifecycleException.java	9093dae5d87a488bfe0fd8d1539d60d1ae7799cb	2985	java	source_candidate	agent-01
01-core-compatibility	neo4j-src	community/common/src/test/java/org/neo4j/memory/DatabaseMemoryGroupTrackerTest.java	69d5563e646896588750b85f798434bfb74d7b23	6422	java	source_candidate	agent-01
01-core-compatibility	neo4j-src	community/common/src/test/java/org/neo4j/memory/ExecutionContextMemoryTrackerTest.java	ea612b8f83703e162b5928ac28670b8434de478d	22976	java	source_candidate	agent-01
01-core-compatibility	neo4j-src	community/common/src/test/java/org/neo4j/memory/GlobalMemoryGroupTrackerTest.java	cc689aabd10814d9d6863206703fba489060c621	2154	java	source_candidate	agent-01
01-core-compatibility	neo4j-src	community/common/src/test/java/org/neo4j/memory/LocalMemoryTrackerTest.java	ba28fa172bf795be316e5e8c3acaa81de9171e3b	5659	java	source_candidate	agent-01
01-core-compatibility	neo4j-src	community/common/src/test/java/org/neo4j/memory/LocalMemoryTrackerWithPoolTest.java	b1d9d8cf953c4e87f918cb6cbafe8be5b8370a3a	3892	java	source_candidate	agent-01
01-core-compatibility	neo4j-src	community/common/src/test/java/org/neo4j/memory/MemoryPoolImplTest.java	97a4793f1227de7673651517b895a3f1964397f9	4645	java	source_candidate	agent-01
01-core-compatibility	neo4j-src	community/common/src/test/java/org/neo4j/memory/MemoryPoolsTest.java	d5628ddb8d46acede5249af9490300ea73f8e113	3299	java	source_candidate	agent-01
01-core-compatibility	neo4j-src	community/common/src/test/java/org/neo4j/memory/RebindableDualScopedMemoryTrackerTest.java	642ed51bd07c968b23d2171062422c3afd36e614	15989	java	source_candidate	agent-01
01-core-compatibility	neo4j-src	community/common/src/test/java/org/neo4j/memory/ScopedMemoryTrackerTest.java	e852d9443f0eb7d3c7c82b5d6fe84a1e1acfa588	3837	java	source_candidate	agent-01
01-core-compatibility	neo4j-src	community/common/src/test/java/org/neo4j/memory/ThreadSafePeakMemoryTrackerTest.java	ab2e461c39449a6b1903e841c6acb508bb6df832	3811	java	source_candidate	agent-01
01-core-compatibility	neo4j-src	community/common/src/test/java/org/neo4j/resources/SunManagementHeapAllocationTest.java	88065f5f09c0ff50462050d8167e6c7ed37347e6	1919	java	source_candidate	agent-01
01-core-compatibility	neo4j-src	community/common/src/test/java/org/neo4j/service/ServicesTest.java	c6ca5226d0557b4b8bcb4951ccbd39836739b5b4	6445	java	source_candidate	agent-01
01-core-compatibility	neo4j-src	community/common/src/test/java/org/neo4j/service/test/BarService.java	22889a2ebbc6ddbf5c5aa56b10005046aac8b582	974	java	source_candidate	agent-01
01-core-compatibility	neo4j-src	community/common/src/test/java/org/neo4j/service/test/BazService.java	d381b02d1f9ba7739bc97cc1446939042846ff4a	974	java	source_candidate	agent-01
01-core-compatibility	neo4j-src	community/common/src/test/java/org/neo4j/service/test/FooService.java	e21d313ded33f2fd78f95eb23728f28a26fd6d70	974	java	source_candidate	agent-01
01-core-compatibility	neo4j-src	community/common/src/test/java/org/neo4j/service/test/NotNamedService.java	ef5d2aafaada1c09787a3b23aafd96f2cc75f564	1108	java	source_candidate	agent-01
01-core-compatibility	neo4j-src	community/common/src/test/java/org/neo4j/service/test/ServiceWithDuplicateName.java	73979e86a053796ab6e08a8a7bfb6dadfedd246c	1255	java	source_candidate	agent-01
01-core-compatibility	neo4j-src	community/common/src/test/java/org/neo4j/service/test/SomeService.java	1efa090101f3c54eed754093ab3ddcf0005b73d3	939	java	source_candidate	agent-01
01-core-compatibility	neo4j-src	community/common/src/test/java/org/neo4j/string/HexStringTest.java	eba061d2f06a3c6bea7286e7f9ea66f5d629817e	1913	java	source_candidate	agent-01
01-core-compatibility	neo4j-src	community/common/src/test/java/org/neo4j/string/MaskTest.java	7fc4eb74874fa574e3044c4cb0a0a318ffcac720	2423	java	source_candidate	agent-01
01-core-compatibility	neo4j-src	community/common/src/test/java/org/neo4j/string/SecureStringTest.java	a40c52a5b5e725614ca729ec3e4aa024d9e7b408	3864	java	source_candidate	agent-01
01-core-compatibility	neo4j-src	community/common/src/test/java/org/neo4j/time/StopwatchTest.java	2cd98c0dd4cab32e80f0e0472a08e4f93f953068	1727	java	source_candidate	agent-01
01-core-compatibility	neo4j-src	community/common/src/test/java/org/neo4j/util/IdTest.java	07a0ad869b4a60487e47dd7eb6ed487ad6f8314b	1832	java	source_candidate	agent-01
01-core-compatibility	neo4j-src	community/common/src/test/java/org/neo4j/util/PreconditionsTest.java	68f3690fd956210aa27f54a7283a829beff7f33c	4551	java	source_candidate	agent-01
01-core-compatibility	neo4j-src	community/common/src/test/resources/META-INF/services/org.neo4j.common.FooService	c72b8fd9790bccccec59e45b954a73802966a4d5	28	fooservice	unknown_classified	agent-01
01-core-compatibility	neo4j-src	community/common/src/test/resources/META-INF/services/org.neo4j.service.test.NotNamedService	2ff86d679bdd022b67893a67d57abcabfa7d0f14	104	notnamedservice	unknown_classified	agent-01
01-core-compatibility	neo4j-src	community/common/src/test/resources/META-INF/services/org.neo4j.service.test.ServiceWithDuplicateName	8d061b47c87dc1ca75769e1a7a8fd36d09d69aa7	156	servicewithduplicatename	unknown_classified	agent-01
01-core-compatibility	neo4j-src	community/common/src/test/resources/META-INF/services/org.neo4j.service.test.SomeService	5ddc09dce8bf92803501442716d3cd01770ab109	68	someservice	unknown_classified	agent-01
01-core-compatibility	neo4j-src	community/common/src/test/resources/test/META-INF/services/org.neo4j.common.FooService	fe1b34bafd12071e1f9d3f596ae1edf3c91246f9	34	fooservice	unknown_classified	agent-01
01-core-compatibility	neo4j-src	community/common/src/test/resources/test/META-INF/services/org.neo4j.service.test.SomeService	0a7b7ab95349366073b3ec742173f844a0381939	68	someservice	unknown_classified	agent-01
01-core-compatibility	neo4j-src	community/community-it/algo-it/LICENSE.txt	5aa8b2857886f5dbac09da4fae061677de4e50ca	36008	txt	noncode_classified	agent-01
01-core-compatibility	neo4j-src	community/community-it/algo-it/LICENSES.txt	959df153afad8c4c0a0221ec2713e3b967b99a03	110306	txt	noncode_classified	agent-01
01-core-compatibility	neo4j-src	community/community-it/algo-it/NOTICE.txt	0a52dc7c89a3974a8f20a42f3badcf68d6409cf6	8266	txt	noncode_classified	agent-01
01-core-compatibility	neo4j-src	community/community-it/algo-it/pom.xml	722632f5b331e4ce88e7adbac8387fbf228f25c8	2153	xml	source_candidate	agent-01
01-core-compatibility	neo4j-src	community/community-it/algo-it/src/test/java/org/neo4j/graphalgo/Neo4jAlgoTestCase.java	a504213696e4ee033546f9914a0db9ecfa3a5afe	6927	java	source_candidate	agent-01
01-core-compatibility	neo4j-src	community/community-it/algo-it/src/test/java/org/neo4j/graphalgo/SimpleGraphBuilder.java	a981bc57ca2905dd865393937cef56914e7fe63f	8415	java	source_candidate	agent-01
01-core-compatibility	neo4j-src	community/community-it/algo-it/src/test/java/org/neo4j/graphalgo/UtilTest.java	7af7b37d43fd455dceab66e3e68171b9d3a29c76	3735	java	source_candidate	agent-01
01-core-compatibility	neo4j-src	community/community-it/algo-it/src/test/java/org/neo4j/graphalgo/impl/path/TestShortestPath.java	2a7c522636719d96cb39b6f2862d1b64697dcb66	27339	java	source_candidate	agent-01
01-core-compatibility	neo4j-src	community/community-it/algo-it/src/test/java/org/neo4j/graphalgo/impl/util/TestBestFirstSelectorFactory.java	8069577b62a782b7e673d7232c34124c127f1995	5819	java	source_candidate	agent-01
01-core-compatibility	neo4j-src	community/community-it/algo-it/src/test/java/org/neo4j/graphalgo/impl/util/TestTopFetchingWeightedPathIterator.java	a1535c712453d2137127ef15aa4b4b7149f53788	4490	java	source_candidate	agent-01
01-core-compatibility	neo4j-src	community/community-it/algo-it/src/test/java/org/neo4j/graphalgo/path/DijkstraIncreasingWeightTest.java	999a42535cdd95d5087ad9d4337ae2b66e141045	10606	java	source_candidate	agent-01
01-core-compatibility	neo4j-src	community/community-it/algo-it/src/test/java/org/neo4j/graphalgo/path/DijkstraTest.java	ae9f87fef89a0d25ea4d86cce770eae652685303	26214	java	source_candidate	agent-01
01-core-compatibility	neo4j-src	community/community-it/algo-it/src/test/java/org/neo4j/graphalgo/path/TestAStar.java	a193d914f3034b1c81cd30bbe7c8203ae331402e	12659	java	source_candidate	agent-01
01-core-compatibility	neo4j-src	community/community-it/algo-it/src/test/java/org/neo4j/graphalgo/path/TestAllPaths.java	f3ff60d56c706cfca1ee28fa35da8864a24f008f	3808	java	source_candidate	agent-01
01-core-compatibility	neo4j-src	community/community-it/algo-it/src/test/java/org/neo4j/graphalgo/path/TestAllSimplePaths.java	6d4ab0b32e44d125a6a7390e52d110448186f44c	3156	java	source_candidate	agent-01
01-core-compatibility	neo4j-src	community/community-it/algo-it/src/test/java/org/neo4j/graphalgo/path/TestExactDepthPathFinder.java	205cc954fbd4550ac87c44afe14477f49d501ade	15876	java	source_candidate	agent-01
01-core-compatibility	neo4j-src	community/community-it/algo-it/src/test/java/org/neo4j/graphalgo/shortestpath/DijkstraDirectionTest.java	2c7340713080f428db184262d3e33ae6cb37212a	6554	java	source_candidate	agent-01
01-core-compatibility	neo4j-src	community/community-it/algo-it/src/test/java/org/neo4j/graphalgo/shortestpath/DijkstraIteratorTest.java	2f5a0e7930c6449a7d059270ae0b298f0787e0bb	5492	java	source_candidate	agent-01
01-core-compatibility	neo4j-src	community/community-it/algo-it/src/test/java/org/neo4j/graphalgo/shortestpath/DijkstraMultiplePathsTest.java	1a3c498787fe0339e084eaef18cc20a6141a4850	19503	java	source_candidate	agent-01
01-core-compatibility	neo4j-src	community/community-it/algo-it/src/test/java/org/neo4j/graphalgo/shortestpath/DijkstraMultipleRelationshipTypesTest.java	1f27525e01867fca294bc80ec04583a496371f12	2878	java	source_candidate	agent-01
01-core-compatibility	neo4j-src	community/community-it/algo-it/src/test/java/org/neo4j/graphalgo/shortestpath/DijkstraTest.java	b67e089a187e8983057a317095bc9624db69e54c	6067	java	source_candidate	agent-01
01-core-compatibility	neo4j-src	community/community-it/algo-it/src/test/java/org/neo4j/graphalgo/shortestpath/FloydWarshallTest.java	ae7a9c499bbf13abe38f2fdd5ecb0433b60b482f	6227	java	source_candidate	agent-01
01-core-compatibility	neo4j-src	community/community-it/algo-it/src/test/java/org/neo4j/graphalgo/shortestpath/SingleSourceShortestPathBFSTest.java	c7ae53747c360d45db71ab24dc15408b88181e7d	1665	java	source_candidate	agent-01
01-core-compatibility	neo4j-src	community/community-it/algo-it/src/test/java/org/neo4j/graphalgo/shortestpath/SingleSourceShortestPathDijkstraTest.java	e34151623c58b1c8fc1741f50654c4e56d1c44d8	2042	java	source_candidate	agent-01
01-core-compatibility	neo4j-src	community/community-it/algo-it/src/test/java/org/neo4j/graphalgo/shortestpath/SingleSourceShortestPathTest.java	947d222602aae54da2d2854d191df4e8bb7201fb	7220	java	source_candidate	agent-01
01-core-compatibility	neo4j-src	community/community-it/algo-it/src/test/java/org/neo4j/kernel/impl/traversal/CircularGraphTest.java	54b0741dc21175801a1fb5ff15906471458d6199	2679	java	source_candidate	agent-01
01-core-compatibility	neo4j-src	community/community-it/algo-it/src/test/java/org/neo4j/kernel/impl/traversal/DepthOneTraversalTest.java	bde62cb2c60eaf4d1c7caabd7c283398bffd8b85	1930	java	source_candidate	agent-01
01-core-compatibility	neo4j-src	community/community-it/algo-it/src/test/java/org/neo4j/kernel/impl/traversal/DepthPitfallGraphTest.java	5e467c3e8949f45bf083a41a80d665e74b01e6e1	13651	java	source_candidate	agent-01
01-core-compatibility	neo4j-src	community/community-it/algo-it/src/test/java/org/neo4j/kernel/impl/traversal/SmallestGraphEverTest.java	7ba7e19096b7e2d1115ca24689564b54c17ef818	4768	java	source_candidate	agent-01
01-core-compatibility	neo4j-src	community/community-it/algo-it/src/test/java/org/neo4j/kernel/impl/traversal/SpecificDepthTraversalTest.java	11bd6d44b5e0493cd4635ce98de35772fb78e6e7	3726	java	source_candidate	agent-01
01-core-compatibility	neo4j-src	community/community-it/algo-it/src/test/java/org/neo4j/kernel/impl/traversal/TestBidirectionalTraversal.java	848766f6166a474d1b79eec9bb31294d1b1d0cc6	11286	java	source_candidate	agent-01
01-core-compatibility	neo4j-src	community/community-it/algo-it/src/test/java/org/neo4j/kernel/impl/traversal/TestBranchState.java	af2730896a0ceac05c889c9d5b76d1f2a4575707	5478	java	source_candidate	agent-01
01-core-compatibility	neo4j-src	community/community-it/algo-it/src/test/java/org/neo4j/kernel/impl/traversal/TestConstantDirectionExpander.java	02f38cf0b151f48c3795e5303c284b50d8a83fe1	2512	java	source_candidate	agent-01
01-core-compatibility	neo4j-src	community/community-it/algo-it/src/test/java/org/neo4j/kernel/impl/traversal/TestEvaluators.java	50ea01af21a3f3ed0097c30c104b3ae9fab13022	4161	java	source_candidate	agent-01
01-core-compatibility	neo4j-src	community/community-it/algo-it/src/test/java/org/neo4j/kernel/impl/traversal/TestMultiPruneEvaluators.java	21de6c08b81fc0e2906e67245cee22ce63d708f9	2761	java	source_candidate	agent-01
01-core-compatibility	neo4j-src	community/community-it/algo-it/src/test/java/org/neo4j/kernel/impl/traversal/TestMultiRelTypesAndDirections.java	881f47c65260d0c46d5a154d52680101a0e256f3	2441	java	source_candidate	agent-01
01-core-compatibility	neo4j-src	community/community-it/algo-it/src/test/java/org/neo4j/kernel/impl/traversal/TestMultipleFilters.java	4c8f9203df587822590b82c2985c4612c23c8a66	5219	java	source_candidate	agent-01
01-core-compatibility	neo4j-src	community/community-it/algo-it/src/test/java/org/neo4j/kernel/impl/traversal/TestMultipleStartNodes.java	4601c7c2d30ac9ddefb0033920ba20866860f77d	2872	java	source_candidate	agent-01
01-core-compatibility	neo4j-src	community/community-it/algo-it/src/test/java/org/neo4j/kernel/impl/traversal/TestOrderByTypeExpander.java	25a96d9628c7c6f1c64e0b809c2d22d44d9b883c	5566	java	source_candidate	agent-01
01-core-compatibility	neo4j-src	community/community-it/algo-it/src/test/java/org/neo4j/kernel/impl/traversal/TestPath.java	c79e6d65696c7acb7a58ae8948614b9c98e5a6f1	8358	java	source_candidate	agent-01
01-core-compatibility	neo4j-src	community/community-it/algo-it/src/test/java/org/neo4j/kernel/impl/traversal/TestSorting.java	8b3fc980cbb8c02e46b5b06ebc71df6cf4e9224f	3325	java	source_candidate	agent-01
01-core-compatibility	neo4j-src	community/community-it/algo-it/src/test/java/org/neo4j/kernel/impl/traversal/TestTraversalWithIterable.java	f78ca032c50ff78585f5c1ea35a5849ac055320a	3082	java	source_candidate	agent-01
01-core-compatibility	neo4j-src	community/community-it/algo-it/src/test/java/org/neo4j/kernel/impl/traversal/TestTraversalWithLoops.java	377be779723dd4035cabacea85ec886af693c888	2111	java	source_candidate	agent-01
01-core-compatibility	neo4j-src	community/community-it/algo-it/src/test/java/org/neo4j/kernel/impl/traversal/TestUniqueness.java	b996a6c63c167247a61111276aa55edef12528a5	6632	java	source_candidate	agent-01
01-core-compatibility	neo4j-src	community/community-it/algo-it/src/test/java/org/neo4j/kernel/impl/traversal/TraversalTestBase.java	f3e19d3265f2a075c8d2768621b9efaded596a9c	9289	java	source_candidate	agent-01
01-core-compatibility	neo4j-src	community/community-it/algo-it/src/test/java/org/neo4j/kernel/impl/traversal/TreeGraphTest.java	6dde00b1c17c82b6ba2b4bd46c588477c51dd301	7405	java	source_candidate	agent-01
01-core-compatibility	neo4j-src	community/community-it/bolt-it/LICENSE.txt	5aa8b2857886f5dbac09da4fae061677de4e50ca	36008	txt	noncode_classified	agent-01
01-core-compatibility	neo4j-src	community/community-it/bolt-it/LICENSES.txt	56b6f1fdf79dfe5d20ff43a370e9d43d51711152	110230	txt	noncode_classified	agent-01
01-core-compatibility	neo4j-src	community/community-it/bolt-it/NOTICE.txt	c803bcf540323182a4ec63235f7e697a96a17ef0	8190	txt	noncode_classified	agent-01
01-core-compatibility	neo4j-src	community/community-it/bolt-it/pom.xml	a13c07be7527137e769c944a38ed476c35b0f546	4359	xml	source_candidate	agent-01
01-core-compatibility	neo4j-src	community/community-it/bolt-it/src/test/java/org/neo4j/bolt/BasicOperationIT.java	9b2342819ccf4dc89a0809566019c427ba88c2b5	18840	java	source_candidate	agent-01
01-core-compatibility	neo4j-src	community/community-it/bolt-it/src/test/java/org/neo4j/bolt/BoltCommunityDiscoveryIT.java	7f79697dc792518dc4e80179b377087ed470b66b	2127	java	source_candidate	agent-01
01-core-compatibility	neo4j-src	community/community-it/bolt-it/src/test/java/org/neo4j/bolt/BookmarkIT.java	011322fb24b67375ff689702983d5df32b1e52f0	3906	java	source_candidate	agent-01
01-core-compatibility	neo4j-src	community/community-it/bolt-it/src/test/java/org/neo4j/bolt/KeepAliveIT.java	db710e818f116a93e00c4759f681a869e6ec09e5	3612	java	source_candidate	agent-01
01-core-compatibility	neo4j-src	community/community-it/bolt-it/src/test/java/org/neo4j/bolt/LegacyNegotiationIT.java	2415443ede0dcdeb39bdbe047b4ffa6c4eaf75f5	5790	java	source_candidate	agent-01
01-core-compatibility	neo4j-src	community/community-it/bolt-it/src/test/java/org/neo4j/bolt/LegacyNotificationsConfigIT.java	01896b8dec5b0cb34cebdabb92345248d9a09b0a	18430	java	source_candidate	agent-01
01-core-compatibility	neo4j-src	community/community-it/bolt-it/src/test/java/org/neo4j/bolt/MalformedMessageIT.java	4b4dbb9016735bf6c20123cfb3a35b529f41e00c	9440	java	source_candidate	agent-01
01-core-compatibility	neo4j-src	community/community-it/bolt-it/src/test/java/org/neo4j/bolt/ModernNegotiationIT.java	28fe500c91179a340243cf5dda0d6f303982af68	7449	java	source_candidate	agent-01
01-core-compatibility	neo4j-src	community/community-it/bolt-it/src/test/java/org/neo4j/bolt/NettyMemoryPoolIT.java	76022b934a656dee45fdb729722ad556074b2066	3291	java	source_candidate	agent-01
01-core-compatibility	neo4j-src	community/community-it/bolt-it/src/test/java/org/neo4j/bolt/NotificationsConfigIT.java	f89222faefb8352b04977a0467aa5989c815ac0f	23288	java	source_candidate	agent-01
01-core-compatibility	neo4j-src	community/community-it/bolt-it/src/test/java/org/neo4j/bolt/ProtocolViolationIT.java	7592b9276d074618d66d20afa5c96a8a0e9e85ea	20421	java	source_candidate	agent-01
01-core-compatibility	neo4j-src	community/community-it/bolt-it/src/test/java/org/neo4j/bolt/ResetLockedNodeIT.java	a92cac11127735a9f87c9c1a31a4cf4ec6cbaa41	3594	java	source_candidate	agent-01
01-core-compatibility	neo4j-src	community/community-it/bolt-it/src/test/java/org/neo4j/bolt/ResetMessageIT.java	948ad1cb7ef0959d4914d84f797ba1877327b747	5411	java	source_candidate	agent-01
01-core-compatibility	neo4j-src	community/community-it/bolt-it/src/test/java/org/neo4j/bolt/RoutingTableIT.java	154b61bf1b44fa7a27c63acb2bbc1bc9e571d578	8748	java	source_candidate	agent-01
01-core-compatibility	neo4j-src	community/community-it/bolt-it/src/test/java/org/neo4j/bolt/SchedulerBusyIT.java	d5400a54d8b72b647eb1c5082f810a3f9ac9fe70	10996	java	source_candidate	agent-01
01-core-compatibility	neo4j-src	community/community-it/bolt-it/src/test/java/org/neo4j/bolt/ShutdownSequenceIT.java	de51b719d5b29a94bf298e5005bd65e6b251743a	11684	java	source_candidate	agent-01
01-core-compatibility	neo4j-src	community/community-it/bolt-it/src/test/java/org/neo4j/bolt/TelemetryDisabledIT.java	01f63c547a3443c4af1603a4330faab53e102ea7	2637	java	source_candidate	agent-01
01-core-compatibility	neo4j-src	community/community-it/bolt-it/src/test/java/org/neo4j/bolt/TelemetryIT.java	7dcac0cbaab566bb0fcf86f2d4c2281ba8286906	10829	java	source_candidate	agent-01
01-core-compatibility	neo4j-src	community/community-it/bolt-it/src/test/java/org/neo4j/bolt/TransactionManagerCleanupIT.java	fa8697bc0cf774ec276a6f7a0c99c0d61f7571d8	2391	java	source_candidate	agent-01
01-core-compatibility	neo4j-src	community/community-it/bolt-it/src/test/java/org/neo4j/bolt/authentication/AuthenticationIT.java	fa48d4f49e152cce29ab4881ce90c1f8c4a80391	45864	java	source_candidate	agent-01
01-core-compatibility	neo4j-src	community/community-it/bolt-it/src/test/java/org/neo4j/bolt/authentication/BoltAgentIT.java	54e4e7fd1a0cbcf6705c1bae746b41040746386c	12109	java	source_candidate	agent-01
01-core-compatibility	neo4j-src	community/community-it/bolt-it/src/test/java/org/neo4j/bolt/authentication/ConnectionHintIT.java	0b6713443eb4f3a87149eb63d92b8578ec7de008	4544	java	source_candidate	agent-01
01-core-compatibility	neo4j-src	community/community-it/bolt-it/src/test/java/org/neo4j/bolt/authentication/LegacyAuthenticationIT.java	b080300b8f9737f9ab38eaca4bcb4d079c3de15f	14964	java	source_candidate	agent-01
01-core-compatibility	neo4j-src	community/community-it/bolt-it/src/test/java/org/neo4j/bolt/authentication/PreAuthLimitIT.java	27fdc8a386c70fbc9d3a29208b529dd436606073	12331	java	source_candidate	agent-01
01-core-compatibility	neo4j-src	community/community-it/bolt-it/src/test/java/org/neo4j/bolt/authentication/UnauthenticatedIT.java	0abe18d3a6ec3d1f617d90753bf9991830360646	4857	java	source_candidate	agent-01
01-core-compatibility	neo4j-src	community/community-it/bolt-it/src/test/java/org/neo4j/bolt/authentication/UserAgentIT.java	f33084c3a2b027ede8accf6b2ac497c8b53c50be	6100	java	source_candidate	agent-01
01-core-compatibility	neo4j-src	community/community-it/bolt-it/src/test/java/org/neo4j/bolt/fsm/AuthenticationStateIT.java	d5937d66087149c0f6974d87f0b5768303348307	2889	java	source_candidate	agent-01
01-core-compatibility	neo4j-src	community/community-it/bolt-it/src/test/java/org/neo4j/bolt/fsm/AutoCommitStateIT.java	dd978612d6aed643bb6f04d3236051bcc35f0fc3	9711	java	source_candidate	agent-01
