canonical_hint	raw_name	path	line_start	line_end	context_kind	evidence_id
hook-shortcut	Hooking	docs_PRD06/graph-learning/component-hooking-shortcutting-ascii.md	1	1	algorithm	A09-O0234
hook-shortcut	hooking	docs_PRD06/graph-learning/component-hooking-shortcutting-ascii.md	6	6	algorithm	A09-O0235
bfs	BFS	docs_PRD06/graph-learning/component-hooking-shortcutting-ascii.md	7	7	algorithm	A09-O0236
connected-components	connected components	docs_PRD06/graph-learning/component-hooking-shortcutting-ascii.md	7	7	algorithm_family	A09-O0237
hook-shortcut	HOOK	docs_PRD06/graph-learning/component-hooking-shortcutting-ascii.md	7	7	algorithm	A09-O0238
connected-components	WCC	docs_PRD06/graph-learning/component-hooking-shortcutting-ascii.md	11	11	algorithm_family	A09-O0239
bfs	BFS	docs_PRD06/graph-learning/component-hooking-shortcutting-ascii.md	13	13	algorithm	A09-O0240
hook-shortcut	HOOK	docs_PRD06/graph-learning/component-hooking-shortcutting-ascii.md	22	22	algorithm	A09-O0241
hook-shortcut	SHORTCUT	docs_PRD06/graph-learning/component-hooking-shortcutting-ascii.md	26	26	algorithm	A09-O0242
hook-shortcut	hook	docs_PRD06/graph-learning/component-hooking-shortcutting-ascii.md	29	29	algorithm	A09-O0243
bfs	BFS	docs_PRD06/graph-learning/component-hooking-shortcutting-ascii.md	34	34	algorithm	A09-O0244
hook-shortcut	hooking	docs_PRD06/graph-learning/component-hooking-shortcutting-ascii.md	34	34	algorithm	A09-O0245
hook-shortcut	hook	docs_PRD06/graph-learning/component-hooking-shortcutting-ascii.md	42	42	algorithm	A09-O0246
hook-shortcut	hook	docs_PRD06/graph-learning/component-hooking-shortcutting-ascii.md	45	45	algorithm	A09-O0247
hook-shortcut	hook	docs_PRD06/graph-learning/component-hooking-shortcutting-ascii.md	46	46	algorithm	A09-O0248
hook-shortcut	shortcut	docs_PRD06/graph-learning/component-hooking-shortcutting-ascii.md	48	48	algorithm	A09-O0249
fastsv	FastSV	docs_PRD06/graph-learning/component-hooking-shortcutting-ascii.md	49	49	algorithm	A09-O0250
a-star	A*	docs_PRD06/graph-learning/component-hooking-shortcutting-ascii.md	50	50	algorithm	A09-O0251
hook-shortcut	hook	docs_PRD06/graph-learning/component-hooking-shortcutting-ascii.md	50	50	algorithm	A09-O0252
semiring-traversal	semiring	docs_PRD06/graph-learning/component-hooking-shortcutting-ascii.md	50	50	algorithm_family	A09-O0253
hook-shortcut	hook	docs_PRD06/graph-learning/component-hooking-shortcutting-ascii.md	54	54	algorithm	A09-O0254
hook-shortcut	hook	docs_PRD06/graph-learning/component-hooking-shortcutting-ascii.md	59	59	algorithm	A09-O0255
hook-shortcut	shortcut	docs_PRD06/graph-learning/component-hooking-shortcutting-ascii.md	65	65	algorithm	A09-O0256
hook-shortcut	hook	docs_PRD06/graph-learning/component-hooking-shortcutting-ascii.md	71	71	algorithm	A09-O0257
afforest	Afforest	docs_PRD06/graph-learning/component-hooking-shortcutting-ascii.md	74	74	algorithm	A09-O0258
afforest	Afforest	docs_PRD06/graph-learning/component-hooking-shortcutting-ascii.md	76	76	algorithm	A09-O0259
hook-shortcut	hook	docs_PRD06/graph-learning/component-hooking-shortcutting-ascii.md	80	80	algorithm	A09-O0260
bfs	BFS	docs_PRD06/graph-learning/component-hooking-shortcutting-ascii.md	92	92	algorithm	A09-O0261
bfs	BFS	docs_PRD06/graph-learning/component-hooking-shortcutting-ascii.md	96	96	algorithm	A09-O0262
connected-components	WCC	docs_PRD06/graph-learning/component-hooking-shortcutting-ascii.md	96	96	algorithm_family	A09-O0263
hook-shortcut	hook	docs_PRD06/graph-learning/component-hooking-shortcutting-ascii.md	97	97	algorithm	A09-O0264
afforest	Afforest	docs_PRD06/graph-learning/component-hooking-shortcutting-ascii.md	98	98	algorithm	A09-O0265
bfs	BFS	docs_PRD06/graph-learning/component-hooking-shortcutting-ascii.md	102	102	algorithm	A09-O0266
connected-components	WCC	docs_PRD06/graph-learning/component-hooking-shortcutting-ascii.md	102	102	algorithm_family	A09-O0267
hook-shortcut	hook	docs_PRD06/graph-learning/component-hooking-shortcutting-ascii.md	104	104	algorithm	A09-O0268
hook-shortcut	pointer jump	docs_PRD06/graph-learning/component-hooking-shortcutting-ascii.md	110	110	algorithm	A09-O0269
hook-shortcut	hook	docs_PRD06/graph-learning/component-hooking-shortcutting-ascii.md	111	111	algorithm	A09-O0270
fastsv	FastSV	docs_PRD06/graph-learning/component-hooking-shortcutting-ascii.md	111	111	algorithm	A09-O0271
hook-shortcut	shortcut	docs_PRD06/graph-learning/component-hooking-shortcutting-ascii.md	112	112	algorithm	A09-O0272
semiring-traversal	GraphBLAS	docs_PRD06/graph-learning/component-hooking-shortcutting-ascii.md	113	113	algorithm_family	A09-O0273
union-find	UnionFind	docs_PRD06/graph-learning/component-hooking-shortcutting-ascii.md	115	115	algorithm	A09-O0274
label-propagation	LabelPropagation	docs_PRD06/graph-learning/component-hooking-shortcutting-ascii.md	116	116	algorithm	A09-O0275
union-find	union-find	docs_PRD06/graph-learning/component-hooking-shortcutting-ascii.md	119	119	algorithm	A09-O0276
connected-components	component labels	docs_PRD06/graph-learning/component-hooking-shortcutting-ascii.md	122	122	algorithm_family	A09-O0277
connected-components	WCC	docs_PRD06/graph-learning/component-hooking-shortcutting-ascii.md	128	128	algorithm_family	A09-O0278
union-find	union-find	docs_PRD06/graph-learning/component-hooking-shortcutting-ascii.md	128	128	algorithm	A09-O0279
hook-shortcut	hook	docs_PRD06/graph-learning/component-hooking-shortcutting-ascii.md	131	131	algorithm	A09-O0280
fastsv	large-star	docs_PRD06/graph-learning/component-hooking-shortcutting-ascii.md	132	132	algorithm	A09-O0281
superstep-bsp	BSP	docs_PRD06/graph-learning/component-hooking-shortcutting-ascii.md	132	132	algorithm_family	A09-O0282
connected-components	WCC	docs_PRD06/graph-learning/component-hooking-shortcutting-ascii.md	135	135	algorithm_family	A09-O0283
connected-components	WCC	docs_PRD06/graph-learning/component-hooking-shortcutting-ascii.md	136	136	algorithm_family	A09-O0284
csr-build	CSR	docs_PRD06/graph-learning/component-hooking-shortcutting-ascii.md	136	136	storage_algorithm	A09-O0285
immutable-delta-rebuild	immutable CSR	docs_PRD06/graph-learning/component-hooking-shortcutting-ascii.md	136	136	storage_algorithm	A09-O0286
hook-shortcut	hook	docs_PRD06/graph-learning/component-hooking-shortcutting-ascii.md	137	137	algorithm	A09-O0287
afforest	Afforest	docs_PRD06/graph-learning/component-hooking-shortcutting-ascii.md	144	144	algorithm	A09-O0288
hook-shortcut	hooking	docs_PRD06/graph-learning/component-hooking-shortcutting-ascii.md	145	145	algorithm	A09-O0289
fastsv	FastSV	docs_PRD06/graph-learning/component-hooking-shortcutting-ascii.md	145	145	algorithm	A09-O0290
union-find	UnionFind	docs_PRD06/graph-learning/component-hooking-shortcutting-ascii.md	147	147	algorithm	A09-O0291
label-propagation	LabelPropagation	docs_PRD06/graph-learning/component-hooking-shortcutting-ascii.md	147	147	algorithm	A09-O0292
hook-shortcut	Shortcut	docs_PRD06/graph-learning/component-hooking-shortcutting-ascii.md	148	148	algorithm	A09-O0293
fastsv	FastSV	docs_PRD06/graph-learning/component-hooking-shortcutting-ascii.md	152	152	algorithm	A09-O0294
semiring-traversal	semiring	docs_PRD06/graph-learning/component-hooking-shortcutting-ascii.md	152	152	algorithm_family	A09-O0295
csr-build	csr	docs_PRD06/graph-learning/component-hooking-shortcutting-ascii.md	154	154	storage_algorithm	A09-O0296
connected-components	component labels	docs_PRD06/graph-learning/component-hooking-shortcutting-ascii.md	156	156	algorithm_family	A09-O0297
connected-components	WCC	docs_PRD06/graph-learning/component-hooking-shortcutting-ascii.md	158	158	algorithm_family	A09-O0298
tolerant-validation	partition equality	docs_PRD06/graph-learning/component-hooking-shortcutting-ascii.md	158	158	verification_method	A09-O0299
union-find	union-find	docs_PRD06/graph-learning/component-hooking-shortcutting-ascii.md	161	161	algorithm	A09-O0300
jaccard-overlap-cosine	overlap	docs_PRD06/graph-learning/component-hooking-shortcutting-ascii.md	161	161	algorithm_family	A09-O0301
hook-shortcut	hook	docs_PRD06/graph-learning/component-hooking-shortcutting-ascii.md	162	162	algorithm	A09-O0302
afforest	Afforest	docs_PRD06/graph-learning/component-hooking-shortcutting-ascii.md	162	162	algorithm	A09-O0303
posting-compression	posting	docs_PRD06/graph-learning/corpus-capstone-pattern-synthesis-mermaid.md	7	7	storage_algorithm	A09-O0304
lsm-compaction	SSTable	docs_PRD06/graph-learning/corpus-capstone-pattern-synthesis-mermaid.md	28	28	storage_algorithm	A09-O0305
wal-group-commit	WAL	docs_PRD06/graph-learning/corpus-capstone-pattern-synthesis-mermaid.md	28	28	storage_algorithm	A09-O0306
cow-tree-snapshot	COW	docs_PRD06/graph-learning/corpus-capstone-pattern-synthesis-mermaid.md	28	28	storage_algorithm	A09-O0307
vamana-ann	Vamana	docs_PRD06/graph-learning/corpus-capstone-pattern-synthesis-mermaid.md	29	29	algorithm_family	A09-O0308
posting-compression	posting	docs_PRD06/graph-learning/corpus-capstone-pattern-synthesis-mermaid.md	29	29	storage_algorithm	A09-O0309
csr-build	CSR	docs_PRD06/graph-learning/corpus-capstone-pattern-synthesis-mermaid.md	29	29	storage_algorithm	A09-O0310
wand-pruning	WAND	docs_PRD06/graph-learning/corpus-capstone-pattern-synthesis-mermaid.md	30	30	algorithm_family	A09-O0311
superstep-bsp	superstep	docs_PRD06/graph-learning/corpus-capstone-pattern-synthesis-mermaid.md	30	30	algorithm_family	A09-O0312
pull-operator-pipeline	pull operator	docs_PRD06/graph-learning/corpus-capstone-pattern-synthesis-mermaid.md	30	30	protocol	A09-O0313
ivf-probe	nprobe	docs_PRD06/graph-learning/corpus-capstone-pattern-synthesis-mermaid.md	31	31	algorithm_family	A09-O0314
vector-quantization	PQ	docs_PRD06/graph-learning/corpus-capstone-pattern-synthesis-mermaid.md	31	31	storage_algorithm	A09-O0315
bloom-filter	bloom	docs_PRD06/graph-learning/corpus-capstone-pattern-synthesis-mermaid.md	31	31	storage_algorithm	A09-O0316
tolerant-validation	epsilon	docs_PRD06/graph-learning/corpus-capstone-pattern-synthesis-mermaid.md	31	31	verification_method	A09-O0317
tolerant-validation	tolerant	docs_PRD06/graph-learning/corpus-capstone-pattern-synthesis-mermaid.md	32	32	verification_method	A09-O0318
stub-conformance	stub script	docs_PRD06/graph-learning/corpus-capstone-pattern-synthesis-mermaid.md	32	32	verification_method	A09-O0319
ivf-probe	IVF	docs_PRD06/graph-learning/corpus-capstone-pattern-synthesis-mermaid.md	41	41	algorithm_family	A09-O0320
lsm-compaction	SSTable	docs_PRD06/graph-learning/corpus-capstone-pattern-synthesis-mermaid.md	41	41	storage_algorithm	A09-O0321
posting-compression	posting	docs_PRD06/graph-learning/corpus-capstone-pattern-synthesis-mermaid.md	41	41	storage_algorithm	A09-O0322
csr-build	CSR	docs_PRD06/graph-learning/corpus-capstone-pattern-synthesis-mermaid.md	41	41	storage_algorithm	A09-O0323
lsm-compaction	LSM	docs_PRD06/graph-learning/corpus-capstone-pattern-synthesis-mermaid.md	42	42	storage_algorithm	A09-O0324
roaring-idsets	roaring	docs_PRD06/graph-learning/corpus-capstone-pattern-synthesis-mermaid.md	43	43	storage_algorithm	A09-O0325
packstream-encoding	PackStream	docs_PRD06/graph-learning/corpus-capstone-pattern-synthesis-mermaid.md	43	43	protocol	A09-O0326
hnsw-search	HNSW	docs_PRD06/graph-learning/corpus-capstone-pattern-synthesis-mermaid.md	44	44	algorithm	A09-O0327
wand-pruning	WAND	docs_PRD06/graph-learning/corpus-capstone-pattern-synthesis-mermaid.md	44	44	algorithm_family	A09-O0328
bloom-filter	bloom	docs_PRD06/graph-learning/corpus-capstone-pattern-synthesis-mermaid.md	44	44	storage_algorithm	A09-O0329
incremental-delta-iteration	signed delta	docs_PRD06/graph-learning/corpus-capstone-pattern-synthesis-mermaid.md	45	45	algorithm_family	A09-O0330
out-of-core-graph-processing	x stream	docs_PRD06/graph-learning/corpus-capstone-pattern-synthesis-mermaid.md	45	45	storage_algorithm	A09-O0331
mvcc-snapshot	MVCC	docs_PRD06/graph-learning/corpus-capstone-pattern-synthesis-mermaid.md	45	45	protocol	A09-O0332
lsm-compaction	LSM	docs_PRD06/graph-learning/corpus-capstone-pattern-synthesis-mermaid.md	46	46	storage_algorithm	A09-O0333
csr-build	CSR	docs_PRD06/graph-learning/corpus-capstone-pattern-synthesis-mermaid.md	46	46	storage_algorithm	A09-O0334
graph-partitioning	vertex-cut	docs_PRD06/graph-learning/corpus-capstone-pattern-synthesis-mermaid.md	46	46	algorithm_family	A09-O0335
tolerant-validation	epsilon	docs_PRD06/graph-learning/corpus-capstone-pattern-synthesis-mermaid.md	47	47	verification_method	A09-O0336
csr-build	CSR	docs_PRD06/graph-learning/corpus-capstone-pattern-synthesis-mermaid.md	56	56	storage_algorithm	A09-O0337
roaring-idsets	roaring	docs_PRD06/graph-learning/corpus-capstone-pattern-synthesis-mermaid.md	57	57	storage_algorithm	A09-O0338
pull-operator-pipeline	pull pipeline	docs_PRD06/graph-learning/corpus-capstone-pattern-synthesis-mermaid.md	57	57	protocol	A09-O0339
hnsw-search	HNSW	docs_PRD06/graph-learning/corpus-capstone-pattern-synthesis-mermaid.md	58	58	algorithm	A09-O0340
bm25-scoring	BM25	docs_PRD06/graph-learning/corpus-capstone-pattern-synthesis-mermaid.md	58	58	algorithm	A09-O0341
wand-pruning	WAND	docs_PRD06/graph-learning/corpus-capstone-pattern-synthesis-mermaid.md	58	58	algorithm_family	A09-O0342
metamorphic-testing	TLP	docs_PRD06/graph-learning/corpus-capstone-pattern-synthesis-mermaid.md	60	60	verification_method	A09-O0343
hnsw-search	HNSW	docs_PRD06/graph-learning/corpus-capstone-pattern-synthesis-mermaid.md	61	61	algorithm	A09-O0344
wand-pruning	WAND	docs_PRD06/graph-learning/corpus-capstone-pattern-synthesis-mermaid.md	61	61	algorithm_family	A09-O0345
roaring-idsets	roaring	docs_PRD06/graph-learning/corpus-capstone-pattern-synthesis-mermaid.md	61	61	storage_algorithm	A09-O0346
wal-group-commit	WAL	docs_PRD06/graph-learning/corpus-capstone-pattern-synthesis-mermaid.md	69	69	storage_algorithm	A09-O0347
lsm-compaction	compaction	docs_PRD06/graph-learning/corpus-capstone-pattern-synthesis-mermaid.md	70	70	storage_algorithm	A09-O0348
csr-build	CSR	docs_PRD06/graph-learning/corpus-capstone-pattern-synthesis-mermaid.md	70	70	storage_algorithm	A09-O0349
lsm-compaction	LSM	docs_PRD06/graph-learning/corpus-capstone-pattern-synthesis-mermaid.md	71	71	storage_algorithm	A09-O0350
bloom-filter	bloom	docs_PRD06/graph-learning/corpus-capstone-pattern-synthesis-mermaid.md	72	72	storage_algorithm	A09-O0351
csr-build	CSR	docs_PRD06/graph-learning/corpus-capstone-pattern-synthesis-mermaid.md	73	73	storage_algorithm	A09-O0352
stub-conformance	boltstub	docs_PRD06/graph-learning/corpus-capstone-pattern-synthesis-mermaid.md	82	82	verification_method	A09-O0353
worst-case-optimal-join	WCOJ	docs_PRD06/graph-learning/corpus-capstone-pattern-synthesis-mermaid.md	95	95	algorithm_family	A09-O0354
hashgnn	GNN	docs_PRD06/graph-learning/corpus-capstone-pattern-synthesis-mermaid.md	97	97	algorithm_family	A09-O0355
graph-embeddings	embedding	docs_PRD06/graph-learning/corpus-capstone-pattern-synthesis-mermaid.md	97	97	algorithm_family	A09-O0356
lsm-compaction	LSM	docs_PRD06/graph-learning/corpus-capstone-pattern-synthesis-mermaid.md	129	129	storage_algorithm	A09-O0357
wal-group-commit	WAL	docs_PRD06/graph-learning/corpus-capstone-pattern-synthesis-mermaid.md	129	129	storage_algorithm	A09-O0358
mvcc-snapshot	MVCC	docs_PRD06/graph-learning/corpus-capstone-pattern-synthesis-mermaid.md	129	129	protocol	A09-O0359
pull-operator-pipeline	pull pipeline	docs_PRD06/graph-learning/corpus-capstone-pattern-synthesis-mermaid.md	130	130	protocol	A09-O0360
wand-pruning	WAND	docs_PRD06/graph-learning/corpus-capstone-pattern-synthesis-mermaid.md	132	132	algorithm_family	A09-O0361
fst-dictionary	FST	docs_PRD06/graph-learning/corpus-capstone-pattern-synthesis-mermaid.md	132	132	storage_algorithm	A09-O0362
posting-compression	posting	docs_PRD06/graph-learning/corpus-capstone-pattern-synthesis-mermaid.md	132	132	storage_algorithm	A09-O0363
hnsw-search	HNSW	docs_PRD06/graph-learning/corpus-capstone-pattern-synthesis-mermaid.md	133	133	algorithm	A09-O0364
ivf-probe	IVF	docs_PRD06/graph-learning/corpus-capstone-pattern-synthesis-mermaid.md	133	133	algorithm_family	A09-O0365
vector-quantization	PQ	docs_PRD06/graph-learning/corpus-capstone-pattern-synthesis-mermaid.md	133	133	storage_algorithm	A09-O0366
incremental-delta-iteration	signed delta	docs_PRD06/graph-learning/corpus-capstone-pattern-synthesis-mermaid.md	134	134	algorithm_family	A09-O0367
tolerant-validation	EquivalenceValidationRule	docs_PRD06/graph-learning/corpus-capstone-pattern-synthesis-mermaid.md	136	136	verification_method	A09-O0368
out-of-core-graph-processing	GraphChi	docs_PRD06/graph-learning/corpus-research-findings.md	26	26	storage_algorithm	A09-O0369
lsm-compaction	lsm	docs_PRD06/graph-learning/corpus-research-findings.md	41	41	storage_algorithm	A09-O0370
hnsw-search	HNSW	docs_PRD06/graph-learning/corpus-research-findings.md	52	52	algorithm	A09-O0371
vamana-ann	DiskANN	docs_PRD06/graph-learning/corpus-research-findings.md	52	52	algorithm_family	A09-O0372
semiring-traversal	GraphBLAS	docs_PRD06/graph-learning/corpus-research-findings.md	54	54	algorithm_family	A09-O0373
lsm-compaction	lsm	docs_PRD06/graph-learning/corpus-research-findings.md	62	62	storage_algorithm	A09-O0374
vamana-ann	DiskANN	docs_PRD06/graph-learning/corpus-research-findings.md	72	72	algorithm_family	A09-O0375
lsm-compaction	LSM	docs_PRD06/graph-learning/corpus-research-findings.md	73	73	storage_algorithm	A09-O0376
out-of-core-graph-processing	out-of-core	docs_PRD06/graph-learning/corpus-research-findings.md	74	74	storage_algorithm	A09-O0377
hnsw-search	HNSW	docs_PRD06/graph-learning/corpus-research-findings.md	75	75	algorithm	A09-O0378
hashgnn	GNN	docs_PRD06/graph-learning/corpus-research-findings.md	77	77	algorithm_family	A09-O0379
lsm-compaction	LSM	docs_PRD06/graph-learning/corpus-research-findings.md	77	77	storage_algorithm	A09-O0380
stub-conformance	testkit	docs_PRD06/graph-learning/corpus-research-findings.md	80	80	verification_method	A09-O0381
history-checking	Jepsen	docs_PRD06/graph-learning/corpus-research-findings.md	96	96	verification_method	A09-O0382
roaring-idsets	Roaring	docs_PRD06/graph-learning/corpus-research-findings.md	101	101	storage_algorithm	A09-O0383
roaring-idsets	Roaring	docs_PRD06/graph-learning/corpus-research-findings.md	102	102	storage_algorithm	A09-O0384
roaring-idsets	roaring	docs_PRD06/graph-learning/corpus-research-findings.md	103	103	storage_algorithm	A09-O0385
lsm-compaction	lsm	docs_PRD06/graph-learning/corpus-research-findings.md	105	105	storage_algorithm	A09-O0386
cow-tree-snapshot	COW	docs_PRD06/graph-learning/cow-tree-snapshot-mermaid.md	1	1	storage_algorithm	A09-O0387
cow-tree-snapshot	cow	docs_PRD06/graph-learning/cow-tree-snapshot-mermaid.md	6	6	storage_algorithm	A09-O0388
wal-group-commit	WAL	docs_PRD06/graph-learning/cow-tree-snapshot-mermaid.md	7	7	storage_algorithm	A09-O0389
cow-tree-snapshot	root flip	docs_PRD06/graph-learning/cow-tree-snapshot-mermaid.md	9	9	storage_algorithm	A09-O0390
eigenvector-family	hits	docs_PRD06/graph-learning/cow-tree-snapshot-mermaid.md	26	26	algorithm_family	A09-O0391
mvcc-snapshot	MVCC	docs_PRD06/graph-learning/cow-tree-snapshot-mermaid.md	29	29	protocol	A09-O0392
mvcc-snapshot	mvcc	docs_PRD06/graph-learning/cow-tree-snapshot-mermaid.md	30	30	protocol	A09-O0393
cow-tree-snapshot	path-copy	docs_PRD06/graph-learning/cow-tree-snapshot-mermaid.md	72	72	storage_algorithm	A09-O0394
lsm-compaction	LSM	docs_PRD06/graph-learning/cow-tree-snapshot-mermaid.md	98	98	storage_algorithm	A09-O0395
cow-tree-snapshot	COW	docs_PRD06/graph-learning/cow-tree-snapshot-mermaid.md	98	98	storage_algorithm	A09-O0396
cow-tree-snapshot	COW	docs_PRD06/graph-learning/cow-tree-snapshot-mermaid.md	122	122	storage_algorithm	A09-O0397
cow-tree-snapshot	COW	docs_PRD06/graph-learning/cow-tree-snapshot-mermaid.md	123	123	storage_algorithm	A09-O0398
cow-tree-snapshot	COW	docs_PRD06/graph-learning/cow-tree-snapshot-mermaid.md	124	124	storage_algorithm	A09-O0399
cow-tree-snapshot	COW	docs_PRD06/graph-learning/cow-tree-snapshot-mermaid.md	127	127	storage_algorithm	A09-O0400
cow-tree-snapshot	path-copy	docs_PRD06/graph-learning/cow-tree-snapshot-mermaid.md	152	152	storage_algorithm	A09-O0401
mvcc-snapshot	mvcc	docs_PRD06/graph-learning/cow-tree-snapshot-mermaid.md	157	157	protocol	A09-O0402
lsm-compaction	lsm	docs_PRD06/graph-learning/cow-tree-snapshot-mermaid.md	158	158	storage_algorithm	A09-O0403
wal-group-commit	wal	docs_PRD06/graph-learning/cow-tree-snapshot-mermaid.md	159	159	storage_algorithm	A09-O0404
cow-tree-snapshot	COW	docs_PRD06/graph-learning/cow-tree-snapshot-mermaid.md	159	159	storage_algorithm	A09-O0405
jaccard-overlap-cosine	overlap	docs_PRD06/graph-learning/cow-tree-snapshot-mermaid.md	161	161	algorithm_family	A09-O0406
superstep-bsp	barrier	docs_PRD06/graph-learning/dataflow-compute-pattern-synthesis-mermaid.md	7	7	algorithm_family	A09-O0407
superstep-bsp	barrier	docs_PRD06/graph-learning/dataflow-compute-pattern-synthesis-mermaid.md	14	14	algorithm_family	A09-O0408
superstep-bsp	superstep	docs_PRD06/graph-learning/dataflow-compute-pattern-synthesis-mermaid.md	15	15	algorithm_family	A09-O0409
superstep-bsp	BARRIER	docs_PRD06/graph-learning/dataflow-compute-pattern-synthesis-mermaid.md	23	23	algorithm_family	A09-O0410
connected-components	WCC	docs_PRD06/graph-learning/dataflow-compute-pattern-synthesis-mermaid.md	32	32	algorithm_family	A09-O0411
connected-components	WCC	docs_PRD06/graph-learning/dataflow-compute-pattern-synthesis-mermaid.md	33	33	algorithm_family	A09-O0412
connected-components	WCC	docs_PRD06/graph-learning/dataflow-compute-pattern-synthesis-mermaid.md	34	34	algorithm_family	A09-O0413
superstep-bsp	superstep	docs_PRD06/graph-learning/dataflow-compute-pattern-synthesis-mermaid.md	34	34	algorithm_family	A09-O0414
bfs	BFS	docs_PRD06/graph-learning/dataflow-compute-pattern-synthesis-mermaid.md	35	35	algorithm	A09-O0415
connected-components	WCC	docs_PRD06/graph-learning/dataflow-compute-pattern-synthesis-mermaid.md	35	35	algorithm_family	A09-O0416
graph-partitioning	vertex-cut	docs_PRD06/graph-learning/dataflow-compute-pattern-synthesis-mermaid.md	36	36	algorithm_family	A09-O0417
superstep-bsp	barrier	docs_PRD06/graph-learning/dataflow-compute-pattern-synthesis-mermaid.md	50	50	algorithm_family	A09-O0418
superstep-bsp	superstep	docs_PRD06/graph-learning/dataflow-compute-pattern-synthesis-mermaid.md	54	54	algorithm_family	A09-O0419
reachability	reachability	docs_PRD06/graph-learning/dataflow-compute-pattern-synthesis-mermaid.md	58	58	algorithm_family	A09-O0420
superstep-bsp	barrier	docs_PRD06/graph-learning/dataflow-compute-pattern-synthesis-mermaid.md	58	58	algorithm_family	A09-O0421
superstep-bsp	superstep	docs_PRD06/graph-learning/dataflow-compute-pattern-synthesis-mermaid.md	68	68	algorithm_family	A09-O0422
graph-partitioning	vertex-cut	docs_PRD06/graph-learning/dataflow-compute-pattern-synthesis-mermaid.md	68	68	algorithm_family	A09-O0423
hook-shortcut	hooking	docs_PRD06/graph-learning/dataflow-compute-pattern-synthesis-mermaid.md	71	71	algorithm	A09-O0424
superstep-bsp	barrier	docs_PRD06/graph-learning/dataflow-compute-pattern-synthesis-mermaid.md	71	71	algorithm_family	A09-O0425
bfs	BFS	docs_PRD06/graph-learning/dataflow-compute-pattern-synthesis-mermaid.md	81	81	algorithm	A09-O0426
connected-components	WCC	docs_PRD06/graph-learning/dataflow-compute-pattern-synthesis-mermaid.md	81	81	algorithm_family	A09-O0427
pagerank	PageRank	docs_PRD06/graph-learning/dataflow-compute-pattern-synthesis-mermaid.md	81	81	algorithm	A09-O0428
lsm-compaction	LSM	docs_PRD06/graph-learning/dataflow-compute-pattern-synthesis-mermaid.md	101	101	storage_algorithm	A09-O0429
pull-operator-pipeline	pull pipeline	docs_PRD06/graph-learning/dataflow-compute-pattern-synthesis-mermaid.md	102	102	protocol	A09-O0430
history-checking	Jepsen	docs_PRD06/graph-learning/dataflow-compute-pattern-synthesis-mermaid.md	106	106	verification_method	A09-O0431
bfs	bfs	docs_PRD06/graph-learning/dataflow-compute-pattern-synthesis-mermaid.md	123	123	algorithm	A09-O0432
incremental-delta-iteration	semi-naive	docs_PRD06/graph-learning/dataflow-compute-pattern-synthesis-mermaid.md	124	124	algorithm_family	A09-O0433
superstep-bsp	superstep	docs_PRD06/graph-learning/dataflow-compute-pattern-synthesis-mermaid.md	125	125	algorithm_family	A09-O0434
graph-partitioning	vertex-cut	docs_PRD06/graph-learning/dataflow-compute-pattern-synthesis-mermaid.md	126	126	algorithm_family	A09-O0435
superstep-bsp	superstep	docs_PRD06/graph-learning/dataflow-compute-pattern-synthesis-mermaid.md	132	132	algorithm_family	A09-O0436
superstep-bsp	Pregel	docs_PRD06/graph-learning/dataflow-compute-pattern-synthesis-mermaid.md	137	137	algorithm_family	A09-O0437
bfs	bfs	docs_PRD06/graph-learning/dataflow-compute-pattern-synthesis-mermaid.md	138	138	algorithm	A09-O0438
lsm-compaction	compaction	docs_PRD06/graph-learning/dataflow-compute-pattern-synthesis-mermaid.md	144	144	storage_algorithm	A09-O0439
vamana-ann	DiskANN	docs_PRD06/graph-learning/diskann-vamana-layout-ascii.md	1	1	algorithm_family	A09-O0440
vamana-ann	diskann	docs_PRD06/graph-learning/diskann-vamana-layout-ascii.md	6	6	algorithm_family	A09-O0441
vamana-ann	Vamana	docs_PRD06/graph-learning/diskann-vamana-layout-ascii.md	7	7	algorithm_family	A09-O0442
vector-quantization	PQ	docs_PRD06/graph-learning/diskann-vamana-layout-ascii.md	7	7	storage_algorithm	A09-O0443
hnsw-search	HNSW	docs_PRD06/graph-learning/diskann-vamana-layout-ascii.md	11	11	algorithm	A09-O0444
vamana-ann	DiskANN	docs_PRD06/graph-learning/diskann-vamana-layout-ascii.md	12	12	algorithm_family	A09-O0445
vector-quantization	PQ	docs_PRD06/graph-learning/diskann-vamana-layout-ascii.md	18	18	storage_algorithm	A09-O0446
vector-quantization	PQ	docs_PRD06/graph-learning/diskann-vamana-layout-ascii.md	22	22	storage_algorithm	A09-O0447
vamana-ann	DiskANN	docs_PRD06/graph-learning/diskann-vamana-layout-ascii.md	30	30	algorithm_family	A09-O0448
vamana-ann	diskann	docs_PRD06/graph-learning/diskann-vamana-layout-ascii.md	31	31	algorithm_family	A09-O0449
vamana-ann	vamana	docs_PRD06/graph-learning/diskann-vamana-layout-ascii.md	35	35	algorithm_family	A09-O0450
csr-build	CSR	docs_PRD06/graph-learning/diskann-vamana-layout-ascii.md	46	46	storage_algorithm	A09-O0451
hnsw-search	HNSW	docs_PRD06/graph-learning/diskann-vamana-layout-ascii.md	50	50	algorithm	A09-O0452
vamana-ann	Vamana	docs_PRD06/graph-learning/diskann-vamana-layout-ascii.md	50	50	algorithm_family	A09-O0453
