canonical_hint	raw_name	path	line_start	line_end	context_kind	evidence_id
fst-dictionary	FST	docs_PRD06/graph-learning/fst-term-dictionary-ascii.md	36	36	storage_algorithm	A07-O0235
fst-dictionary	FST	docs_PRD06/graph-learning/fst-term-dictionary-ascii.md	37	37	storage_algorithm	A07-O0236
fst-dictionary	FST	docs_PRD06/graph-learning/fst-term-dictionary-ascii.md	38	38	storage_algorithm	A07-O0237
posting-compression	posting	docs_PRD06/graph-learning/fst-term-dictionary-ascii.md	46	46	storage_algorithm	A07-O0238
fst-dictionary	FST	docs_PRD06/graph-learning/fst-term-dictionary-ascii.md	53	53	storage_algorithm	A07-O0239
fst-dictionary	FST	docs_PRD06/graph-learning/fst-term-dictionary-ascii.md	57	57	storage_algorithm	A07-O0240
bloom-filter	bloom	docs_PRD06/graph-learning/fst-term-dictionary-ascii.md	65	65	storage_algorithm	A07-O0241
fst-dictionary	FST	docs_PRD06/graph-learning/fst-term-dictionary-ascii.md	69	69	storage_algorithm	A07-O0242
fst-dictionary	FST	docs_PRD06/graph-learning/fst-term-dictionary-ascii.md	71	71	storage_algorithm	A07-O0243
levenshtein-automata	Levenshtein	docs_PRD06/graph-learning/fst-term-dictionary-ascii.md	74	74	algorithm	A07-O0244
fst-dictionary	FST	docs_PRD06/graph-learning/fst-term-dictionary-ascii.md	75	75	storage_algorithm	A07-O0245
fst-dictionary	FST	docs_PRD06/graph-learning/fst-term-dictionary-ascii.md	88	88	storage_algorithm	A07-O0246
fst-dictionary	FST	docs_PRD06/graph-learning/fst-term-dictionary-ascii.md	92	92	storage_algorithm	A07-O0247
lsm-compaction	sstable	docs_PRD06/graph-learning/fst-term-dictionary-ascii.md	94	94	storage_algorithm	A07-O0248
roaring-idsets	roaring	docs_PRD06/graph-learning/fst-term-dictionary-ascii.md	95	95	storage_algorithm	A07-O0249
levenshtein-automata	Levenshtein	docs_PRD06/graph-learning/fst-term-dictionary-ascii.md	104	104	algorithm	A07-O0250
fst-dictionary	FST	docs_PRD06/graph-learning/fst-term-dictionary-ascii.md	104	104	storage_algorithm	A07-O0251
hnsw-search	HNSW	docs_PRD06/graph-learning/fst-term-dictionary-ascii.md	110	110	algorithm	A07-O0252
posting-compression	skip list	docs_PRD06/graph-learning/fst-term-dictionary-ascii.md	110	110	storage_algorithm	A07-O0253
fst-dictionary	fst	docs_PRD06/graph-learning/fst-term-dictionary-ascii.md	115	115	storage_algorithm	A07-O0254
fst-dictionary	fst	docs_PRD06/graph-learning/fst-term-dictionary-ascii.md	118	118	storage_algorithm	A07-O0255
fst-dictionary	fst	docs_PRD06/graph-learning/fst-term-dictionary-ascii.md	119	119	storage_algorithm	A07-O0256
lsm-compaction	sstable	docs_PRD06/graph-learning/fst-term-dictionary-ascii.md	120	120	storage_algorithm	A07-O0257
fst-dictionary	FST	docs_PRD06/graph-learning/fst-term-dictionary-ascii.md	123	123	storage_algorithm	A07-O0258
levenshtein-automata	Levenshtein	docs_PRD06/graph-learning/fst-term-dictionary-ascii.md	125	125	algorithm	A07-O0259
fst-dictionary	fst	docs_PRD06/graph-learning/fst-term-dictionary-ascii.md	132	132	storage_algorithm	A07-O0260
fst-dictionary	fst	docs_PRD06/graph-learning/fst-term-dictionary-ascii.md	133	133	storage_algorithm	A07-O0261
lsm-compaction	sstable	docs_PRD06/graph-learning/fst-term-dictionary-ascii.md	136	136	storage_algorithm	A07-O0262
posting-compression	posting	docs_PRD06/graph-learning/fst-term-dictionary-ascii.md	140	140	storage_algorithm	A07-O0263
hook-shortcut	shortcut	docs_PRD06/graph-learning/fst-term-dictionary-ascii.md	142	142	algorithm	A07-O0264
bloom-filter	bloom	docs_PRD06/graph-learning/fst-term-dictionary-ascii.md	142	142	storage_algorithm	A07-O0265
fst-dictionary	FST	docs_PRD06/graph-learning/fst-term-dictionary-ascii.md	142	142	storage_algorithm	A07-O0266
hnsw-search	hnsw	docs_PRD06/graph-learning/fst-term-dictionary-ascii.md	143	143	algorithm	A07-O0267
roaring-idsets	roaring	docs_PRD06/graph-learning/fst-term-dictionary-ascii.md	144	144	storage_algorithm	A07-O0268
lsm-compaction	sstable	docs_PRD06/graph-learning/fst-term-dictionary-ascii.md	145	145	storage_algorithm	A07-O0269
fst-dictionary	fst	docs_PRD06/graph-learning/fst-term-dictionary-ascii.md	145	145	storage_algorithm	A07-O0270
fst-dictionary	FST	docs_PRD06/graph-learning/fst-term-dictionary-ascii.md	148	148	storage_algorithm	A07-O0271
fst-dictionary	fst	docs_PRD06/graph-learning/fst-term-dictionary-ascii.md	151	151	storage_algorithm	A07-O0272
jaccard-overlap-cosine	overlap	docs_PRD06/graph-learning/fst-term-dictionary-ascii.md	155	155	algorithm_family	A07-O0273
fst-dictionary	FST	docs_PRD06/graph-learning/fst-term-dictionary-ascii.md	155	155	storage_algorithm	A07-O0274
posting-compression	posting	docs_PRD06/graph-learning/full-text-search-pattern-synthesis-ascii.md	7	7	storage_algorithm	A07-O0275
fst-dictionary	FST	docs_PRD06/graph-learning/full-text-search-pattern-synthesis-ascii.md	17	17	storage_algorithm	A07-O0276
posting-compression	posting	docs_PRD06/graph-learning/full-text-search-pattern-synthesis-ascii.md	17	17	storage_algorithm	A07-O0277
wand-pruning	block max	docs_PRD06/graph-learning/full-text-search-pattern-synthesis-ascii.md	18	18	algorithm_family	A07-O0278
lsm-compaction	LSM	docs_PRD06/graph-learning/full-text-search-pattern-synthesis-ascii.md	20	20	storage_algorithm	A07-O0279
roaring-idsets	bitmap	docs_PRD06/graph-learning/full-text-search-pattern-synthesis-ascii.md	20	20	storage_algorithm	A07-O0280
posting-compression	posting	docs_PRD06/graph-learning/full-text-search-pattern-synthesis-ascii.md	30	30	storage_algorithm	A07-O0281
bm25-scoring	bm25	docs_PRD06/graph-learning/full-text-search-pattern-synthesis-ascii.md	33	33	algorithm	A07-O0282
wand-pruning	wand	docs_PRD06/graph-learning/full-text-search-pattern-synthesis-ascii.md	33	33	algorithm_family	A07-O0283
fst-dictionary	fst	docs_PRD06/graph-learning/full-text-search-pattern-synthesis-ascii.md	37	37	storage_algorithm	A07-O0284
wand-pruning	block max	docs_PRD06/graph-learning/full-text-search-pattern-synthesis-ascii.md	48	48	algorithm_family	A07-O0285
posting-compression	skip data	docs_PRD06/graph-learning/full-text-search-pattern-synthesis-ascii.md	48	48	storage_algorithm	A07-O0286
fst-dictionary	FST	docs_PRD06/graph-learning/full-text-search-pattern-synthesis-ascii.md	49	49	storage_algorithm	A07-O0287
wand-pruning	WAND	docs_PRD06/graph-learning/full-text-search-pattern-synthesis-ascii.md	51	51	algorithm_family	A07-O0288
fst-dictionary	FST	docs_PRD06/graph-learning/full-text-search-pattern-synthesis-ascii.md	52	52	storage_algorithm	A07-O0289
bm25-scoring	BM25	docs_PRD06/graph-learning/full-text-search-pattern-synthesis-ascii.md	53	53	algorithm	A07-O0290
triangle-counting	triangle	docs_PRD06/graph-learning/full-text-search-pattern-synthesis-ascii.md	60	60	algorithm	A07-O0291
fst-dictionary	FST	docs_PRD06/graph-learning/full-text-search-pattern-synthesis-ascii.md	67	67	storage_algorithm	A07-O0292
posting-compression	posting	docs_PRD06/graph-learning/full-text-search-pattern-synthesis-ascii.md	68	68	storage_algorithm	A07-O0293
posting-compression	posting	docs_PRD06/graph-learning/full-text-search-pattern-synthesis-ascii.md	70	70	storage_algorithm	A07-O0294
wand-pruning	block-max	docs_PRD06/graph-learning/full-text-search-pattern-synthesis-ascii.md	72	72	algorithm_family	A07-O0295
posting-compression	posting	docs_PRD06/graph-learning/full-text-search-pattern-synthesis-ascii.md	80	80	storage_algorithm	A07-O0296
csr-build	CSR	docs_PRD06/graph-learning/full-text-search-pattern-synthesis-ascii.md	80	80	storage_algorithm	A07-O0297
wand-pruning	WAND	docs_PRD06/graph-learning/full-text-search-pattern-synthesis-ascii.md	83	83	algorithm_family	A07-O0298
ivf-probe	IVF	docs_PRD06/graph-learning/full-text-search-pattern-synthesis-ascii.md	85	85	algorithm_family	A07-O0299
posting-compression	posting	docs_PRD06/graph-learning/full-text-search-pattern-synthesis-ascii.md	85	85	storage_algorithm	A07-O0300
roaring-idsets	roaring	docs_PRD06/graph-learning/full-text-search-pattern-synthesis-ascii.md	87	87	storage_algorithm	A07-O0301
bm25-scoring	BM25	docs_PRD06/graph-learning/full-text-search-pattern-synthesis-ascii.md	88	88	algorithm	A07-O0302
rank-fusion	RRF	docs_PRD06/graph-learning/full-text-search-pattern-synthesis-ascii.md	88	88	algorithm_family	A07-O0303
lsm-compaction	LSM	docs_PRD06/graph-learning/full-text-search-pattern-synthesis-ascii.md	89	89	storage_algorithm	A07-O0304
lsm-compaction	sstable	docs_PRD06/graph-learning/full-text-search-pattern-synthesis-ascii.md	90	90	storage_algorithm	A07-O0305
fst-dictionary	FST	docs_PRD06/graph-learning/full-text-search-pattern-synthesis-ascii.md	90	90	storage_algorithm	A07-O0306
mvcc-snapshot	MVCC	docs_PRD06/graph-learning/full-text-search-pattern-synthesis-ascii.md	90	90	protocol	A07-O0307
roaring-idsets	roaring	docs_PRD06/graph-learning/full-text-search-pattern-synthesis-ascii.md	91	91	storage_algorithm	A07-O0308
fst-dictionary	FST	docs_PRD06/graph-learning/full-text-search-pattern-synthesis-ascii.md	100	100	storage_algorithm	A07-O0309
posting-compression	posting	docs_PRD06/graph-learning/full-text-search-pattern-synthesis-ascii.md	101	101	storage_algorithm	A07-O0310
wand-pruning	block max	docs_PRD06/graph-learning/full-text-search-pattern-synthesis-ascii.md	102	102	algorithm_family	A07-O0311
lsm-compaction	sstable	docs_PRD06/graph-learning/full-text-search-pattern-synthesis-ascii.md	106	106	storage_algorithm	A07-O0312
fst-dictionary	FST	docs_PRD06/graph-learning/full-text-search-pattern-synthesis-ascii.md	106	106	storage_algorithm	A07-O0313
posting-compression	posting	docs_PRD06/graph-learning/full-text-search-pattern-synthesis-ascii.md	115	115	storage_algorithm	A07-O0314
wand-pruning	WAND	docs_PRD06/graph-learning/full-text-search-pattern-synthesis-ascii.md	122	122	algorithm_family	A07-O0315
dfs	DFS	docs_PRD06/graph-learning/full-text-search-pattern-synthesis-ascii.md	139	139	algorithm	A07-O0316
bm25-scoring	BM25	docs_PRD06/graph-learning/full-text-search-pattern-synthesis-ascii.md	141	141	algorithm	A07-O0317
posting-compression	posting	docs_PRD06/graph-learning/full-text-search-pattern-synthesis-ascii.md	148	148	storage_algorithm	A07-O0318
wand-pruning	WAND	docs_PRD06/graph-learning/full-text-search-pattern-synthesis-ascii.md	149	149	algorithm_family	A07-O0319
fst-dictionary	fst	docs_PRD06/graph-learning/full-text-search-pattern-synthesis-ascii.md	150	150	storage_algorithm	A07-O0320
posting-compression	posting	docs_PRD06/graph-learning/full-text-search-pattern-synthesis-ascii.md	151	151	storage_algorithm	A07-O0321
bm25-scoring	bm25	docs_PRD06/graph-learning/full-text-search-pattern-synthesis-ascii.md	152	152	algorithm	A07-O0322
lsm-compaction	sstable	docs_PRD06/graph-learning/full-text-search-pattern-synthesis-ascii.md	153	153	storage_algorithm	A07-O0323
fst-dictionary	FST	docs_PRD06/graph-learning/full-text-search-pattern-synthesis-ascii.md	153	153	storage_algorithm	A07-O0324
bm25-scoring	bm25	docs_PRD06/graph-learning/full-text-search-pattern-synthesis-ascii.md	161	161	algorithm	A07-O0325
wand-pruning	wand	docs_PRD06/graph-learning/full-text-search-pattern-synthesis-ascii.md	161	161	algorithm_family	A07-O0326
posting-compression	posting	docs_PRD06/graph-learning/full-text-search-pattern-synthesis-ascii.md	161	161	storage_algorithm	A07-O0327
fst-dictionary	fst	docs_PRD06/graph-learning/full-text-search-pattern-synthesis-ascii.md	162	162	storage_algorithm	A07-O0328
lsm-compaction	LSM	docs_PRD06/graph-learning/full-text-search-pattern-synthesis-ascii.md	163	163	storage_algorithm	A07-O0329
csr-build	CSR	docs_PRD06/graph-learning/full-text-search-pattern-synthesis-ascii.md	165	165	storage_algorithm	A07-O0330
bm25-scoring	BM25	docs_PRD06/graph-learning/full-text-search-pattern-synthesis-ascii.md	170	170	algorithm	A07-O0331
bolt-protocol	bolt	docs_PRD06/graph-learning/full-text-search-pattern-synthesis-ascii.md	170	170	protocol	A07-O0332
lsm-compaction	LSM	docs_PRD06/graph-learning/graph-db-pattern-synthesis-ascii.md	13	13	storage_algorithm	A07-O0333
wal-group-commit	WAL	docs_PRD06/graph-learning/graph-db-pattern-synthesis-ascii.md	13	13	storage_algorithm	A07-O0334
mvcc-snapshot	MVCC	docs_PRD06/graph-learning/graph-db-pattern-synthesis-ascii.md	13	13	protocol	A07-O0335
csr-build	CSR	docs_PRD06/graph-learning/graph-db-pattern-synthesis-ascii.md	18	18	storage_algorithm	A07-O0336
record-chain-adjacency	record-chain	docs_PRD06/graph-learning/graph-db-pattern-synthesis-ascii.md	26	26	storage_algorithm	A07-O0337
csr-build	CSR	docs_PRD06/graph-learning/graph-db-pattern-synthesis-ascii.md	28	28	storage_algorithm	A07-O0338
csr-build	CSR	docs_PRD06/graph-learning/graph-db-pattern-synthesis-ascii.md	47	47	storage_algorithm	A07-O0339
posting-compression	posting	docs_PRD06/graph-learning/graph-db-pattern-synthesis-ascii.md	62	62	storage_algorithm	A07-O0340
roaring-idsets	bitmap	docs_PRD06/graph-learning/graph-db-pattern-synthesis-ascii.md	62	62	storage_algorithm	A07-O0341
csr-build	CSR	docs_PRD06/graph-learning/graph-db-pattern-synthesis-ascii.md	64	64	storage_algorithm	A07-O0342
bolt-protocol	Bolt	docs_PRD06/graph-learning/graph-db-pattern-synthesis-ascii.md	66	66	protocol	A07-O0343
lsm-compaction	LSM	docs_PRD06/graph-learning/graph-db-pattern-synthesis-ascii.md	73	73	storage_algorithm	A07-O0344
wal-group-commit	WAL	docs_PRD06/graph-learning/graph-db-pattern-synthesis-ascii.md	74	74	storage_algorithm	A07-O0345
mvcc-snapshot	MVCC	docs_PRD06/graph-learning/graph-db-pattern-synthesis-ascii.md	75	75	protocol	A07-O0346
posting-compression	posting	docs_PRD06/graph-learning/graph-db-pattern-synthesis-ascii.md	78	78	storage_algorithm	A07-O0347
csr-build	CSR	docs_PRD06/graph-learning/graph-db-pattern-synthesis-ascii.md	80	80	storage_algorithm	A07-O0348
csr-build	CSR	docs_PRD06/graph-learning/graph-db-pattern-synthesis-ascii.md	93	93	storage_algorithm	A07-O0349
stub-conformance	TCK	docs_PRD06/graph-learning/graph-db-pattern-synthesis-ascii.md	107	107	verification_method	A07-O0350
graph-partitioning	vertex-cut	docs_PRD06/graph-learning/graph-db-pattern-synthesis-ascii.md	129	129	algorithm_family	A07-O0351
packstream-encoding	PackStream	docs_PRD06/graph-learning/graph-db-pattern-synthesis-ascii.md	131	131	protocol	A07-O0352
bolt-protocol	Bolt	docs_PRD06/graph-learning/graph-db-pattern-synthesis-ascii.md	131	131	protocol	A07-O0353
record-chain-adjacency	record chains	docs_PRD06/graph-learning/graph-db-pattern-synthesis-ascii.md	140	140	storage_algorithm	A07-O0354
csr-build	CSR	docs_PRD06/graph-learning/graph-db-pattern-synthesis-ascii.md	142	142	storage_algorithm	A07-O0355
record-chain-adjacency	record-chain	docs_PRD06/graph-learning/graph-db-pattern-synthesis-ascii.md	151	151	storage_algorithm	A07-O0356
packstream-encoding	PackStream	docs_PRD06/graph-learning/graph-db-pattern-synthesis-ascii.md	162	162	protocol	A07-O0357
bolt-protocol	Bolt	docs_PRD06/graph-learning/graph-db-pattern-synthesis-ascii.md	162	162	protocol	A07-O0358
stub-conformance	testkit	docs_PRD06/graph-learning/graph-db-pattern-synthesis-ascii.md	163	163	verification_method	A07-O0359
csr-build	CSR	docs_PRD06/graph-learning/graph-db-pattern-synthesis-mermaid.md	14	14	storage_algorithm	A07-O0360
pull-operator-pipeline	pull PIPELINE	docs_PRD06/graph-learning/graph-db-pattern-synthesis-mermaid.md	15	15	protocol	A07-O0361
lsm-compaction	LSM	docs_PRD06/graph-learning/graph-db-pattern-synthesis-mermaid.md	16	16	storage_algorithm	A07-O0362
wal-group-commit	WAL	docs_PRD06/graph-learning/graph-db-pattern-synthesis-mermaid.md	16	16	storage_algorithm	A07-O0363
posting-compression	posting	docs_PRD06/graph-learning/graph-db-pattern-synthesis-mermaid.md	16	16	storage_algorithm	A07-O0364
csr-build	CSR	docs_PRD06/graph-learning/graph-db-pattern-synthesis-mermaid.md	16	16	storage_algorithm	A07-O0365
mvcc-snapshot	MVCC	docs_PRD06/graph-learning/graph-db-pattern-synthesis-mermaid.md	16	16	protocol	A07-O0366
record-chain-adjacency	record-chain	docs_PRD06/graph-learning/graph-db-pattern-synthesis-mermaid.md	24	24	storage_algorithm	A07-O0367
csr-build	CSR	docs_PRD06/graph-learning/graph-db-pattern-synthesis-mermaid.md	24	24	storage_algorithm	A07-O0368
csr-build	CSR	docs_PRD06/graph-learning/graph-db-pattern-synthesis-mermaid.md	35	35	storage_algorithm	A07-O0369
posting-compression	posting	docs_PRD06/graph-learning/graph-db-pattern-synthesis-mermaid.md	50	50	storage_algorithm	A07-O0370
roaring-idsets	bitmap	docs_PRD06/graph-learning/graph-db-pattern-synthesis-mermaid.md	50	50	storage_algorithm	A07-O0371
csr-build	CSR	docs_PRD06/graph-learning/graph-db-pattern-synthesis-mermaid.md	52	52	storage_algorithm	A07-O0372
bolt-protocol	Bolt	docs_PRD06/graph-learning/graph-db-pattern-synthesis-mermaid.md	54	54	protocol	A07-O0373
lsm-compaction	LSM	docs_PRD06/graph-learning/graph-db-pattern-synthesis-mermaid.md	61	61	storage_algorithm	A07-O0374
wal-group-commit	WAL	docs_PRD06/graph-learning/graph-db-pattern-synthesis-mermaid.md	61	61	storage_algorithm	A07-O0375
mvcc-snapshot	MVCC	docs_PRD06/graph-learning/graph-db-pattern-synthesis-mermaid.md	61	61	protocol	A07-O0376
posting-compression	posting	docs_PRD06/graph-learning/graph-db-pattern-synthesis-mermaid.md	62	62	storage_algorithm	A07-O0377
csr-build	CSR	docs_PRD06/graph-learning/graph-db-pattern-synthesis-mermaid.md	63	63	storage_algorithm	A07-O0378
csr-build	CSR	docs_PRD06/graph-learning/graph-db-pattern-synthesis-mermaid.md	73	73	storage_algorithm	A07-O0379
stub-conformance	TCK	docs_PRD06/graph-learning/graph-db-pattern-synthesis-mermaid.md	89	89	verification_method	A07-O0380
graph-partitioning	vertex-cut	docs_PRD06/graph-learning/graph-db-pattern-synthesis-mermaid.md	101	101	algorithm_family	A07-O0381
packstream-encoding	PackStream	docs_PRD06/graph-learning/graph-db-pattern-synthesis-mermaid.md	102	102	protocol	A07-O0382
bolt-protocol	Bolt	docs_PRD06/graph-learning/graph-db-pattern-synthesis-mermaid.md	102	102	protocol	A07-O0383
packstream-encoding	PackStream	docs_PRD06/graph-learning/graph-db-pattern-synthesis-mermaid.md	115	115	protocol	A07-O0384
bolt-protocol	Bolt	docs_PRD06/graph-learning/graph-db-pattern-synthesis-mermaid.md	115	115	protocol	A07-O0385
stub-conformance	testkit	docs_PRD06/graph-learning/graph-db-pattern-synthesis-mermaid.md	115	115	verification_method	A07-O0386
csr-build	CSR	docs_PRD06/graph-learning/graph-db-pattern-synthesis-mermaid.md	125	125	storage_algorithm	A07-O0387
lsm-compaction	LSM	docs_PRD06/graph-learning/graph-db-pattern-synthesis-mermaid.md	126	126	storage_algorithm	A07-O0388
stub-conformance	TCK	docs_PRD06/graph-learning/graph-db-pattern-synthesis-mermaid.md	128	128	verification_method	A07-O0389
record-chain-adjacency	record chains	docs_PRD06/graph-learning/graph-db-pattern-synthesis-mermaid.md	135	135	storage_algorithm	A07-O0390
csr-build	CSR	docs_PRD06/graph-learning/graph-db-pattern-synthesis-mermaid.md	137	137	storage_algorithm	A07-O0391
record-chain-adjacency	record-chain	docs_PRD06/graph-learning/graph-db-pattern-synthesis-mermaid.md	146	146	storage_algorithm	A07-O0392
bolt-protocol	Bolt	docs_PRD06/graph-learning/graph-db-pattern-synthesis-mermaid.md	151	151	protocol	A07-O0393
stub-conformance	testkit	docs_PRD06/graph-learning/graph-db-pattern-synthesis-mermaid.md	152	152	verification_method	A07-O0394
ivf-probe	IVF	docs_PRD06/graph-learning/ivf-partitioned-probe-ascii.md	1	1	algorithm_family	A07-O0395
ivf-probe	ivf	docs_PRD06/graph-learning/ivf-partitioned-probe-ascii.md	6	6	algorithm_family	A07-O0396
ivf-probe	nprobe	docs_PRD06/graph-learning/ivf-partitioned-probe-ascii.md	7	7	algorithm_family	A07-O0397
ivf-probe	IVF	docs_PRD06/graph-learning/ivf-partitioned-probe-ascii.md	11	11	algorithm_family	A07-O0398
ivf-probe	nprobe	docs_PRD06/graph-learning/ivf-partitioned-probe-ascii.md	17	17	algorithm_family	A07-O0399
ivf-probe	nprobe	docs_PRD06/graph-learning/ivf-partitioned-probe-ascii.md	20	20	algorithm_family	A07-O0400
ivf-probe	nprobe	docs_PRD06/graph-learning/ivf-partitioned-probe-ascii.md	21	21	algorithm_family	A07-O0401
ivf-probe	nprobe	docs_PRD06/graph-learning/ivf-partitioned-probe-ascii.md	25	25	algorithm_family	A07-O0402
hnsw-search	HNSW	docs_PRD06/graph-learning/ivf-partitioned-probe-ascii.md	36	36	algorithm	A07-O0403
ivf-probe	nprobe	docs_PRD06/graph-learning/ivf-partitioned-probe-ascii.md	40	40	algorithm_family	A07-O0404
vector-quantization	PQ	docs_PRD06/graph-learning/ivf-partitioned-probe-ascii.md	53	53	storage_algorithm	A07-O0405
ivf-probe	IVF	docs_PRD06/graph-learning/ivf-partitioned-probe-ascii.md	54	54	algorithm_family	A07-O0406
vector-quantization	PQ	docs_PRD06/graph-learning/ivf-partitioned-probe-ascii.md	60	60	storage_algorithm	A07-O0407
vector-quantization	PQ	docs_PRD06/graph-learning/ivf-partitioned-probe-ascii.md	68	68	storage_algorithm	A07-O0408
ivf-probe	IVF	docs_PRD06/graph-learning/ivf-partitioned-probe-ascii.md	76	76	algorithm_family	A07-O0409
vector-quantization	PQ	docs_PRD06/graph-learning/ivf-partitioned-probe-ascii.md	76	76	storage_algorithm	A07-O0410
ivf-probe	nprobe	docs_PRD06/graph-learning/ivf-partitioned-probe-ascii.md	91	91	algorithm_family	A07-O0411
ivf-probe	nprobe	docs_PRD06/graph-learning/ivf-partitioned-probe-ascii.md	92	92	algorithm_family	A07-O0412
ivf-probe	nprobe	docs_PRD06/graph-learning/ivf-partitioned-probe-ascii.md	93	93	algorithm_family	A07-O0413
ivf-probe	nprobe	docs_PRD06/graph-learning/ivf-partitioned-probe-ascii.md	96	96	algorithm_family	A07-O0414
ivf-probe	IVF	docs_PRD06/graph-learning/ivf-partitioned-probe-ascii.md	100	100	algorithm_family	A07-O0415
ivf-probe	IVF	docs_PRD06/graph-learning/ivf-partitioned-probe-ascii.md	103	103	algorithm_family	A07-O0416
ivf-probe	IVF	docs_PRD06/graph-learning/ivf-partitioned-probe-ascii.md	111	111	algorithm_family	A07-O0417
vector-quantization	PQ	docs_PRD06/graph-learning/ivf-partitioned-probe-ascii.md	111	111	storage_algorithm	A07-O0418
hnsw-search	HNSW	docs_PRD06/graph-learning/ivf-partitioned-probe-ascii.md	112	112	algorithm	A07-O0419
ivf-probe	nprobe	docs_PRD06/graph-learning/ivf-partitioned-probe-ascii.md	121	121	algorithm_family	A07-O0420
ivf-probe	IVF	docs_PRD06/graph-learning/ivf-partitioned-probe-ascii.md	123	123	algorithm_family	A07-O0421
vector-quantization	PQ	docs_PRD06/graph-learning/ivf-partitioned-probe-ascii.md	123	123	storage_algorithm	A07-O0422
hnsw-search	HNSW	docs_PRD06/graph-learning/ivf-partitioned-probe-ascii.md	124	124	algorithm	A07-O0423
ivf-probe	IVF	docs_PRD06/graph-learning/ivf-partitioned-probe-ascii.md	126	126	algorithm_family	A07-O0424
posting-compression	posting	docs_PRD06/graph-learning/ivf-partitioned-probe-ascii.md	127	127	storage_algorithm	A07-O0425
ivf-probe	nprobe	docs_PRD06/graph-learning/ivf-partitioned-probe-ascii.md	134	134	algorithm_family	A07-O0426
ivf-probe	NPROBE	docs_PRD06/graph-learning/ivf-partitioned-probe-ascii.md	137	137	algorithm_family	A07-O0427
ivf-probe	IVF	docs_PRD06/graph-learning/ivf-partitioned-probe-ascii.md	138	138	algorithm_family	A07-O0428
vector-quantization	PQ	docs_PRD06/graph-learning/ivf-partitioned-probe-ascii.md	138	138	storage_algorithm	A07-O0429
hnsw-search	hnsw	docs_PRD06/graph-learning/ivf-partitioned-probe-ascii.md	142	142	algorithm	A07-O0430
vamana-ann	diskann	docs_PRD06/graph-learning/ivf-partitioned-probe-ascii.md	143	143	algorithm_family	A07-O0431
csr-build	csr	docs_PRD06/graph-learning/ivf-partitioned-probe-ascii.md	145	145	storage_algorithm	A07-O0432
posting-compression	posting	docs_PRD06/graph-learning/ivf-partitioned-probe-ascii.md	147	147	storage_algorithm	A07-O0433
ivf-probe	IVF	docs_PRD06/graph-learning/ivf-partitioned-probe-ascii.md	148	148	algorithm_family	A07-O0434
ivf-probe	IVF	docs_PRD06/graph-learning/ivf-partitioned-probe-ascii.md	151	151	algorithm_family	A07-O0435
ivf-probe	IVF	docs_PRD06/graph-learning/ivf-partitioned-probe-ascii.md	153	153	algorithm_family	A07-O0436
jaccard-overlap-cosine	overlap	docs_PRD06/graph-learning/ivf-partitioned-probe-ascii.md	154	154	algorithm_family	A07-O0437
ivf-probe	IVF	docs_PRD06/graph-learning/ivf-partitioned-probe-ascii.md	154	154	algorithm_family	A07-O0438
ivf-probe	IVF	docs_PRD06/graph-learning/ivf-partitioned-probe-ascii.md	156	156	algorithm_family	A07-O0439
ivf-probe	IVF	docs_PRD06/graph-learning/ivf-partitioned-probe-mermaid.md	1	1	algorithm_family	A07-O0440
ivf-probe	ivf	docs_PRD06/graph-learning/ivf-partitioned-probe-mermaid.md	6	6	algorithm_family	A07-O0441
ivf-probe	nprobe	docs_PRD06/graph-learning/ivf-partitioned-probe-mermaid.md	7	7	algorithm_family	A07-O0442
ivf-probe	nprobe	docs_PRD06/graph-learning/ivf-partitioned-probe-mermaid.md	15	15	algorithm_family	A07-O0443
ivf-probe	nprobe	docs_PRD06/graph-learning/ivf-partitioned-probe-mermaid.md	17	17	algorithm_family	A07-O0444
ivf-probe	nprobe	docs_PRD06/graph-learning/ivf-partitioned-probe-mermaid.md	23	23	algorithm_family	A07-O0445
hnsw-search	HNSW	docs_PRD06/graph-learning/ivf-partitioned-probe-mermaid.md	30	30	algorithm	A07-O0446
ivf-probe	IVF	docs_PRD06/graph-learning/ivf-partitioned-probe-mermaid.md	33	33	algorithm_family	A07-O0447
vector-quantization	PQ	docs_PRD06/graph-learning/ivf-partitioned-probe-mermaid.md	33	33	storage_algorithm	A07-O0448
vector-quantization	PQ	docs_PRD06/graph-learning/ivf-partitioned-probe-mermaid.md	43	43	storage_algorithm	A07-O0449
ivf-probe	nprobe	docs_PRD06/graph-learning/ivf-partitioned-probe-mermaid.md	68	68	algorithm_family	A07-O0450
ivf-probe	nprobe	docs_PRD06/graph-learning/ivf-partitioned-probe-mermaid.md	69	69	algorithm_family	A07-O0451
ivf-probe	IVF	docs_PRD06/graph-learning/ivf-partitioned-probe-mermaid.md	73	73	algorithm_family	A07-O0452
ivf-probe	IVF	docs_PRD06/graph-learning/ivf-partitioned-probe-mermaid.md	78	78	algorithm_family	A07-O0453
hnsw-search	HNSW	docs_PRD06/graph-learning/ivf-partitioned-probe-mermaid.md	79	79	algorithm	A07-O0454
vamana-ann	Vamana	docs_PRD06/graph-learning/ivf-partitioned-probe-mermaid.md	79	79	algorithm_family	A07-O0455
hnsw-search	HNSW	docs_PRD06/graph-learning/ivf-partitioned-probe-mermaid.md	80	80	algorithm	A07-O0456
