subject_type	subject_rank	lane_id	lane_position	subject_id	source_paper_ids	reader_agent_id	reviewer_agent_id	inspection_status	terminal_disposition	failure_ids	evidence_gap	measurement_needed	reading_coverage	result_checksum
PATTERN	34	G06-LANE-4	7	PAT-PRIORITIZE-RESIDENT-ACTIVE-BLOCKS	PAPER-2511.07886	019ff4ca-0b79-7a20-9f68-4f44fc709ec1	019ff4ec-552b-7a10-bab1-0a7742bae998	COMPLETE	SOURCE_FAILURE_LINKED	FAIL-RESIDENT-REUSE-STARVES-PRIORITIES			PAPER_ROWS:PAPER-2511.07886	42E2E57535DABED78AF07CBAAA6BA1E59467F84E11E82A38413418DF0933F828
PATTERN	35	G06-LANE-5	7	PAT-PROBE-QUANTIZED-TOPOLOGY-COMPATIBILITY	PAPER-2605.02171	019ff4ca-0f74-7e33-9a0c-1077c99ddbad	019ff4ec-552b-7a10-bab1-0a7742bae998	COMPLETE	ANALYTICAL_TEST_LINKED	FAIL-SAMPLED-PROBE-MISCLASSIFIES-DRIFT			PAPER_ROWS:PAPER-2605.02171	AA01BC83A23F05C7B6020800DC3830E5094E98367A90B93719C1B39BA32B7D14
PATTERN	36	G06-LANE-1	8	PAT-PROBE-SMALLEST-SET-FIRST	PAPER-0708.3259	019ff4ca-000d-7952-b8ba-387ddb6f6728	019ff4ec-552b-7a10-bab1-0a7742bae998	COMPLETE	ANALYTICAL_TEST_LINKED	FAIL-SYMMETRIC-SETS-REVERSE-COST			PAPER_ROWS:PAPER-0708.3259	97652AF088EFD6BCCADB90529BD8A680C3F06E9F6E149311679D5793D6747E92
PATTERN	37	G06-LANE-2	8	PAT-PRUNE-NEIGHBORS-BY-DIVERSITY	PAPER-2101.12631	019ff4ca-037d-7f63-95ce-c93f3d2442d6	019ff4ec-552b-7a10-bab1-0a7742bae998	COMPLETE	ANALYTICAL_TEST_LINKED	FAIL-DIVERSITY-PRUNING-CONNECTIVITY-LOSS			PAPER_ROWS:PAPER-2101.12631	EC10F06461DF126824C66452869D751C9D41F8A8C503105E781EDB5E4C55105F
PATTERN	38	G06-LANE-3	8	PAT-PRUNE-SETTLED-SEARCH-STATE	PAPER-2507.12925	019ff4ca-07cb-7772-8b81-c4ea3e4e1a96	019ff4ec-552b-7a10-bab1-0a7742bae998	COMPLETE	ANALYTICAL_TEST_LINKED	FAIL-LATE-SETTLEMENT-ERASES-PRUNING			PAPER_ROWS:PAPER-2507.12925	9462C0CF7AFE62E66D5BF7856855F7C5F33C056F947ADB6CC3EDBCB65F1F639F
PATTERN	39	G06-LANE-4	8	PAT-PUSHBACK-LARGE-RESIDUALS-LOCALLY	PAPER-HASH-c2a6a5317d82ac28	019ff4ca-0b79-7a20-9f68-4f44fc709ec1	019ff4ec-552b-7a10-bab1-0a7742bae998	COMPLETE	SOURCE_FAILURE_LINKED	FAIL-HIGH-INDEGREE-DESTROYS-RUNTIME			PAPER_ROWS:PAPER-HASH-c2a6a5317d82ac28	D4E65D6C13A21FCEDA6FAA483D3472201979F3E254F724CB10E8D4192F948245
PATTERN	40	G06-LANE-5	8	PAT-REACTIVATE-CHANGED-NEIGHBORS-ONLY	PAPER-1304.4453	019ff4ca-0f74-7e33-9a0c-1077c99ddbad	019ff4ec-552b-7a10-bab1-0a7742bae998	COMPLETE	ANALYTICAL_TEST_LINKED	FAIL-EARLY-THRESHOLD-STOPS-STABILIZATION			PAPER_ROWS:PAPER-1304.4453	2272525B5479BB15EC21A43702F065228436550DD49DB5184AE08B79839A862B
PATTERN	41	G06-LANE-1	9	PAT-RECOMPUTE-NEIGHBOR-WEIGHTS-LOCALLY	PAPER-1304.4453	019ff4ca-000d-7952-b8ba-387ddb6f6728	019ff4ec-552b-7a10-bab1-0a7742bae998	COMPLETE	SOURCE_FAILURE_LINKED	FAIL-THREAD-VECTORS-EXCEED-BUDGET			PAPER_ROWS:PAPER-1304.4453	ABEDB4E64CA917C39DF1ADD0C712118897CA1F7CBAF8D3AD399CF63ABD548E45
PATTERN	42	G06-LANE-2	9	PAT-RECYCLE-SURVIVORS-DURING-AGING	PAPER-2112.00098	019ff4ca-037d-7f63-95ce-c93f3d2442d6	019ff4ec-552b-7a10-bab1-0a7742bae998	COMPLETE	SOURCE_FAILURE_LINKED	FAIL-AGING-CAPACITY-ABORTS-INSERTIONS|FAIL-AGING-SURVIVOR-CAPACITY-OVERRUN			PAPER_ROWS:PAPER-2112.00098	081F1BC1D917CE3FE8CD3D8907F0F6A0B44177D0E1054D20806CF3DA681DA2B9
PATTERN	43	G06-LANE-3	9	PAT-REFINE-COMMUNITIES-BEFORE-AGGREGATION	PAPER-1810.08473	019ff4ca-07cb-7772-8b81-c4ea3e4e1a96	019ff4ec-552b-7a10-bab1-0a7742bae998	COMPLETE	ANALYTICAL_TEST_LINKED	FAIL-EARLY-STOPPING-WEAKENS-GUARANTEES			PAPER_ROWS:PAPER-1810.08473	C3D61A2FE4E43F1D8D1E70F589A796E3B55662C67D15ED63AF3E7E51D2550D3B
PATTERN	44	G06-LANE-4	9	PAT-REFINE-ENDPOINT-SAMPLES-RECURSIVELY	PAPER-HASH-0232e71ded2b5c43	019ff4ca-0b79-7a20-9f68-4f44fc709ec1	019ff4ec-552b-7a10-bab1-0a7742bae998	COMPLETE	ANALYTICAL_TEST_LINKED	FAIL-RECURSION-FANOUT-AMPLIFIES-STATE			PAPER_ROWS:PAPER-HASH-0232e71ded2b5c43	FE3BD074D50F633F1B0079FFD8D2AE9B414738E08AB11C0CA319131CC7F912AB
PATTERN	45	G06-LANE-5	9	PAT-REFINE-HASHED-CANDIDATES-EXACTLY	PAPER-0708.3259	019ff4ca-0f74-7e33-9a0c-1077c99ddbad	019ff4ec-552b-7a10-bab1-0a7742bae998	COMPLETE	ANALYTICAL_TEST_LINKED	FAIL-NONMONOTONE-OPERATORS-BREAK-PRESERVATION			PAPER_ROWS:PAPER-0708.3259	28BAA6FA372143F62797171C8D656E57B14DEDD1D5E501714C12C3BEE8C7DE56
PATTERN	46	G06-LANE-1	10	PAT-RELABEL-VERTICES-FOR-LOCALITY	PAPER-2012.10026	019ff4ca-000d-7952-b8ba-387ddb6f6728	019ff4ec-552b-7a10-bab1-0a7742bae998	COMPLETE	SOURCE_FAILURE_LINKED	FAIL-FULL-REORDER-DOMINATES-TRAVERSAL			PAPER_ROWS:PAPER-2012.10026	0142D059AFB28FABE3DD440DF6F733D2C30A43F7B3F9E5FB8F00FD7C89D704CB
PATTERN	47	G06-LANE-2	10	PAT-RELOG-PREDICTED-ACTIVE-EDGES	PAPER-1905.04264	019ff4ca-037d-7f63-95ce-c93f3d2442d6	019ff4ec-552b-7a10-bab1-0a7742bae998	COMPLETE	ANALYTICAL_TEST_LINKED	FAIL-ACTIVE-EDGE-PREDICTION-MISS			PAPER_ROWS:PAPER-1905.04264	6A01BE61F1AA2A1F204E0A5B8C79B8613B157DD87C39A77A6194BF678E07776C
PATTERN	48	G06-LANE-3	10	PAT-REPLENISH-IO-EACH-COMPLETION	PAPER-2602.21514	019ff4ca-07cb-7772-8b81-c4ea3e4e1a96	019ff4ec-552b-7a10-bab1-0a7742bae998	COMPLETE	SOURCE_FAILURE_LINKED	FAIL-SATURATED-PIPELINE-AMPLIFIES-CONTENTION			PAPER_ROWS:PAPER-2602.21514	DC606EDFD5D38DF4CEB8D09949D22540195F1E5893E5C2D07200AD4D5C64C077
PATTERN	49	G06-LANE-4	10	PAT-REUSE-LOADED-SUBGRIDS-SELECTIVELY	PAPER-HASH-b12240577b20eaad	019ff4ca-0b79-7a20-9f68-4f44fc709ec1	019ff4ec-552b-7a10-bab1-0a7742bae998	COMPLETE	ANALYTICAL_TEST_LINKED	FAIL-SUBGRID-SKIP-BREAKS-CONVERGENCE			PAPER_ROWS:PAPER-HASH-b12240577b20eaad	ADCF029F0E6B3F41B5D4D7A7E03611A6FA7FA7BF80CB2DC253707610E3FFA823
PATTERN	50	G06-LANE-5	10	PAT-REVISIT-CHANGED-NEIGHBORHOODS-ONLY	PAPER-1810.08473	019ff4ca-0f74-7e33-9a0c-1077c99ddbad	019ff4ec-552b-7a10-bab1-0a7742bae998	COMPLETE	ANALYTICAL_TEST_LINKED	FAIL-DENSE-MOVES-SATURATE-QUEUE			PAPER_ROWS:PAPER-1810.08473	89CFBAE5568FF22DD9CEEE59820F5914B75F2D1A61A03C051BA9156A3B64DB60
PATTERN	51	G06-LANE-1	11	PAT-ROUTE-FILTERS-BY-COST	PAPER-2605.17992	019ff4ca-000d-7952-b8ba-387ddb6f6728	019ff4ec-552b-7a10-bab1-0a7742bae998	COMPLETE	SOURCE_FAILURE_LINKED	FAIL-CLUSTERED-FILTERS-MISROUTE-PLANS			PAPER_ROWS:PAPER-2605.17992	8D7E1AE038BAB290A74617776598A4CDB5C9DA563589E0A3C2DAB6A41D971759
PATTERN	52	G06-LANE-2	11	PAT-SCAN-RARE-FILTER-FREQUENT	PAPER-2605.17992	019ff4ca-037d-7f63-95ce-c93f3d2442d6	019ff4ec-552b-7a10-bab1-0a7742bae998	COMPLETE	ANALYTICAL_TEST_LINKED	FAIL-CORRELATED-LABEL-FILTER-REVERSAL			PAPER_ROWS:PAPER-2605.17992	548383A95D264D309C0F87F47B7EE2B0DA8916E8D917A611444B209DC72C6232
PATTERN	53	G06-LANE-3	11	PAT-SCHEDULE-SUBGRIDS-BY-DEPENDENCY	PAPER-HASH-b12240577b20eaad	019ff4ca-07cb-7772-8b81-c4ea3e4e1a96	019ff4ec-552b-7a10-bab1-0a7742bae998	COMPLETE	ANALYTICAL_TEST_LINKED	FAIL-PREMATURE-SUBGRID-READS-STALE			PAPER_ROWS:PAPER-HASH-b12240577b20eaad	705F7A9637ED83749EC5E17B22AAD6B37CD7AE0BF7D48CE1310B18C9F366EF17
PATTERN	54	G06-LANE-4	11	PAT-SEARCH-EVERY-FETCHED-RECORD	PAPER-2602.21514	019ff4ca-0b79-7a20-9f68-4f44fc709ec1	019ff4ec-552b-7a10-bab1-0a7742bae998	COMPLETE	SOURCE_FAILURE_LINKED	FAIL-PAGESEARCH-COMPUTE-IDLES-DEVICE			PAPER_ROWS:PAPER-2602.21514	FD031C8F42A2B385BFE8B0A1110E6C2B72B5CC5C823EE4B4FE440BA7500AAB0C
PATTERN	55	G06-LANE-5	11	PAT-SELECT-HIGH-RESIDUAL-SUBGRAPHS	PAPER-2104.09616	019ff4ca-0f74-7e33-9a0c-1077c99ddbad	019ff4ec-552b-7a10-bab1-0a7742bae998	COMPLETE	ANALYTICAL_TEST_LINKED	FAIL-DIFFUSE-RESIDUALS-ERASE-SPEEDUP			PAPER_ROWS:PAPER-2104.09616	F46F2921C6D826F7D021968EE9798D653C141E5809E61EE63A318466F9D59638
PATTERN	56	G06-LANE-1	12	PAT-SELECT-PARTITION-SCATTER-MODE	PAPER-1806.08092	019ff4ca-000d-7952-b8ba-387ddb6f6728	019ff4ec-552b-7a10-bab1-0a7742bae998	COMPLETE	SOURCE_FAILURE_LINKED	FAIL-LARGE-PARTITIONS-THRASH-CACHE|FAIL-WRONG-SCATTER-MODE-WASTES			PAPER_ROWS:PAPER-1806.08092	553C3DF003AE7D8EA5B285AC8E5EF847BA194F12074C6D9494526F3B034CEB77
PATTERN	57	G06-LANE-2	12	PAT-SHRINK-VISITED-PARTITION-BOUNDS	PAPER-2012.10026	019ff4ca-037d-7f63-95ce-c93f3d2442d6	019ff4ec-552b-7a10-bab1-0a7742bae998	COMPLETE	SOURCE_FAILURE_LINKED	FAIL-PARTITION-BOUND-SHRINK-STAGNATION			PAPER_ROWS:PAPER-2012.10026	3C47BEC786B5D54F0317854139B1A0600B29D54E5C9E3FE5C5AA507D13273594
PATTERN	58	G06-LANE-3	12	PAT-SKIP-FINALIZED-VECTOR-CHUNKS	PAPER-2010.09913	019ff4ca-07cb-7772-8b81-c4ea3e4e1a96	019ff4ec-552b-7a10-bab1-0a7742bae998	COMPLETE	SOURCE_FAILURE_LINKED	FAIL-EARLY-ITERATIONS-PAY-CHECKS			PAPER_ROWS:PAPER-2010.09913	7EE4B155AAF5A96B13C896CC72D28FBD043377E4EE93F4B54E2B779C51E9E6CF
PATTERN	59	G06-LANE-4	12	PAT-SKIP-INACTIVE-BINS-HIERARCHICALLY	PAPER-1806.08092	019ff4ca-0b79-7a20-9f68-4f44fc709ec1	019ff4ec-552b-7a10-bab1-0a7742bae998	COMPLETE	ANALYTICAL_TEST_LINKED	FAIL-DENSE-ACTIVITY-OVERLOADS-LISTS			PAPER_ROWS:PAPER-1806.08092	C481659F06530C0D9117083BAC0FDA58A9CADED23A9A5E03A519FE68AB5A8715
PATTERN	60	G06-LANE-5	12	PAT-SORT-THEN-WRITE-DISTANCES	PAPER-2503.00430	019ff4ca-0f74-7e33-9a0c-1077c99ddbad	019ff4ec-552b-7a10-bab1-0a7742bae998	COMPLETE	ANALYTICAL_TEST_LINKED	FAIL-LARGE-FRONTIERS-OVERWHELM-SORTING			PAPER_ROWS:PAPER-2503.00430	4472AB958DA9BE87114F062D0304072DAE0A68502776B3F545D6B87BC03F89FD
PATTERN	61	G06-LANE-1	13	PAT-STORE-RANDOM-WALK-ENDPOINTS	PAPER-HASH-0232e71ded2b5c43	019ff4ca-000d-7952-b8ba-387ddb6f6728	019ff4ec-552b-7a10-bab1-0a7742bae998	COMPLETE	SOURCE_FAILURE_LINKED	FAIL-LONG-WALKS-MULTIPLY-SCANS|FAIL-TIED-RANKS-RESIST-SAMPLING			PAPER_ROWS:PAPER-HASH-0232e71ded2b5c43	1A64ADA35F574497E161CB7E2ECEC8CAB570D34CBE330631F51455FA0D44C62D
PATTERN	62	G06-LANE-2	13	PAT-STREAM-PARTITIONED-UPDATES-SEQUENTIALLY	PAPER-1709.07122|PAPER-1806.08092	019ff4ca-037d-7f63-95ce-c93f3d2442d6	019ff4ec-552b-7a10-bab1-0a7742bae998	COMPLETE	SOURCE_FAILURE_LINKED	FAIL-CACHE-PARTITION-SPILL-REVERSAL			PAPER_ROWS:PAPER-1709.07122|PAPER-1806.08092	2E29C9F4E70F9F0EFD4F1761F4D5A4A0AC19A79DABAA8C3AA6BEC3D38E5601C2
PATTERN	63	G06-LANE-3	13	PAT-STREAM-SPARSE-KEEP-DENSE	PAPER-1602.02864	019ff4ca-07cb-7772-8b81-c4ea3e4e1a96	019ff4ec-552b-7a10-bab1-0a7742bae998	COMPLETE	ANALYTICAL_TEST_LINKED	FAIL-DENSE-COLUMN-EXCEEDS-MEMORY			PAPER_ROWS:PAPER-1602.02864	73E78A329803F4A63B3953E2FF553C72BE3A4ED610FE47A3CAC8018D366AF378
PATTERN	64	G06-LANE-4	13	PAT-SWITCH-TRAVERSAL-BY-FRONTIER	PAPER-2503.00430	019ff4ca-0b79-7a20-9f68-4f44fc709ec1	019ff4ec-552b-7a10-bab1-0a7742bae998	COMPLETE	ANALYTICAL_TEST_LINKED	FAIL-FRONTIER-HEURISTIC-MISSELECTS-DIRECTION			PAPER_ROWS:PAPER-2503.00430	29DC9FBAB4A9271F08D77E80980EA178F16CBB38D5DF4C9F42711DA90E16E7F2
PATTERN	65	G06-LANE-5	13	PAT-THRESHOLD-INMEMORY-SKETCH-GROWTH	PAPER-2507.12925	019ff4ca-0f74-7e33-9a0c-1077c99ddbad	019ff4ec-552b-7a10-bab1-0a7742bae998	COMPLETE	ANALYTICAL_TEST_LINKED	FAIL-LONG-PATHS-REPEAT-SCANS			PAPER_ROWS:PAPER-2507.12925	4D7B758107CA5C8E58D63EC84DB4F02D38FDA5E13E29CCE48C41E19E3EBA1C16
PATTERN	66	G06-LANE-1	14	PAT-TRACK-VISITED-WITH-BITMAPS	PAPER-2503.00430	019ff4ca-000d-7952-b8ba-387ddb6f6728	019ff4ec-552b-7a10-bab1-0a7742bae998	COMPLETE	SOURCE_FAILURE_LINKED	FAIL-BITMAP-OVERHEAD-OUTWEIGHS-LOCALITY			PAPER_ROWS:PAPER-2503.00430	F2957AE6DFB913DE181B8C4781C1A351F192A966E2457BF11C65D257C93A0A9E
PATTERN	67	G06-LANE-2	14	PAT-TUNE-IDLE-WINDOW-UTILIZATION	PAPER-2605.19335	019ff4ca-037d-7f63-95ce-c93f3d2442d6	019ff4ec-552b-7a10-bab1-0a7742bae998	COMPLETE	SOURCE_FAILURE_LINKED	FAIL-FEEDBACK-LATENCY-TARGET-OVERSHOOT			PAPER_ROWS:PAPER-2605.19335	97B36F98A9ED35B52D5B53B8B926501CB898F0066FBBA4CDAAAB8F2296A76C37
